nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,23,0.66,"[<ptreeopt.tree.PTree object at 0x155514ead340>
 <ptreeopt.tree.PTree object at 0x155514eadee0>
 <ptreeopt.tree.PTree object at 0x155514ead4f0>]",0,0,3,10
200,44,0.66,"[<ptreeopt.tree.PTree object at 0x155514ead340>
 <ptreeopt.tree.PTree object at 0x155514eadee0>
 <ptreeopt.tree.PTree object at 0x155514ead4f0>]",0,0,3,10
300,65,0.66,"[<ptreeopt.tree.PTree object at 0x155514ead340>
 <ptreeopt.tree.PTree object at 0x155514eadee0>
 <ptreeopt.tree.PTree object at 0x155514ead4f0>]",0,0,3,10
400,86,0.59,"[<ptreeopt.tree.PTree object at 0x155520110dc0>
 <ptreeopt.tree.PTree object at 0x155520110c70>
 <ptreeopt.tree.PTree object at 0x155520110790>]",0,0,3,10
500,109,0.59,"[<ptreeopt.tree.PTree object at 0x155520110dc0>
 <ptreeopt.tree.PTree object at 0x155520110c70>
 <ptreeopt.tree.PTree object at 0x155520110790>]",0,0,3,10
600,131,0.59,"[<ptreeopt.tree.PTree object at 0x155520110dc0>
 <ptreeopt.tree.PTree object at 0x155520110c70>
 <ptreeopt.tree.PTree object at 0x155520110790>]",0,0,3,10
700,151,0.59,"[<ptreeopt.tree.PTree object at 0x155520110dc0>
 <ptreeopt.tree.PTree object at 0x155520110c70>
 <ptreeopt.tree.PTree object at 0x155520110790>]",0,0,3,10
800,173,0.59,"[<ptreeopt.tree.PTree object at 0x155520110dc0>
 <ptreeopt.tree.PTree object at 0x155520110c70>
 <ptreeopt.tree.PTree object at 0x155520110790>]",0,0,3,10
900,195,0.59,"[<ptreeopt.tree.PTree object at 0x155520110dc0>
 <ptreeopt.tree.PTree object at 0x155520110c70>
 <ptreeopt.tree.PTree object at 0x155520110790>]",0,0,3,10
1000,217,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
1100,240,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
1200,262,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
1300,282,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
1400,304,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
1500,325,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
1600,345,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
1700,366,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
1800,387,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
1900,409,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
2000,431,0.5,"[<ptreeopt.tree.PTree object at 0x155520110ac0>
 <ptreeopt.tree.PTree object at 0x1555201104f0>
 <ptreeopt.tree.PTree object at 0x155520110cd0>]",0,0,3,10
