nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,12,0.48,"[<ptreeopt.tree.PTree object at 0x155528144ca0>
 <ptreeopt.tree.PTree object at 0x155528144c10>
 <ptreeopt.tree.PTree object at 0x155528144430>]",0,0,3,10
200,24,0.48,"[<ptreeopt.tree.PTree object at 0x155528144ca0>
 <ptreeopt.tree.PTree object at 0x155528144c10>
 <ptreeopt.tree.PTree object at 0x155528144430>]",0,0,3,10
300,36,0.48,"[<ptreeopt.tree.PTree object at 0x155528144ca0>
 <ptreeopt.tree.PTree object at 0x155528144c10>
 <ptreeopt.tree.PTree object at 0x155528144430>]",0,0,3,10
400,48,0.48,"[<ptreeopt.tree.PTree object at 0x155528144ca0>
 <ptreeopt.tree.PTree object at 0x155528144c10>
 <ptreeopt.tree.PTree object at 0x155528144430>]",0,0,3,10
500,60,0.48,"[<ptreeopt.tree.PTree object at 0x155528144ca0>
 <ptreeopt.tree.PTree object at 0x155528144c10>
 <ptreeopt.tree.PTree object at 0x155528144430>]",0,0,3,10
600,71,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
700,83,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
800,95,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
900,107,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
1000,119,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
1100,131,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
1200,142,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
1300,154,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
1400,166,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
1500,177,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
1600,189,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
1700,201,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
1800,213,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
1900,225,0.23,"[<ptreeopt.tree.PTree object at 0x155528131e50>
 <ptreeopt.tree.PTree object at 0x155528131a00>
 <ptreeopt.tree.PTree object at 0x155528131d00>]",0,0,3,10
