nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,48,0.35,"[<ptreeopt.tree.PTree object at 0x1555177b0a00>
 <ptreeopt.tree.PTree object at 0x1555177b05e0>
 <ptreeopt.tree.PTree object at 0x1555177b0430>
 <ptreeopt.tree.PTree object at 0x1555153fb8b0>
 <ptreeopt.tree.PTree object at 0x1555153fbdf0>
 <ptreeopt.tree.PTree object at 0x1555153fb4c0>
 <ptreeopt.tree.PTree object at 0x1555153fbc40>
 <ptreeopt.tree.PTree object at 0x1555153fbf10>
 <ptreeopt.tree.PTree object at 0x15552812f4f0>
 <ptreeopt.tree.PTree object at 0x155520910b50>]",3,0,10,3
200,97,0.28,"[<ptreeopt.tree.PTree object at 0x155516a620a0>
 <ptreeopt.tree.PTree object at 0x155516a62280>
 <ptreeopt.tree.PTree object at 0x155516a62040>
 <ptreeopt.tree.PTree object at 0x15551510c9a0>
 <ptreeopt.tree.PTree object at 0x15551510c1c0>
 <ptreeopt.tree.PTree object at 0x15551529bd60>
 <ptreeopt.tree.PTree object at 0x15551529b940>
 <ptreeopt.tree.PTree object at 0x155516022dc0>
 <ptreeopt.tree.PTree object at 0x155516c29fd0>
 <ptreeopt.tree.PTree object at 0x1555200db910>]",3,0,10,3
300,144,0.28,"[<ptreeopt.tree.PTree object at 0x155516a620a0>
 <ptreeopt.tree.PTree object at 0x155516a62280>
 <ptreeopt.tree.PTree object at 0x155516a62040>
 <ptreeopt.tree.PTree object at 0x15551510c9a0>
 <ptreeopt.tree.PTree object at 0x15551510c1c0>
 <ptreeopt.tree.PTree object at 0x15551529bd60>
 <ptreeopt.tree.PTree object at 0x15551529b940>
 <ptreeopt.tree.PTree object at 0x155516022dc0>
 <ptreeopt.tree.PTree object at 0x155516c29fd0>
 <ptreeopt.tree.PTree object at 0x1555200db910>]",3,0,10,3
400,192,0.28,"[<ptreeopt.tree.PTree object at 0x155516a620a0>
 <ptreeopt.tree.PTree object at 0x155516a62280>
 <ptreeopt.tree.PTree object at 0x155516a62040>
 <ptreeopt.tree.PTree object at 0x15551510c9a0>
 <ptreeopt.tree.PTree object at 0x15551510c1c0>
 <ptreeopt.tree.PTree object at 0x15551529bd60>
 <ptreeopt.tree.PTree object at 0x15551529b940>
 <ptreeopt.tree.PTree object at 0x155516022dc0>
 <ptreeopt.tree.PTree object at 0x155516c29fd0>
 <ptreeopt.tree.PTree object at 0x1555200db910>]",3,0,10,3
500,241,0.23,"[<ptreeopt.tree.PTree object at 0x1555157522b0>
 <ptreeopt.tree.PTree object at 0x155515752100>
 <ptreeopt.tree.PTree object at 0x155515752d60>
 <ptreeopt.tree.PTree object at 0x155515752850>
 <ptreeopt.tree.PTree object at 0x155515752760>
 <ptreeopt.tree.PTree object at 0x155515752970>
 <ptreeopt.tree.PTree object at 0x155516434e80>
 <ptreeopt.tree.PTree object at 0x155516fc38b0>
 <ptreeopt.tree.PTree object at 0x1555203e07f0>
 <ptreeopt.tree.PTree object at 0x155516fe0ca0>]",3,0,10,3
600,289,0.23,"[<ptreeopt.tree.PTree object at 0x1555157522b0>
 <ptreeopt.tree.PTree object at 0x155515752100>
 <ptreeopt.tree.PTree object at 0x155515752d60>
 <ptreeopt.tree.PTree object at 0x155515752850>
 <ptreeopt.tree.PTree object at 0x155515752760>
 <ptreeopt.tree.PTree object at 0x155515752970>
 <ptreeopt.tree.PTree object at 0x155516434e80>
 <ptreeopt.tree.PTree object at 0x155516fc38b0>
 <ptreeopt.tree.PTree object at 0x1555203e07f0>
 <ptreeopt.tree.PTree object at 0x155516fe0ca0>]",3,0,10,3
700,336,0.23,"[<ptreeopt.tree.PTree object at 0x1555157522b0>
 <ptreeopt.tree.PTree object at 0x155515752100>
 <ptreeopt.tree.PTree object at 0x155515752d60>
 <ptreeopt.tree.PTree object at 0x155515752850>
 <ptreeopt.tree.PTree object at 0x155515752760>
 <ptreeopt.tree.PTree object at 0x155515752970>
 <ptreeopt.tree.PTree object at 0x155516434e80>
 <ptreeopt.tree.PTree object at 0x155516fc38b0>
 <ptreeopt.tree.PTree object at 0x1555203e07f0>
 <ptreeopt.tree.PTree object at 0x155516fe0ca0>]",3,0,10,3
800,382,0.23,"[<ptreeopt.tree.PTree object at 0x1555157522b0>
 <ptreeopt.tree.PTree object at 0x155515752100>
 <ptreeopt.tree.PTree object at 0x155515752d60>
 <ptreeopt.tree.PTree object at 0x155515752850>
 <ptreeopt.tree.PTree object at 0x155515752760>
 <ptreeopt.tree.PTree object at 0x155515752970>
 <ptreeopt.tree.PTree object at 0x155516434e80>
 <ptreeopt.tree.PTree object at 0x155516fc38b0>
 <ptreeopt.tree.PTree object at 0x1555203e07f0>
 <ptreeopt.tree.PTree object at 0x155516fe0ca0>]",3,0,10,3
900,429,0.23,"[<ptreeopt.tree.PTree object at 0x1555157522b0>
 <ptreeopt.tree.PTree object at 0x155515752100>
 <ptreeopt.tree.PTree object at 0x155515752d60>
 <ptreeopt.tree.PTree object at 0x155515752850>
 <ptreeopt.tree.PTree object at 0x155515752760>
 <ptreeopt.tree.PTree object at 0x155515752970>
 <ptreeopt.tree.PTree object at 0x155516434e80>
 <ptreeopt.tree.PTree object at 0x155516fc38b0>
 <ptreeopt.tree.PTree object at 0x1555203e07f0>
 <ptreeopt.tree.PTree object at 0x155516fe0ca0>]",3,0,10,3
1000,477,0.23,"[<ptreeopt.tree.PTree object at 0x1555157522b0>
 <ptreeopt.tree.PTree object at 0x155515752100>
 <ptreeopt.tree.PTree object at 0x155515752d60>
 <ptreeopt.tree.PTree object at 0x155515752850>
 <ptreeopt.tree.PTree object at 0x155515752760>
 <ptreeopt.tree.PTree object at 0x155515752970>
 <ptreeopt.tree.PTree object at 0x155516434e80>
 <ptreeopt.tree.PTree object at 0x155516fc38b0>
 <ptreeopt.tree.PTree object at 0x1555203e07f0>
 <ptreeopt.tree.PTree object at 0x155516fe0ca0>]",3,0,10,3
