nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,10,0.21,"[<ptreeopt.tree.PTree object at 0x15551745bc10>
 <ptreeopt.tree.PTree object at 0x155517624280>
 <ptreeopt.tree.PTree object at 0x155516f31700>]",3,0,3,3
200,20,0.21,"[<ptreeopt.tree.PTree object at 0x15551745bc10>
 <ptreeopt.tree.PTree object at 0x155517624280>
 <ptreeopt.tree.PTree object at 0x155516f31700>]",3,0,3,3
300,31,0.21,"[<ptreeopt.tree.PTree object at 0x15551745bc10>
 <ptreeopt.tree.PTree object at 0x155517624280>
 <ptreeopt.tree.PTree object at 0x155516f31700>]",3,0,3,3
400,44,0.21,"[<ptreeopt.tree.PTree object at 0x15551745bc10>
 <ptreeopt.tree.PTree object at 0x155517624280>
 <ptreeopt.tree.PTree object at 0x155516f31700>]",3,0,3,3
500,57,0.2,"[<ptreeopt.tree.PTree object at 0x155520d59fa0>
 <ptreeopt.tree.PTree object at 0x155517b840d0>
 <ptreeopt.tree.PTree object at 0x15551807b700>]",3,0,3,3
600,69,0.2,"[<ptreeopt.tree.PTree object at 0x155520d59fa0>
 <ptreeopt.tree.PTree object at 0x155517b840d0>
 <ptreeopt.tree.PTree object at 0x15551807b700>]",3,0,3,3
700,81,0.2,"[<ptreeopt.tree.PTree object at 0x155520d59fa0>
 <ptreeopt.tree.PTree object at 0x155517b840d0>
 <ptreeopt.tree.PTree object at 0x15551807b700>]",3,0,3,3
800,91,0.2,"[<ptreeopt.tree.PTree object at 0x155520d59fa0>
 <ptreeopt.tree.PTree object at 0x155517b840d0>
 <ptreeopt.tree.PTree object at 0x15551807b700>]",3,0,3,3
900,103,0.2,"[<ptreeopt.tree.PTree object at 0x155520d59fa0>
 <ptreeopt.tree.PTree object at 0x155517b840d0>
 <ptreeopt.tree.PTree object at 0x15551807b700>]",3,0,3,3
1000,113,0.2,"[<ptreeopt.tree.PTree object at 0x155520d59fa0>
 <ptreeopt.tree.PTree object at 0x155517b840d0>
 <ptreeopt.tree.PTree object at 0x15551807b700>]",3,0,3,3
1100,123,0.0,"[<ptreeopt.tree.PTree object at 0x155516918ca0>
 <ptreeopt.tree.PTree object at 0x1555169187c0>
 <ptreeopt.tree.PTree object at 0x155516918ee0>]",3,0,3,3
1200,135,0.0,"[<ptreeopt.tree.PTree object at 0x155516918ca0>
 <ptreeopt.tree.PTree object at 0x1555169187c0>
 <ptreeopt.tree.PTree object at 0x155516918ee0>]",3,0,3,3
1300,144,0.0,"[<ptreeopt.tree.PTree object at 0x155516918ca0>
 <ptreeopt.tree.PTree object at 0x1555169187c0>
 <ptreeopt.tree.PTree object at 0x155516918ee0>]",3,0,3,3
1400,154,0.0,"[<ptreeopt.tree.PTree object at 0x155516918ca0>
 <ptreeopt.tree.PTree object at 0x1555169187c0>
 <ptreeopt.tree.PTree object at 0x155516918ee0>]",3,0,3,3
