,Unnamed: 0,c1,c2,c3,c4,c5,c6,r1,r2,r3,r4,r5,r6,w1,w2,w3,w4,w5,w6,not_intercepted,nfe
0,0,0.2867440111032964,0.4494938519931737,-0.5803805805872724,0.5567079757535085,-0.1074800749984359,-0.9697558795965924,0.3242638016374536,0.3011359764577596,0.6698597854497348,0.1588640660902759,0.3910400835740167,0.8136094718461093,0.2243877799790943,0.1310879787150413,0.0819407985226728,0.4747447883408717,0.1864509682933155,0.780606529095313,0.67,100
0,0,0.9719184765958304,0.0502741661682948,-0.3907218815906462,0.2332302897761829,0.6056131922820984,-0.8590399575618689,0.2718376079376368,0.1611940180236221,0.5038035832613377,0.3700982347989817,0.2912914619580953,0.7737339095508686,0.2180553295337972,0.1541531724878259,0.0681821324467877,0.7196070993893718,0.3461429210077256,0.8158900915655889,0.52,10053
0,0,0.8468755356904811,0.0512860188160122,-0.4071679574580034,0.2298566445801872,0.7265849279935814,0.7361292978255725,0.3054747884196914,0.1541615053917486,0.5231543245095988,0.3684697070163834,0.1928939537459237,0.8330722894565952,0.1922094383202496,0.1607313001715546,0.0703782073340569,0.6777077043762565,0.5757679780116387,0.9477351179330096,0.54,1083
0,0,0.8468755356904811,0.0512860188160122,-0.4071679574580034,0.2298566445801872,0.7265849279935814,0.7361292978255725,0.3054747884196914,0.1541615053917486,0.5231543245095988,0.3684697070163834,0.1928939537459237,0.8330722894565952,0.1922094383202496,0.1607313001715546,0.0703782073340569,0.6777077043762565,0.5757679780116387,0.9477351179330096,0.54,1183
0,0,0.8468755356904811,0.0512860188160122,-0.4071679574580034,0.2298566445801872,0.7265849279935814,0.7361292978255725,0.3054747884196914,0.1541615053917486,0.5231543245095988,0.3684697070163834,0.1928939537459237,0.8330722894565952,0.1922094383202496,0.1607313001715546,0.0703782073340569,0.6777077043762565,0.5757679780116387,0.9477351179330096,0.54,1281
0,0,0.8468755356904811,0.0512860188160122,-0.4071679574580034,0.2298566445801872,0.7265849279935814,0.7361292978255725,0.3054747884196914,0.1541615053917486,0.5231543245095988,0.3684697070163834,0.1928939537459237,0.8330722894565952,0.1922094383202496,0.1607313001715546,0.0703782073340569,0.6777077043762565,0.5757679780116387,0.9477351179330096,0.54,1375
0,0,0.8468755356904811,0.0512860188160122,-0.4071679574580034,0.2298566445801872,0.7265849279935814,0.7361292978255725,0.3054747884196914,0.1541615053917486,0.5231543245095988,0.3684697070163834,0.1928939537459237,0.8330722894565952,0.1922094383202496,0.1607313001715546,0.0703782073340569,0.6777077043762565,0.5757679780116387,0.9477351179330096,0.54,1469
0,0,0.8468755356904811,0.0512860188160122,-0.4071679574580034,0.2298566445801872,0.7265849279935814,0.7361292978255725,0.3054747884196914,0.1541615053917486,0.5231543245095988,0.3684697070163834,0.1928939537459237,0.8330722894565952,0.1922094383202496,0.1607313001715546,0.0703782073340569,0.6777077043762565,0.5757679780116387,0.9477351179330096,0.54,1565
0,0,0.8468755356904811,0.0512860188160122,-0.4071679574580034,0.2298566445801872,0.7265849279935814,0.7361292978255725,0.3054747884196914,0.1541615053917486,0.5231543245095988,0.3684697070163834,0.1928939537459237,0.8330722894565952,0.1922094383202496,0.1607313001715546,0.0703782073340569,0.6777077043762565,0.5757679780116387,0.9477351179330096,0.54,1666
0,0,0.8468755356904811,0.0512860188160122,-0.4071679574580034,0.2298566445801872,0.7265849279935814,0.7361292978255725,0.3054747884196914,0.1541615053917486,0.5231543245095988,0.3684697070163834,0.1928939537459237,0.8330722894565952,0.1922094383202496,0.1607313001715546,0.0703782073340569,0.6777077043762565,0.5757679780116387,0.9477351179330096,0.54,1763
