,Unnamed: 0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,w1,w2,w3,w4,w5,w6,not_intercepted,nfe
0,0,-0.6077434753441808,-0.3512360081949564,-0.1357041867508173,-0.7746445518488494,-0.0367751085840346,0.5819386842925884,-0.028446280313489,-0.6195210829423532,-0.5423553210216652,-0.133750373396345,-0.5560690810734361,0.8779376523694362,0.770042486194835,0.533683145387883,-0.0693022136023773,-0.2803210617422018,-0.8952205169229104,-0.8235408592793367,-0.1933672897091809,-0.3240725573168259,0.7891907575381376,0.6920637698742462,0.23863950171233,0.1603661326241943,0.4974834322452032,0.8266254849691045,0.9065507590085304,0.9139780893802144,0.5561350494425152,0.6023042134799277,0.0734494279386104,0.2280889727445736,0.6371194978804241,0.7082745366144535,0.3383970909788614,0.7247554883804633,0.4119549578193628,0.1291169921332764,0.6080751530023245,0.0275468907483135,0.1064808290349158,0.7930244887937458,0.0260078691966128,0.1391657729628096,0.145168063354213,0.1982300457522486,0.92,100
0,0,0.6092606072434225,0.9251275279711104,0.4859011537600945,0.646005974085103,0.2498947955215032,0.5015623374484038,0.7139815100699166,-0.7832379576880424,-0.7537763383914751,-0.3300804575425974,-0.2795015244920005,0.3488307460040327,-0.4790869239989546,-0.3431661321008404,0.9889600236184384,0.4970186804681483,-0.2826499971370611,0.3046343997479862,0.5325902426541858,0.80882710200954,0.9434570740560024,0.961325497861854,0.1666976853150063,0.6081997566613978,0.7834089288259776,0.8580093335796017,0.600347521492189,0.7846675717441572,0.9407103492095866,0.6781493016991579,0.9787333320491184,0.1757574931107776,0.2319353142319201,0.1005901398958392,0.7420352941835652,0.2826009449058543,0.5910135314682927,0.6967602758607953,0.5855394486222621,0.0761426681673264,0.0353050944502914,0.1061666663761332,0.0221976885728349,0.4674750126648738,0.3019908594872546,0.2763456388660742,0.84,10005
0,0,0.6092606072434225,0.9251275279711104,0.4859011537600945,0.646005974085103,0.2498947955215032,0.5015623374484038,0.7139815100699166,-0.7832379576880424,-0.7537763383914751,-0.3300804575425974,-0.2795015244920005,0.3488307460040327,-0.4790869239989546,-0.3431661321008404,0.9889600236184384,0.4970186804681483,-0.2826499971370611,0.3046343997479862,0.5325902426541858,0.80882710200954,0.9434570740560024,0.961325497861854,0.1666976853150063,0.6081997566613978,0.7834089288259776,0.8580093335796017,0.600347521492189,0.7846675717441572,0.9407103492095866,0.6781493016991579,0.9787333320491184,0.1757574931107776,0.2319353142319201,0.1005901398958392,0.7420352941835652,0.2826009449058543,0.5910135314682927,0.6967602758607953,0.5855394486222621,0.0761426681673264,0.0353050944502914,0.1061666663761332,0.0221976885728349,0.4674750126648738,0.3019908594872546,0.2763456388660742,0.84,10101
0,0,0.6092606072434225,0.9251275279711104,0.4859011537600945,0.646005974085103,0.2498947955215032,0.5015623374484038,0.7139815100699166,-0.7832379576880424,-0.7537763383914751,-0.3300804575425974,-0.2795015244920005,0.3488307460040327,-0.4790869239989546,-0.3431661321008404,0.9889600236184384,0.4970186804681483,-0.2826499971370611,0.3046343997479862,0.5325902426541858,0.80882710200954,0.9434570740560024,0.961325497861854,0.1666976853150063,0.6081997566613978,0.7834089288259776,0.8580093335796017,0.600347521492189,0.7846675717441572,0.9407103492095866,0.6781493016991579,0.9787333320491184,0.1757574931107776,0.2319353142319201,0.1005901398958392,0.7420352941835652,0.2826009449058543,0.5910135314682927,0.6967602758607953,0.5855394486222621,0.0761426681673264,0.0353050944502914,0.1061666663761332,0.0221976885728349,0.4674750126648738,0.3019908594872546,0.2763456388660742,0.84,10194
0,0,0.6092606072434225,0.9251275279711104,0.4859011537600945,0.646005974085103,0.2498947955215032,0.5015623374484038,0.7139815100699166,-0.7832379576880424,-0.7537763383914751,-0.3300804575425974,-0.2795015244920005,0.3488307460040327,-0.4790869239989546,-0.3431661321008404,0.9889600236184384,0.4970186804681483,-0.2826499971370611,0.3046343997479862,0.5325902426541858,0.80882710200954,0.9434570740560024,0.961325497861854,0.1666976853150063,0.6081997566613978,0.7834089288259776,0.8580093335796017,0.600347521492189,0.7846675717441572,0.9407103492095866,0.6781493016991579,0.9787333320491184,0.1757574931107776,0.2319353142319201,0.1005901398958392,0.7420352941835652,0.2826009449058543,0.5910135314682927,0.6967602758607953,0.5855394486222621,0.0761426681673264,0.0353050944502914,0.1061666663761332,0.0221976885728349,0.4674750126648738,0.3019908594872546,0.2763456388660742,0.84,10290
0,0,0.6092606072434225,0.9251275279711104,0.4859011537600945,0.646005974085103,0.2498947955215032,0.5015623374484038,0.7139815100699166,-0.7832379576880424,-0.7537763383914751,-0.3300804575425974,-0.2795015244920005,0.3488307460040327,-0.4790869239989546,-0.3431661321008404,0.9889600236184384,0.4970186804681483,-0.2826499971370611,0.3046343997479862,0.5325902426541858,0.80882710200954,0.9434570740560024,0.961325497861854,0.1666976853150063,0.6081997566613978,0.7834089288259776,0.8580093335796017,0.600347521492189,0.7846675717441572,0.9407103492095866,0.6781493016991579,0.9787333320491184,0.1757574931107776,0.2319353142319201,0.1005901398958392,0.7420352941835652,0.2826009449058543,0.5910135314682927,0.6967602758607953,0.5855394486222621,0.0761426681673264,0.0353050944502914,0.1061666663761332,0.0221976885728349,0.4674750126648738,0.3019908594872546,0.2763456388660742,0.84,10386
0,0,0.6092606072434225,0.9251275279711104,0.4859011537600945,0.646005974085103,0.2498947955215032,0.5015623374484038,0.7139815100699166,-0.7832379576880424,-0.7537763383914751,-0.3300804575425974,-0.2795015244920005,0.3488307460040327,-0.4790869239989546,-0.3431661321008404,0.9889600236184384,0.4970186804681483,-0.2826499971370611,0.3046343997479862,0.5325902426541858,0.80882710200954,0.9434570740560024,0.961325497861854,0.1666976853150063,0.6081997566613978,0.7834089288259776,0.8580093335796017,0.600347521492189,0.7846675717441572,0.9407103492095866,0.6781493016991579,0.9787333320491184,0.1757574931107776,0.2319353142319201,0.1005901398958392,0.7420352941835652,0.2826009449058543,0.5910135314682927,0.6967602758607953,0.5855394486222621,0.0761426681673264,0.0353050944502914,0.1061666663761332,0.0221976885728349,0.4674750126648738,0.3019908594872546,0.2763456388660742,0.84,10480
0,0,0.6092606072434225,0.9251275279711104,0.4859011537600945,0.646005974085103,0.2498947955215032,0.5015623374484038,0.7139815100699166,-0.7832379576880424,-0.7537763383914751,-0.3300804575425974,-0.2795015244920005,0.3488307460040327,-0.4790869239989546,-0.3431661321008404,0.9889600236184384,0.4970186804681483,-0.2826499971370611,0.3046343997479862,0.5325902426541858,0.80882710200954,0.9434570740560024,0.961325497861854,0.1666976853150063,0.6081997566613978,0.7834089288259776,0.8580093335796017,0.600347521492189,0.7846675717441572,0.9407103492095866,0.6781493016991579,0.9787333320491184,0.1757574931107776,0.2319353142319201,0.1005901398958392,0.7420352941835652,0.2826009449058543,0.5910135314682927,0.6967602758607953,0.5855394486222621,0.0761426681673264,0.0353050944502914,0.1061666663761332,0.0221976885728349,0.4674750126648738,0.3019908594872546,0.2763456388660742,0.84,10578
0,0,0.6092606072434225,0.9251275279711104,0.4859011537600945,0.646005974085103,0.2498947955215032,0.5015623374484038,0.7139815100699166,-0.7832379576880424,-0.7537763383914751,-0.3300804575425974,-0.2795015244920005,0.3488307460040327,-0.4790869239989546,-0.3431661321008404,0.9889600236184384,0.4970186804681483,-0.2826499971370611,0.3046343997479862,0.5325902426541858,0.80882710200954,0.9434570740560024,0.961325497861854,0.1666976853150063,0.6081997566613978,0.7834089288259776,0.8580093335796017,0.600347521492189,0.7846675717441572,0.9407103492095866,0.6781493016991579,0.9787333320491184,0.1757574931107776,0.2319353142319201,0.1005901398958392,0.7420352941835652,0.2826009449058543,0.5910135314682927,0.6967602758607953,0.5855394486222621,0.0761426681673264,0.0353050944502914,0.1061666663761332,0.0221976885728349,0.4674750126648738,0.3019908594872546,0.2763456388660742,0.84,10671
0,0,-0.4124498948001623,-0.3512360081949564,-0.1357041867508173,-0.7848767113937358,-0.0367751085840346,0.5819386842925884,-0.028446280313489,-0.6240329721642423,-0.5423553210216652,-0.4116311614614079,-0.3550777588033301,0.9172067159657316,0.770042486194835,0.533683145387883,-0.0693022136023773,-0.2803210617422018,-0.8952205169229104,-0.8235408592793367,-0.1933672897091809,-0.3240725573168259,0.9778779026700042,0.7121586105980734,0.2631182208566407,0.1603661326241943,0.495777967495502,0.7362461105272491,0.91517111389909,0.7959913094079689,0.5561350494425152,0.6023042134799277,0.0734494279386104,0.4525726910850839,0.6876801822937397,0.7082745366144535,0.3383970909788614,0.7370360595097997,0.4119549578193628,0.2172567791153119,0.4903023640115415,0.0275468907483135,0.1064808290349158,0.1009722686233276,0.0260078691966128,0.742854631521523,0.145168063354213,0.1982300457522486,0.88,1068
