,Unnamed: 0,c1,c2,c3,c4,c5,c6,r1,r2,r3,r4,r5,r6,w1,w2,w3,w4,w5,w6,not_intercepted,nfe
0,0,0.2952041275445121,0.3474764610260863,0.8878824290703702,-0.9375963870237288,0.1798462506898428,-0.3256135885153803,0.2330534986287146,0.0958642282157514,0.2824761952832852,0.5998623280446589,0.4315257834845344,0.1071454475326501,0.825502627154615,0.9151639499285228,0.0863122194858767,0.0074242904805805,0.0753504666202827,0.9021222369143184,0.68,100
0,0,0.8024222235965331,-0.920996223231492,0.3044243308938106,-0.7525976176736555,-0.0906226736530057,-0.1786169763217912,0.2426865731175716,0.0477589111286858,0.2800934211204549,0.4908018665251359,0.4425889315814902,0.0191506809878926,0.8326741734559159,0.9069502775289549,0.0849103320545872,0.0492308393244312,0.1095966418645582,0.8682069571057839,0.59,10087
0,0,0.2848813135222877,0.1101633233391825,0.865071440060433,-0.8361593916055547,0.1254594051263194,-0.3860102474220863,0.1863682185697525,0.0001,0.3019724934376032,0.3857622301063121,0.367370462885502,0.0306944089976042,0.8599975053782861,1.0,0.1039327033387924,0.0508084178344236,0.1002659719934238,0.9646250606743216,0.64,1064
0,0,0.2848813135222877,0.1101633233391825,0.865071440060433,-0.8361593916055547,0.1254594051263194,-0.3860102474220863,0.1863682185697525,0.0001,0.3019724934376032,0.3857622301063121,0.367370462885502,0.0306944089976042,0.8599975053782861,1.0,0.1039327033387924,0.0508084178344236,0.1002659719934238,0.9646250606743216,0.64,1157
0,0,0.2979586922207421,-0.946745048924398,0.3030651194671607,-0.9979126217234096,0.1845208840013659,-0.2162714744853981,0.2428441797703906,0.0470100463083752,0.2781257605957936,0.6017723726740277,0.4448765109838863,0.1072208246158816,0.8250282525702993,0.9153082331694606,0.0861226495996041,0.0049667658274177,0.0951980742710384,0.7381154896998854,0.6,1255
0,0,0.2979586922207421,-0.946745048924398,0.3030651194671607,-0.9979126217234096,0.1845208840013659,-0.2162714744853981,0.2428441797703906,0.0470100463083752,0.2781257605957936,0.6017723726740277,0.4448765109838863,0.1072208246158816,0.8250282525702993,0.9153082331694606,0.0861226495996041,0.0049667658274177,0.0951980742710384,0.7381154896998854,0.6,1353
0,0,0.2979586922207421,-0.946745048924398,0.3030651194671607,-0.9979126217234096,0.1845208840013659,-0.2162714744853981,0.2428441797703906,0.0470100463083752,0.2781257605957936,0.6017723726740277,0.4448765109838863,0.1072208246158816,0.8250282525702993,0.9153082331694606,0.0861226495996041,0.0049667658274177,0.0951980742710384,0.7381154896998854,0.6,1450
0,0,0.2979586922207421,-0.946745048924398,0.3030651194671607,-0.9979126217234096,0.1845208840013659,-0.2162714744853981,0.2428441797703906,0.0470100463083752,0.2781257605957936,0.6017723726740277,0.4448765109838863,0.1072208246158816,0.8250282525702993,0.9153082331694606,0.0861226495996041,0.0049667658274177,0.0951980742710384,0.7381154896998854,0.6,1546
0,0,0.2979586922207421,-0.946745048924398,0.3030651194671607,-0.9979126217234096,0.1845208840013659,-0.2162714744853981,0.2428441797703906,0.0470100463083752,0.2781257605957936,0.6017723726740277,0.4448765109838863,0.1072208246158816,0.8250282525702993,0.9153082331694606,0.0861226495996041,0.0049667658274177,0.0951980742710384,0.7381154896998854,0.6,1644
0,0,0.2979586922207421,-0.946745048924398,0.3030651194671607,-0.9979126217234096,0.1845208840013659,-0.2162714744853981,0.2428441797703906,0.0470100463083752,0.2781257605957936,0.6017723726740277,0.4448765109838863,0.1072208246158816,0.8250282525702993,0.9153082331694606,0.0861226495996041,0.0049667658274177,0.0951980742710384,0.7381154896998854,0.6,1740
