,Unnamed: 0,c1,c2,c3,c4,c5,c6,r1,r2,r3,r4,r5,r6,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,not_intercepted,nfe
0,0,-0.7580465384954704,0.8836256498992094,0.6200606407530449,-0.7036112018303233,0.2059554929618114,-0.3202802954821317,0.2121241096299346,0.0168048327539538,0.7181960346858249,0.5376534882705976,0.3425096237863632,0.8482988288267456,0.1217294039913159,0.7463520937071828,0.4917658314133238,0.1488522547592965,0.562230044498467,0.4376143370490319,0.8782684582525103,0.4760994661472159,0.4262056330046845,0.1315488974499153,0.9141292569787028,0.5533722658024969,0.0955132178226444,0.5975661400280282,0.6597152764646189,0.9147049706780358,0.0756736991533379,0.1548057335675416,0.8727028219531363,0.898289249318474,0.54,100
0,0,-0.7178530531139543,0.9839813191764708,0.6293232214708265,-0.8040746641978359,-0.1933595245029101,-0.3214917293019518,0.2105177133061791,0.0172891767936731,0.713771896977086,0.5149983006439192,0.3679543637174819,0.8126491540980576,0.0103338876493643,0.7418520355113409,0.1274844375479435,0.148672779835542,0.2534907372333887,0.3228305408534576,0.897027041367986,0.4814830414743722,0.43894821566012,0.1470620237049907,0.9385923382051102,0.5293530073108577,0.0969964444703822,0.580432964708849,0.394155044716606,0.7840473831100959,0.0848770018275431,0.1649930904897996,0.684213325648626,0.8940508006041105,0.0,10029
0,0,-0.756162018616617,0.8836256498992094,0.6200606407530449,-0.8241125514758806,-0.1764720771598698,-0.3202802954821317,0.2121241096299346,0.0175721210893757,0.7181960346858249,0.5355843140981286,0.3593969650093274,0.8983337662695666,0.0108411473323191,0.7456692386655502,0.1593706500874256,0.1488522547592965,0.136229068382862,0.4376143370490319,0.8800283218671823,0.4805657648629107,0.4262056330046845,0.1315488974499153,0.9574899409634788,0.5476534844376518,0.0955132178226444,0.5975661400280282,0.3886185398092207,0.9147049706780358,0.0756736991533379,0.1548057335675416,0.6849031021073573,0.898289249318474,0.23,1053
0,0,-0.756162018616617,0.8836256498992094,0.6200606407530449,-0.8241125514758806,-0.1764720771598698,-0.3202802954821317,0.2121241096299346,0.0175721210893757,0.7181960346858249,0.5355843140981286,0.3593969650093274,0.8983337662695666,0.0108411473323191,0.7456692386655502,0.1593706500874256,0.1488522547592965,0.136229068382862,0.4376143370490319,0.8800283218671823,0.4805657648629107,0.4262056330046845,0.1315488974499153,0.9574899409634788,0.5476534844376518,0.0955132178226444,0.5975661400280282,0.3886185398092207,0.9147049706780358,0.0756736991533379,0.1548057335675416,0.6849031021073573,0.898289249318474,0.23,1152
0,0,-0.756162018616617,0.8836256498992094,0.6200606407530449,-0.8241125514758806,-0.1764720771598698,-0.3202802954821317,0.2121241096299346,0.0175721210893757,0.7181960346858249,0.5355843140981286,0.3593969650093274,0.8983337662695666,0.0108411473323191,0.7456692386655502,0.1593706500874256,0.1488522547592965,0.136229068382862,0.4376143370490319,0.8800283218671823,0.4805657648629107,0.4262056330046845,0.1315488974499153,0.9574899409634788,0.5476534844376518,0.0955132178226444,0.5975661400280282,0.3886185398092207,0.9147049706780358,0.0756736991533379,0.1548057335675416,0.6849031021073573,0.898289249318474,0.23,1248
0,0,-0.756162018616617,0.8836256498992094,0.6200606407530449,-0.8241125514758806,-0.1764720771598698,-0.3202802954821317,0.2121241096299346,0.0175721210893757,0.7181960346858249,0.5355843140981286,0.3593969650093274,0.8983337662695666,0.0108411473323191,0.7456692386655502,0.1593706500874256,0.1488522547592965,0.136229068382862,0.4376143370490319,0.8800283218671823,0.4805657648629107,0.4262056330046845,0.1315488974499153,0.9574899409634788,0.5476534844376518,0.0955132178226444,0.5975661400280282,0.3886185398092207,0.9147049706780358,0.0756736991533379,0.1548057335675416,0.6849031021073573,0.898289249318474,0.23,1346
0,0,-0.756162018616617,0.8836256498992094,0.6200606407530449,-0.8241125514758806,-0.1764720771598698,-0.3202802954821317,0.2121241096299346,0.0175721210893757,0.7181960346858249,0.5355843140981286,0.3593969650093274,0.8983337662695666,0.0108411473323191,0.7456692386655502,0.1593706500874256,0.1488522547592965,0.136229068382862,0.4376143370490319,0.8800283218671823,0.4805657648629107,0.4262056330046845,0.1315488974499153,0.9574899409634788,0.5476534844376518,0.0955132178226444,0.5975661400280282,0.3886185398092207,0.9147049706780358,0.0756736991533379,0.1548057335675416,0.6849031021073573,0.898289249318474,0.23,1440
0,0,-0.756162018616617,0.8836256498992094,0.6200606407530449,-0.8241125514758806,-0.1764720771598698,-0.3202802954821317,0.2121241096299346,0.0175721210893757,0.7181960346858249,0.5355843140981286,0.3593969650093274,0.8983337662695666,0.0108411473323191,0.7456692386655502,0.1593706500874256,0.1488522547592965,0.136229068382862,0.4376143370490319,0.8800283218671823,0.4805657648629107,0.4262056330046845,0.1315488974499153,0.9574899409634788,0.5476534844376518,0.0955132178226444,0.5975661400280282,0.3886185398092207,0.9147049706780358,0.0756736991533379,0.1548057335675416,0.6849031021073573,0.898289249318474,0.23,1540
0,0,-0.756162018616617,0.8836256498992094,0.6200606407530449,-0.8241125514758806,-0.1764720771598698,-0.3202802954821317,0.2121241096299346,0.0175721210893757,0.7181960346858249,0.5355843140981286,0.3593969650093274,0.8983337662695666,0.0108411473323191,0.7456692386655502,0.1593706500874256,0.1488522547592965,0.136229068382862,0.4376143370490319,0.8800283218671823,0.4805657648629107,0.4262056330046845,0.1315488974499153,0.9574899409634788,0.5476534844376518,0.0955132178226444,0.5975661400280282,0.3886185398092207,0.9147049706780358,0.0756736991533379,0.1548057335675416,0.6849031021073573,0.898289249318474,0.23,1636
0,0,-0.756162018616617,0.8836256498992094,0.6200606407530449,-0.8241125514758806,-0.1764720771598698,-0.3202802954821317,0.2121241096299346,0.0175721210893757,0.7181960346858249,0.5355843140981286,0.3593969650093274,0.8983337662695666,0.0108411473323191,0.7456692386655502,0.1593706500874256,0.1488522547592965,0.136229068382862,0.4376143370490319,0.8800283218671823,0.4805657648629107,0.4262056330046845,0.1315488974499153,0.9574899409634788,0.5476534844376518,0.0955132178226444,0.5975661400280282,0.3886185398092207,0.9147049706780358,0.0756736991533379,0.1548057335675416,0.6849031021073573,0.898289249318474,0.23,1734
