,Unnamed: 0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,w1,w2,w3,w4,w5,w6,not_intercepted,nfe
0,0,-0.8512563351178508,0.1074508733101258,0.944190749170056,0.6311236708304517,-0.4849020049793644,-0.0667891180202491,-0.0026898676393039,0.7456704042176967,-0.7717986341639331,0.2176477509635352,0.1438902915427302,-0.9108795087767538,0.2847471451307677,-0.0151403558406331,0.109065309752345,0.4440082291861245,-0.6987821211544296,-0.0646415808614735,0.6518985263663875,0.7407430072752348,0.6504692782162672,0.7535245728188513,0.6468373875410675,0.2403526769567449,0.5182422201614262,0.1267424342493228,0.7541916443621423,0.2274606754854742,0.0550536636493583,0.2382738748882775,0.4468573455502991,0.9153211877694012,0.4439838589688012,0.5497491500847459,0.3055727845964597,0.4579579201581083,0.4139936915471775,0.9943539182648156,0.7717447559285995,0.9258325498055788,0.6759448211299445,0.3899572033457769,0.1495819245121197,0.2086004529228379,0.5503436341221621,0.7977924188067638,0.9,100
0,0,0.6357170565331933,0.4085044929815435,0.3613114889663492,0.5310681905956803,0.4890938077989202,0.2567617009299884,0.0057933781250513,-0.5885491038617495,-0.005810655559305,0.195847185171301,0.6750048176189812,-0.9936710000715716,0.609250968460637,0.8157583288948687,-0.7551004610718774,-0.4621320683883631,0.1858081421123179,-0.81472322098014,-0.9361234036597248,-0.914578469848018,0.839876229690691,0.0008265897851645,0.0515836490897956,0.7022968041649903,0.0001017588924159,0.2209333100166889,0.1029424969557299,0.1667959686929361,0.3756171071503107,0.6942199730767958,0.0231443909891035,0.0217674544582063,0.1258157706082738,0.1065492872491813,0.9444600522298938,0.3433797186256643,0.1106866098956282,0.5505886154735958,0.1238886879152524,0.7681028748933457,0.0172458746273395,0.0410760014582812,0.1293072964558584,0.0399706313787443,0.071182073951116,0.4641117188647351,0.48,10025
0,0,-0.4394887029089298,-0.1840263145638975,-0.4709545536020186,0.0647750360753904,-0.6611935804240655,-0.3459882551092123,1.0,-0.3088092512598502,-0.8431380411225908,0.008667273362656,1.0,-0.2324717756078216,-0.2563735351674528,-0.7725557528564722,0.0730479452795866,0.217994071206754,-1.0,-1.0,-0.9085458803926072,0.0863350956860189,0.1030541686458523,0.1712680974615612,0.448939539387266,0.4025646988483178,0.0700490958710467,0.0001,0.4022650376349226,0.3871279036280793,0.0085962343256461,0.0001,1.0,0.1287998906111482,0.6477688852681537,0.747307466816127,0.7191361311507726,1.0,0.7331968132504539,0.0001,0.2177443989224818,0.0064166925919452,0.031543824201607,0.2969868615410739,1.0,0.3972565939903448,0.6865198837610297,0.5439958874926072,0.66,1071
0,0,-0.4394887029089298,-0.1840263145638975,-0.4709545536020186,0.0647750360753904,-0.6611935804240655,-0.3459882551092123,1.0,-0.3088092512598502,-0.8431380411225908,0.008667273362656,1.0,-0.2324717756078216,-0.2563735351674528,-0.7725557528564722,0.0730479452795866,0.217994071206754,-1.0,-1.0,-0.9085458803926072,0.0863350956860189,0.1030541686458523,0.1712680974615612,0.448939539387266,0.4025646988483178,0.0700490958710467,0.0001,0.4022650376349226,0.3871279036280793,0.0085962343256461,0.0001,1.0,0.1287998906111482,0.6477688852681537,0.747307466816127,0.7191361311507726,1.0,0.7331968132504539,0.0001,0.2177443989224818,0.0064166925919452,0.031543824201607,0.2969868615410739,1.0,0.3972565939903448,0.6865198837610297,0.5439958874926072,0.66,1169
0,0,-0.4394887029089298,-0.1840263145638975,-0.4709545536020186,0.0647750360753904,-0.6611935804240655,-0.3459882551092123,1.0,-0.3088092512598502,-0.8431380411225908,0.008667273362656,1.0,-0.2324717756078216,-0.2563735351674528,-0.7725557528564722,0.0730479452795866,0.217994071206754,-1.0,-1.0,-0.9085458803926072,0.0863350956860189,0.1030541686458523,0.1712680974615612,0.448939539387266,0.4025646988483178,0.0700490958710467,0.0001,0.4022650376349226,0.3871279036280793,0.0085962343256461,0.0001,1.0,0.1287998906111482,0.6477688852681537,0.747307466816127,0.7191361311507726,1.0,0.7331968132504539,0.0001,0.2177443989224818,0.0064166925919452,0.031543824201607,0.2969868615410739,1.0,0.3972565939903448,0.6865198837610297,0.5439958874926072,0.66,1268
0,0,-0.0007946731713884,0.4710063001920856,0.4260037592281944,-0.9998901532052908,0.4663486186421445,0.5438087508849653,0.0557405645986048,-0.4303386026327347,-0.016777394247456,-0.6716018023303251,0.9867594468241794,-1.0,0.2395674429868474,1.0,-0.8963864298056119,-0.4607358110500326,0.3291100302595057,-1.0,-1.0,-0.8819355021972743,0.8264145395571729,0.0001,0.0464711557979984,0.7059284221298219,0.0001,0.2209587234944289,0.1256070971373355,0.1659801898399033,0.3717695357052634,0.7269890366815499,0.0001,0.0102275235272495,0.1552158183460287,0.0841388919348816,0.8647160782568954,0.3988574024508819,0.1160056533427061,0.5800738637205618,0.1524051918112962,0.7906160262837605,0.0175369488449872,0.9910099630267418,0.1325845996679029,0.0100639255804599,0.0,0.3654424626412112,0.63,1367
0,0,-0.0007946731713884,0.4710063001920856,0.4260037592281944,-0.9998901532052908,0.4663486186421445,0.5438087508849653,0.0557405645986048,-0.4303386026327347,-0.016777394247456,-0.6716018023303251,0.9867594468241794,-1.0,0.2395674429868474,1.0,-0.8963864298056119,-0.4607358110500326,0.3291100302595057,-1.0,-1.0,-0.8819355021972743,0.8264145395571729,0.0001,0.0464711557979984,0.7059284221298219,0.0001,0.2209587234944289,0.1256070971373355,0.1659801898399033,0.3717695357052634,0.7269890366815499,0.0001,0.0102275235272495,0.1552158183460287,0.0841388919348816,0.8647160782568954,0.3988574024508819,0.1160056533427061,0.5800738637205618,0.1524051918112962,0.7906160262837605,0.0175369488449872,0.9910099630267418,0.1325845996679029,0.0100639255804599,0.0,0.3654424626412112,0.63,1462
0,0,-0.0007946731713884,0.4710063001920856,0.4260037592281944,-0.9998901532052908,0.4663486186421445,0.5438087508849653,0.0557405645986048,-0.4303386026327347,-0.016777394247456,-0.6716018023303251,0.9867594468241794,-1.0,0.2395674429868474,1.0,-0.8963864298056119,-0.4607358110500326,0.3291100302595057,-1.0,-1.0,-0.8819355021972743,0.8264145395571729,0.0001,0.0464711557979984,0.7059284221298219,0.0001,0.2209587234944289,0.1256070971373355,0.1659801898399033,0.3717695357052634,0.7269890366815499,0.0001,0.0102275235272495,0.1552158183460287,0.0841388919348816,0.8647160782568954,0.3988574024508819,0.1160056533427061,0.5800738637205618,0.1524051918112962,0.7906160262837605,0.0175369488449872,0.9910099630267418,0.1325845996679029,0.0100639255804599,0.0,0.3654424626412112,0.63,1560
0,0,-0.0007946731713884,0.4710063001920856,0.4260037592281944,-0.9998901532052908,0.4663486186421445,0.5438087508849653,0.0557405645986048,-0.4303386026327347,-0.016777394247456,-0.6716018023303251,0.9867594468241794,-1.0,0.2395674429868474,1.0,-0.8963864298056119,-0.4607358110500326,0.3291100302595057,-1.0,-1.0,-0.8819355021972743,0.8264145395571729,0.0001,0.0464711557979984,0.7059284221298219,0.0001,0.2209587234944289,0.1256070971373355,0.1659801898399033,0.3717695357052634,0.7269890366815499,0.0001,0.0102275235272495,0.1552158183460287,0.0841388919348816,0.8647160782568954,0.3988574024508819,0.1160056533427061,0.5800738637205618,0.1524051918112962,0.7906160262837605,0.0175369488449872,0.9910099630267418,0.1325845996679029,0.0100639255804599,0.0,0.3654424626412112,0.63,1657
0,0,-0.0007946731713884,0.4710063001920856,0.4260037592281944,-0.9998901532052908,0.4663486186421445,0.5438087508849653,0.0557405645986048,-0.4303386026327347,-0.016777394247456,-0.6716018023303251,0.9867594468241794,-1.0,0.2395674429868474,1.0,-0.8963864298056119,-0.4607358110500326,0.3291100302595057,-1.0,-1.0,-0.8819355021972743,0.8264145395571729,0.0001,0.0464711557979984,0.7059284221298219,0.0001,0.2209587234944289,0.1256070971373355,0.1659801898399033,0.3717695357052634,0.7269890366815499,0.0001,0.0102275235272495,0.1552158183460287,0.0841388919348816,0.8647160782568954,0.3988574024508819,0.1160056533427061,0.5800738637205618,0.1524051918112962,0.7906160262837605,0.0175369488449872,0.9910099630267418,0.1325845996679029,0.0100639255804599,0.0,0.3654424626412112,0.63,1757
