,Unnamed: 0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,not_intercepted,nfe
0,0,0.563745246592835,-0.8772423606970889,0.908940922232718,-0.2960988165691056,0.6126786586539443,-0.3829847096583707,-0.2792408878682813,-0.668659307280929,-0.9273521083037376,-0.8386332544630359,-0.3458491016652554,0.8435054504012776,-0.8245919737831047,0.0525536442814551,0.3803097697046573,-0.3984110148537108,-0.3481129304126344,-0.8182362175294842,-0.607147007804016,-0.3495748945251029,0.4262246023810719,0.8413145144886873,0.8065586417827013,0.0441182684612562,0.5549927791309385,0.7813218958018281,0.9814774761420084,0.6707434138529704,0.3402433033484084,0.865214299505263,0.5770002727624519,0.9614742221942536,0.0392885447092002,0.1920225228346086,0.4184784876179649,0.6454937057964392,0.417079776170256,0.2288046272693814,0.3066630523009238,0.0206934601258036,0.6053910527022781,0.8494464725897533,0.8392950596884018,0.0322888828071913,0.1783003962426812,0.7401462376630301,0.7015641620844162,0.9244557897590296,0.6470538431095337,0.206192378170677,0.2791501965976732,0.6624655276478609,0.6750508604553317,0.8721463351007279,0.4026969401725548,0.911929995760256,0.8778022002266324,0.983127798692696,0.3414784797072063,0.2173584974367832,0.86,100
0,0,0.1347980308347182,0.0599743726277905,0.099404775656778,0.301965308966059,0.51472491201682,0.6497967550903537,-0.6732953932537575,-0.3190889077200276,0.7148441474538076,-0.0224727655785777,-0.1317689967524519,0.1262918428819084,0.232018780768498,-0.2186900566998482,-0.7882127138486887,-0.4473059303906628,-0.9554514529695782,0.1683207380693282,0.0884365319710489,-0.884665328891026,0.4527143055044439,0.1820869329236634,0.7544727898367457,0.589991933610276,0.4119441295321456,0.1341437265590334,0.8261905470044999,0.4261919851225832,0.6949182193847813,0.1795240620060584,0.4608198558300285,0.098649815648348,0.3586032581143855,0.5705400369992673,0.3495998514513019,0.5568593211075619,0.6190486653880825,0.4612118964615997,0.3262555279776359,0.3533406657051194,0.1351582564537278,0.1047081636759839,0.1642616303437042,0.0760041423220275,0.0687119941730006,0.0776825614336602,0.0559103907734594,0.1180287587936779,0.4929433915864422,0.6184978828859389,0.3840539991791002,0.1653952244233321,0.1914208774530576,0.1260696962900131,0.1011235198773377,0.4646170720488772,0.3853333467302146,0.9097981840925804,0.3695934982535567,0.4615888890730318,0.52,10013
0,0,0.1347980308347182,0.0599743726277905,0.099404775656778,0.301965308966059,0.51472491201682,0.6497967550903537,-0.6732953932537575,-0.3190889077200276,0.7148441474538076,-0.0224727655785777,-0.1317689967524519,0.1262918428819084,0.232018780768498,-0.2186900566998482,-0.7882127138486887,-0.4473059303906628,-0.9554514529695782,0.1683207380693282,0.0884365319710489,-0.884665328891026,0.4527143055044439,0.1820869329236634,0.7544727898367457,0.589991933610276,0.4119441295321456,0.1341437265590334,0.8261905470044999,0.4261919851225832,0.6949182193847813,0.1795240620060584,0.4608198558300285,0.098649815648348,0.3586032581143855,0.5705400369992673,0.3495998514513019,0.5568593211075619,0.6190486653880825,0.4612118964615997,0.3262555279776359,0.3533406657051194,0.1351582564537278,0.1047081636759839,0.1642616303437042,0.0760041423220275,0.0687119941730006,0.0776825614336602,0.0559103907734594,0.1180287587936779,0.4929433915864422,0.6184978828859389,0.3840539991791002,0.1653952244233321,0.1914208774530576,0.1260696962900131,0.1011235198773377,0.4646170720488772,0.3853333467302146,0.9097981840925804,0.3695934982535567,0.4615888890730318,0.52,10109
0,0,0.1347980308347182,0.0599743726277905,0.0994179216134512,0.5295243234765772,0.4906490971774262,0.7091219084931122,-0.6732953932537575,-0.2167968589402558,0.7294367705813805,-0.0224727655785777,-0.1317689967524519,0.2363599925418229,0.2319154882365725,-0.2186900566998482,-0.7882127138486887,-0.4382911982697334,-0.9554545115693068,0.1649240160211245,0.0876344591432787,-0.8846649872088806,0.4527143055044439,0.1820144112290143,0.7544727898367457,0.589991933610276,0.4119441295321456,0.1341437354181282,0.8261905470044999,0.4259908951963225,0.6949182193847813,0.1795240620060584,0.4608198558300285,0.098649815648348,0.3582417466531176,0.5676629274158401,0.3491347542212526,0.5568593211075619,0.6190486653880825,0.4612118964615997,0.3474272694422641,0.2717910772704546,0.1354231909795423,0.1046202923353913,0.1642616299367898,0.0760041423220275,0.0687128082537931,0.0776846109847811,0.0559103906365029,0.1180287587936779,0.4929433915864422,0.6184978828859389,0.3840539991791002,0.1563704443325218,0.1914208774530576,0.1260696962900131,0.1011235198773377,0.464553345700222,0.3853333467302146,0.9097981840925804,0.3695934982535567,0.4615888890730318,0.51,10207
0,0,0.1347980308347182,0.0599743726277905,0.0994179216134512,0.5295243234765772,0.4906490971774262,0.7091219084931122,-0.6732953932537575,-0.2167968589402558,0.7294367705813805,-0.0224727655785777,-0.1317689967524519,0.2363599925418229,0.2319154882365725,-0.2186900566998482,-0.7882127138486887,-0.4382911982697334,-0.9554545115693068,0.1649240160211245,0.0876344591432787,-0.8846649872088806,0.4527143055044439,0.1820144112290143,0.7544727898367457,0.589991933610276,0.4119441295321456,0.1341437354181282,0.8261905470044999,0.4259908951963225,0.6949182193847813,0.1795240620060584,0.4608198558300285,0.098649815648348,0.3582417466531176,0.5676629274158401,0.3491347542212526,0.5568593211075619,0.6190486653880825,0.4612118964615997,0.3474272694422641,0.2717910772704546,0.1354231909795423,0.1046202923353913,0.1642616299367898,0.0760041423220275,0.0687128082537931,0.0776846109847811,0.0559103906365029,0.1180287587936779,0.4929433915864422,0.6184978828859389,0.3840539991791002,0.1563704443325218,0.1914208774530576,0.1260696962900131,0.1011235198773377,0.464553345700222,0.3853333467302146,0.9097981840925804,0.3695934982535567,0.4615888890730318,0.51,10305
0,0,0.1347980308347182,0.0599743726277905,0.0994179216134512,0.5295243234765772,0.4906490971774262,0.7091219084931122,-0.6732953932537575,-0.2167968589402558,0.7294367705813805,-0.0224727655785777,-0.1317689967524519,0.2363599925418229,0.2319154882365725,-0.2186900566998482,-0.7882127138486887,-0.4382911982697334,-0.9554545115693068,0.1649240160211245,0.0876344591432787,-0.8846649872088806,0.4527143055044439,0.1820144112290143,0.7544727898367457,0.589991933610276,0.4119441295321456,0.1341437354181282,0.8261905470044999,0.4259908951963225,0.6949182193847813,0.1795240620060584,0.4608198558300285,0.098649815648348,0.3582417466531176,0.5676629274158401,0.3491347542212526,0.5568593211075619,0.6190486653880825,0.4612118964615997,0.3474272694422641,0.2717910772704546,0.1354231909795423,0.1046202923353913,0.1642616299367898,0.0760041423220275,0.0687128082537931,0.0776846109847811,0.0559103906365029,0.1180287587936779,0.4929433915864422,0.6184978828859389,0.3840539991791002,0.1563704443325218,0.1914208774530576,0.1260696962900131,0.1011235198773377,0.464553345700222,0.3853333467302146,0.9097981840925804,0.3695934982535567,0.4615888890730318,0.51,10404
0,0,0.1347980308347182,0.0599743726277905,0.0994179216134512,0.5295243234765772,0.4906490971774262,0.7091219084931122,-0.6732953932537575,-0.2167968589402558,0.7294367705813805,-0.0224727655785777,-0.1317689967524519,0.2363599925418229,0.2319154882365725,-0.2186900566998482,-0.7882127138486887,-0.4382911982697334,-0.9554545115693068,0.1649240160211245,0.0876344591432787,-0.8846649872088806,0.4527143055044439,0.1820144112290143,0.7544727898367457,0.589991933610276,0.4119441295321456,0.1341437354181282,0.8261905470044999,0.4259908951963225,0.6949182193847813,0.1795240620060584,0.4608198558300285,0.098649815648348,0.3582417466531176,0.5676629274158401,0.3491347542212526,0.5568593211075619,0.6190486653880825,0.4612118964615997,0.3474272694422641,0.2717910772704546,0.1354231909795423,0.1046202923353913,0.1642616299367898,0.0760041423220275,0.0687128082537931,0.0776846109847811,0.0559103906365029,0.1180287587936779,0.4929433915864422,0.6184978828859389,0.3840539991791002,0.1563704443325218,0.1914208774530576,0.1260696962900131,0.1011235198773377,0.464553345700222,0.3853333467302146,0.9097981840925804,0.3695934982535567,0.4615888890730318,0.51,10500
0,0,0.1347980308347182,0.0599743726277905,0.0994179216134512,0.5295243234765772,0.4906490971774262,0.7091219084931122,-0.6732953932537575,-0.2167968589402558,0.7294367705813805,-0.0224727655785777,-0.1317689967524519,0.2363599925418229,0.2319154882365725,-0.2186900566998482,-0.7882127138486887,-0.4382911982697334,-0.9554545115693068,0.1649240160211245,0.0876344591432787,-0.8846649872088806,0.4527143055044439,0.1820144112290143,0.7544727898367457,0.589991933610276,0.4119441295321456,0.1341437354181282,0.8261905470044999,0.4259908951963225,0.6949182193847813,0.1795240620060584,0.4608198558300285,0.098649815648348,0.3582417466531176,0.5676629274158401,0.3491347542212526,0.5568593211075619,0.6190486653880825,0.4612118964615997,0.3474272694422641,0.2717910772704546,0.1354231909795423,0.1046202923353913,0.1642616299367898,0.0760041423220275,0.0687128082537931,0.0776846109847811,0.0559103906365029,0.1180287587936779,0.4929433915864422,0.6184978828859389,0.3840539991791002,0.1563704443325218,0.1914208774530576,0.1260696962900131,0.1011235198773377,0.464553345700222,0.3853333467302146,0.9097981840925804,0.3695934982535567,0.4615888890730318,0.51,10596
0,0,0.1291319848779413,0.4491756255573598,0.9016714672223524,0.3474262236834695,0.5021834229957982,0.6641164997687325,-0.4425813837210661,-0.3871936574567214,0.7579847025969988,0.1269350251803701,-0.1436915924176784,0.6384499274251352,0.2614738238070409,0.919948626495126,-0.7942501551237799,-0.4469515730350091,-0.9627095499100388,0.5676119342323869,-0.0025659046890453,-0.7488524468863831,0.4531656333316979,0.1823149433440292,0.7550648008223904,0.6019301041873211,0.4311096749058575,0.16229979039287,0.9638831516040188,0.3688498845946234,0.6741968373417078,0.6503185897332896,0.6819688433524651,0.2361072543993961,0.260661879726995,0.5492883440004851,0.3494516944780412,0.6109328825355569,0.8100522696934811,0.8913122965461407,0.2552076831929631,0.3224663281030884,0.2768084147735155,0.8841403321903826,0.1642520672180363,0.0706139393747079,0.0109531212346587,0.0776869301285083,0.0559278853082769,0.120797870269172,0.5951480827572285,0.6907845937970064,0.3871069318522459,0.1593424971465514,0.455033089193421,0.0212237946767689,0.4276813966872462,0.4818080685840943,0.3851961729875451,0.9076213163162682,0.3641100040577385,0.6507090417560782,0.79,1069
0,0,0.1347980308347182,0.0599743726277905,0.0994179216134512,0.5295243234765772,0.4906490971774262,0.7091219084931122,-0.6732953932537575,-0.2167968589402558,0.7294367705813805,-0.0224727655785777,-0.1317689967524519,0.2363599925418229,0.2319154882365725,-0.2186900566998482,-0.7882127138486887,-0.4382911982697334,-0.9554545115693068,0.1649240160211245,0.0876344591432787,-0.8846649872088806,0.4527143055044439,0.1820144112290143,0.7544727898367457,0.589991933610276,0.4119441295321456,0.1341437354181282,0.8261905470044999,0.4259908951963225,0.6949182193847813,0.1795240620060584,0.4608198558300285,0.098649815648348,0.3582417466531176,0.5676629274158401,0.3491347542212526,0.5568593211075619,0.6190486653880825,0.4612118964615997,0.3474272694422641,0.2717910772704546,0.1354231909795423,0.1046202923353913,0.1642616299367898,0.0760041423220275,0.0687128082537931,0.0776846109847811,0.0559103906365029,0.1180287587936779,0.4929433915864422,0.6184978828859389,0.3840539991791002,0.1563704443325218,0.1914208774530576,0.1260696962900131,0.1011235198773377,0.464553345700222,0.3853333467302146,0.9097981840925804,0.3695934982535567,0.4615888890730318,0.51,10695
