,Unnamed: 0,c1,c2,c3,c4,c5,c6,r1,r2,r3,r4,r5,r6,w1,w2,w3,w4,w5,w6,not_intercepted,nfe
0,0,-0.1107399602651195,-0.9450091290739902,0.9387932700978244,-0.5985887139786836,0.1918466752761554,-0.3368892311922424,0.2229010195268009,0.2203144073617714,0.0191587535232344,0.6148961742006817,0.3418084488387342,0.8046332348675315,0.5901547395548199,0.0977702549938985,0.2169447632292779,0.9751640620640566,0.1066475103333587,0.0766660808292012,0.37,100
0,0,0.2569046534010439,-0.5814306942202669,0.4896097658908881,-0.5726418051561256,0.3298679401311926,-0.4879545800001739,0.4442296304296679,0.1918725819003113,0.1036580150226832,0.4810109164782989,0.4355802960708563,0.676591141656324,0.4587768019267689,0.0815430047644884,0.1421865634468024,0.7783910901520558,0.4235812381542401,0.1755264408593239,0.19,10025
0,0,0.2569046534010439,-0.5814306942202669,0.4896097658908881,-0.5726418051561256,0.3298679401311926,-0.4879545800001739,0.4442296304296679,0.1918725819003113,0.1036580150226832,0.4810109164782989,0.4355802960708563,0.676591141656324,0.4587768019267689,0.0815430047644884,0.1421865634468024,0.7783910901520558,0.4235812381542401,0.1755264408593239,0.19,1080
0,0,0.2569046534010439,-0.5814306942202669,0.4896097658908881,-0.5726418051561256,0.3298679401311926,-0.4879545800001739,0.4442296304296679,0.1918725819003113,0.1036580150226832,0.4810109164782989,0.4355802960708563,0.676591141656324,0.4587768019267689,0.0815430047644884,0.1421865634468024,0.7783910901520558,0.4235812381542401,0.1755264408593239,0.19,1177
0,0,0.2569046534010439,-0.5814306942202669,0.4896097658908881,-0.5726418051561256,0.3298679401311926,-0.4879545800001739,0.4442296304296679,0.1918725819003113,0.1036580150226832,0.4810109164782989,0.4355802960708563,0.676591141656324,0.4587768019267689,0.0815430047644884,0.1421865634468024,0.7783910901520558,0.4235812381542401,0.1755264408593239,0.19,1274
0,0,0.2569046534010439,-0.5814306942202669,0.4896097658908881,-0.5726418051561256,0.3298679401311926,-0.4879545800001739,0.4442296304296679,0.1918725819003113,0.1036580150226832,0.4810109164782989,0.4355802960708563,0.676591141656324,0.4587768019267689,0.0815430047644884,0.1421865634468024,0.7783910901520558,0.4235812381542401,0.1755264408593239,0.19,1374
0,0,0.2569046534010439,-0.5814306942202669,0.4896097658908881,-0.5726418051561256,0.3298679401311926,-0.4879545800001739,0.4442296304296679,0.1918725819003113,0.1036580150226832,0.4810109164782989,0.4355802960708563,0.676591141656324,0.4587768019267689,0.0815430047644884,0.1421865634468024,0.7783910901520558,0.4235812381542401,0.1755264408593239,0.19,1473
0,0,0.2569046534010439,-0.5814306942202669,0.4896097658908881,-0.5726418051561256,0.3298679401311926,-0.4879545800001739,0.4442296304296679,0.1918725819003113,0.1036580150226832,0.4810109164782989,0.4355802960708563,0.676591141656324,0.4587768019267689,0.0815430047644884,0.1421865634468024,0.7783910901520558,0.4235812381542401,0.1755264408593239,0.19,1570
0,0,0.2569046534010439,-0.5814306942202669,0.4896097658908881,-0.5726418051561256,0.3298679401311926,-0.4879545800001739,0.4442296304296679,0.1918725819003113,0.1036580150226832,0.4810109164782989,0.4355802960708563,0.676591141656324,0.4587768019267689,0.0815430047644884,0.1421865634468024,0.7783910901520558,0.4235812381542401,0.1755264408593239,0.19,1658
0,0,0.2569046534010439,-0.5814306942202669,0.4896097658908881,-0.5726418051561256,0.3298679401311926,-0.4879545800001739,0.4442296304296679,0.1918725819003113,0.1036580150226832,0.4810109164782989,0.4355802960708563,0.676591141656324,0.4587768019267689,0.0815430047644884,0.1421865634468024,0.7783910901520558,0.4235812381542401,0.1755264408593239,0.19,1755
