,Unnamed: 0,c1,c2,c3,c4,c5,c6,r1,r2,r3,r4,r5,r6,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,not_intercepted,nfe
0,0,0.6527889652051755,-0.2266967148331302,-0.0596495086700659,-0.2277771276111664,-0.4863787893978957,-0.1613835955605962,0.3728455930296,0.6464586299673414,0.11453757346455,0.3376669632105866,0.8247944939483197,0.6745758058558433,0.1778492583358746,0.4027480609764235,0.4376253714216797,0.1857854503801367,0.0672888096339073,0.5897814214163211,0.565213776924675,0.4781459068880018,0.9088803009321073,0.4398971417900295,0.4253339601562167,0.1188339311871133,0.2609724805699152,0.4793966321168509,0.1838970728501906,0.871922486245294,0.463972286395839,0.7110443986704481,0.0519215145757302,0.2134905419312039,0.69,100
0,0,0.1528171421294216,-0.2897208998864262,-0.8057876007297968,-0.07971954113016,-0.2178470926244873,0.3523912117165034,0.3724384990966056,0.4591842337678753,0.3578567678367283,0.5934551250244801,0.4459266076211681,0.6976788134849595,0.3045028422449322,0.3898916692270666,0.3322528112914931,0.1779075472034723,0.0644122274557672,0.0181466470557933,0.3924255890454889,0.3791550144804135,0.541924160323706,0.4568588401115031,0.4852086846156041,0.1136433050577767,0.3339403215835237,0.4714668519735863,0.2357054853181118,0.5464237085091836,0.4008437892556553,0.4759508726636087,0.1670960816525674,0.4716664676426095,0.19,10035
0,0,0.1528171421294216,-0.2897208998864262,-0.8057876007297968,-0.07971954113016,-0.2178470926244873,0.3523912117165034,0.3724384990966056,0.4591842337678753,0.3578567678367283,0.5934551250244801,0.4459266076211681,0.6976788134849595,0.3045028422449322,0.3898916692270666,0.3322528112914931,0.1779075472034723,0.0644122274557672,0.0181466470557933,0.3924255890454889,0.3791550144804135,0.541924160323706,0.4568588401115031,0.4852086846156041,0.1136433050577767,0.3339403215835237,0.4714668519735863,0.2357054853181118,0.5464237085091836,0.4008437892556553,0.4759508726636087,0.1670960816525674,0.4716664676426095,0.19,10136
0,0,0.1528171421294216,-0.2897208998864262,-0.8057876007297968,-0.07971954113016,-0.2178470926244873,0.3523912117165034,0.3724384990966056,0.4591842337678753,0.3578567678367283,0.5934551250244801,0.4459266076211681,0.6976788134849595,0.3045028422449322,0.3898916692270666,0.3322528112914931,0.1779075472034723,0.0644122274557672,0.0181466470557933,0.3924255890454889,0.3791550144804135,0.541924160323706,0.4568588401115031,0.4852086846156041,0.1136433050577767,0.3339403215835237,0.4714668519735863,0.2357054853181118,0.5464237085091836,0.4008437892556553,0.4759508726636087,0.1670960816525674,0.4716664676426095,0.19,10235
0,0,0.1528171421294216,-0.2897208998864262,-0.8057876007297968,-0.07971954113016,-0.2178470926244873,0.3523912117165034,0.3724384990966056,0.4591842337678753,0.3578567678367283,0.5934551250244801,0.4459266076211681,0.6976788134849595,0.3045028422449322,0.3898916692270666,0.3322528112914931,0.1779075472034723,0.0644122274557672,0.0181466470557933,0.3924255890454889,0.3791550144804135,0.541924160323706,0.4568588401115031,0.4852086846156041,0.1136433050577767,0.3339403215835237,0.4714668519735863,0.2357054853181118,0.5464237085091836,0.4008437892556553,0.4759508726636087,0.1670960816525674,0.4716664676426095,0.19,10332
0,0,0.1528171421294216,-0.2897208998864262,-0.8057876007297968,-0.07971954113016,-0.2178470926244873,0.3523912117165034,0.3724384990966056,0.4591842337678753,0.3578567678367283,0.5934551250244801,0.4459266076211681,0.6976788134849595,0.3045028422449322,0.3898916692270666,0.3322528112914931,0.1779075472034723,0.0644122274557672,0.0181466470557933,0.3924255890454889,0.3791550144804135,0.541924160323706,0.4568588401115031,0.4852086846156041,0.1136433050577767,0.3339403215835237,0.4714668519735863,0.2357054853181118,0.5464237085091836,0.4008437892556553,0.4759508726636087,0.1670960816525674,0.4716664676426095,0.19,10428
0,0,0.1528171421294216,-0.2897208998864262,-0.8057876007297968,-0.07971954113016,-0.2178470926244873,0.3523912117165034,0.3724384990966056,0.4591842337678753,0.3578567678367283,0.5934551250244801,0.4459266076211681,0.6976788134849595,0.3045028422449322,0.3898916692270666,0.3322528112914931,0.1779075472034723,0.0644122274557672,0.0181466470557933,0.3924255890454889,0.3791550144804135,0.541924160323706,0.4568588401115031,0.4852086846156041,0.1136433050577767,0.3339403215835237,0.4714668519735863,0.2357054853181118,0.5464237085091836,0.4008437892556553,0.4759508726636087,0.1670960816525674,0.4716664676426095,0.19,10526
0,0,0.1528171421294216,-0.2897208998864262,-0.8057876007297968,-0.07971954113016,-0.2178470926244873,0.3523912117165034,0.3724384990966056,0.4591842337678753,0.3578567678367283,0.5934551250244801,0.4459266076211681,0.6976788134849595,0.3045028422449322,0.3898916692270666,0.3322528112914931,0.1779075472034723,0.0644122274557672,0.0181466470557933,0.3924255890454889,0.3791550144804135,0.541924160323706,0.4568588401115031,0.4852086846156041,0.1136433050577767,0.3339403215835237,0.4714668519735863,0.2357054853181118,0.5464237085091836,0.4008437892556553,0.4759508726636087,0.1670960816525674,0.4716664676426095,0.19,10623
0,0,0.1528171421294216,-0.2897208998864262,-0.8057876007297968,-0.07971954113016,-0.2178470926244873,0.3523912117165034,0.3724384990966056,0.4591842337678753,0.3578567678367283,0.5934551250244801,0.4459266076211681,0.6976788134849595,0.3045028422449322,0.3898916692270666,0.3322528112914931,0.1779075472034723,0.0644122274557672,0.0181466470557933,0.3924255890454889,0.3791550144804135,0.541924160323706,0.4568588401115031,0.4852086846156041,0.1136433050577767,0.3339403215835237,0.4714668519735863,0.2357054853181118,0.5464237085091836,0.4008437892556553,0.4759508726636087,0.1670960816525674,0.4716664676426095,0.19,10720
0,0,-0.1682925135813955,-0.2432635097406593,0.0787378078229151,-0.0420354546327652,0.1147994815762309,0.2537347654863753,0.3727178555273092,0.3807760549194117,0.4569531954670949,0.5125526273892715,0.4360165515856725,0.6041621492773961,0.3323794031350366,0.3912638678005272,0.2538001822770037,0.1855436115396056,0.0631371651576291,0.3635885223779834,0.5358030515735486,0.6180013624007759,0.6073898316824646,0.4384662224875046,0.3919757448087054,0.1114221892261485,0.3644260412763758,0.4446073109785043,0.2576355267029139,0.5315680991473872,0.3862010024086594,0.4645823320888889,0.2971104027953615,0.5704148629524877,0.59,1073
