,Unnamed: 0,c1,c2,c3,c4,c5,c6,r1,r2,r3,r4,r5,r6,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,not_intercepted,nfe
0,0,-0.4562719751164532,-0.0644373207119601,0.8046226906927048,-0.5519998473865413,0.4096151953120814,-0.2657190466299604,0.2681931452468587,0.0056453176449137,0.2500901600678026,0.9066473900857076,0.4118209867960044,0.788686803681803,0.5115060611200987,0.3575468102338088,0.2820644902617918,0.1307224961736347,0.4266391318287215,0.5245601290964105,0.6832288281947664,0.9001259066870146,0.7664128597285492,0.3182656095479327,0.302630051974192,0.0233200349913633,0.8237112972363314,0.4953952501477674,0.5253985012666758,0.6938633089518449,0.1437375509150573,0.1358827466972373,0.1834588882194905,0.1614958857470038,0.58,100
0,0,0.271594995816888,0.4728416277131185,0.5649704476871736,-0.2620507716061471,0.412467434321733,0.2237151750564796,0.4167814146555453,0.275368629672641,0.1869163796504574,0.227851100699416,0.6137388667478021,0.5589900545932353,0.3273865692914749,0.1613021808790743,0.5915366426942719,0.4907034688409525,0.0629732894889277,0.7113090522868639,0.2183729285481676,0.2808516181785108,0.5551870708365012,0.5004975616843684,0.4923726167196073,0.4420577814952895,0.6993658054394868,0.5752809539686847,0.4881944595408004,0.3394848107025613,0.2792826763728411,0.3412862865504408,0.4404157830847987,0.6932988048901337,0.03,10043
0,0,0.2767742171409757,0.3109909660572646,0.6428705178091927,-0.3265034494487369,0.1003019143086353,0.2154599816706583,0.4173612927368987,0.2767367648997706,0.186097910232262,0.2723028622793011,0.7684140485891361,0.5607000707248134,0.3258971011049418,0.4014122470970477,0.5990539089520679,0.4907125075407346,0.0704391330511064,0.6993442399838479,0.2916720716968228,0.2952067466422116,0.5476131091761263,0.5027290566757082,0.5083426190969516,0.5653569002548418,0.7568166758650066,0.5759576669975095,0.4908401005818715,0.3726543229633081,0.2410887545539325,0.3427786767634014,0.4405634670382721,0.6488416986431415,0.39,1078
0,0,-0.1369478162045358,-0.3583386776420826,0.334073784168552,-0.4610637307145085,-0.7763099914271228,0.6880373684186367,0.3202919592940632,0.4939669576464242,0.5295851457234545,0.2731337082989897,0.3513489077891832,0.0435735364516392,0.340850129642465,0.7436016758153219,0.72333422209703,0.0,0.0408539195778973,0.5181191855855264,0.4861940850272707,0.4687109426519003,0.2141758716043814,0.332225120323352,1.0,0.7665012683053668,0.3707903167981604,0.7437866587998638,0.672567069632132,0.2932302135042805,1.0,0.3783099468620389,0.0860211890639212,0.2593768541000305,0.35,1177
0,0,-0.1369478162045358,-0.3583386776420826,0.334073784168552,-0.4610637307145085,-0.7763099914271228,0.6880373684186367,0.3202919592940632,0.4939669576464242,0.5295851457234545,0.2731337082989897,0.3513489077891832,0.0435735364516392,0.340850129642465,0.7436016758153219,0.72333422209703,0.0,0.0408539195778973,0.5181191855855264,0.4861940850272707,0.4687109426519003,0.2141758716043814,0.332225120323352,1.0,0.7665012683053668,0.3707903167981604,0.7437866587998638,0.672567069632132,0.2932302135042805,1.0,0.3783099468620389,0.0860211890639212,0.2593768541000305,0.35,1275
0,0,-0.1369478162045358,-0.3583386776420826,0.334073784168552,-0.4610637307145085,-0.7763099914271228,0.6880373684186367,0.3202919592940632,0.4939669576464242,0.5295851457234545,0.2731337082989897,0.3513489077891832,0.0435735364516392,0.340850129642465,0.7436016758153219,0.72333422209703,0.0,0.0408539195778973,0.5181191855855264,0.4861940850272707,0.4687109426519003,0.2141758716043814,0.332225120323352,1.0,0.7665012683053668,0.3707903167981604,0.7437866587998638,0.672567069632132,0.2932302135042805,1.0,0.3783099468620389,0.0860211890639212,0.2593768541000305,0.35,1372
0,0,-0.1369478162045358,-0.3583386776420826,0.334073784168552,-0.4610637307145085,-0.7763099914271228,0.6880373684186367,0.3202919592940632,0.4939669576464242,0.5295851457234545,0.2731337082989897,0.3513489077891832,0.0435735364516392,0.340850129642465,0.7436016758153219,0.72333422209703,0.0,0.0408539195778973,0.5181191855855264,0.4861940850272707,0.4687109426519003,0.2141758716043814,0.332225120323352,1.0,0.7665012683053668,0.3707903167981604,0.7437866587998638,0.672567069632132,0.2932302135042805,1.0,0.3783099468620389,0.0860211890639212,0.2593768541000305,0.35,1470
0,0,-0.0330945981936911,0.303566821732404,0.9977113154098084,-0.2608649165209724,0.0491504173546826,-0.2327525962291275,0.4078103399856372,0.1413376009515183,0.196941071926358,0.2645282112976596,0.5843488745603526,0.6079513051889984,0.3939504978313898,0.3210057437189348,0.7682815992115023,0.5005477416018973,0.0776248857586892,0.6822142772430184,0.4037709176323257,0.3084409830200419,0.6380495330386102,0.5613973023031892,0.2943592281965239,0.526177720685628,0.7846326859495321,0.5180172168775349,0.6341868882286743,0.636945775282499,0.2724725504095264,0.3058230266697338,0.578217819581928,0.3817994097365768,0.25,1566
0,0,-0.0330945981936911,0.303566821732404,0.9977113154098084,-0.2608649165209724,0.0491504173546826,-0.2327525962291275,0.4078103399856372,0.1413376009515183,0.196941071926358,0.2645282112976596,0.5843488745603526,0.6079513051889984,0.3939504978313898,0.3210057437189348,0.7682815992115023,0.5005477416018973,0.0776248857586892,0.6822142772430184,0.4037709176323257,0.3084409830200419,0.6380495330386102,0.5613973023031892,0.2943592281965239,0.526177720685628,0.7846326859495321,0.5180172168775349,0.6341868882286743,0.636945775282499,0.2724725504095264,0.3058230266697338,0.578217819581928,0.3817994097365768,0.25,1662
0,0,-0.0330945981936911,0.303566821732404,0.9977113154098084,-0.2608649165209724,0.0491504173546826,-0.2327525962291275,0.4078103399856372,0.1413376009515183,0.196941071926358,0.2645282112976596,0.5843488745603526,0.6079513051889984,0.3939504978313898,0.3210057437189348,0.7682815992115023,0.5005477416018973,0.0776248857586892,0.6822142772430184,0.4037709176323257,0.3084409830200419,0.6380495330386102,0.5613973023031892,0.2943592281965239,0.526177720685628,0.7846326859495321,0.5180172168775349,0.6341868882286743,0.636945775282499,0.2724725504095264,0.3058230266697338,0.578217819581928,0.3817994097365768,0.25,1761
