nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,26,0.56,"[<ptreeopt.tree.PTree object at 0x1555155ffd90>
 <ptreeopt.tree.PTree object at 0x1555155ff8b0>
 <ptreeopt.tree.PTree object at 0x1555155ffcd0>]",6,0,3,3
200,54,0.56,"[<ptreeopt.tree.PTree object at 0x1555155ffd90>
 <ptreeopt.tree.PTree object at 0x1555155ff8b0>
 <ptreeopt.tree.PTree object at 0x1555155ffcd0>]",6,0,3,3
300,87,0.56,"[<ptreeopt.tree.PTree object at 0x1555155ffd90>
 <ptreeopt.tree.PTree object at 0x1555155ff8b0>
 <ptreeopt.tree.PTree object at 0x1555155ffcd0>]",6,0,3,3
400,120,0.56,"[<ptreeopt.tree.PTree object at 0x1555155ffd90>
 <ptreeopt.tree.PTree object at 0x1555155ff8b0>
 <ptreeopt.tree.PTree object at 0x1555155ffcd0>]",6,0,3,3
500,155,0.56,"[<ptreeopt.tree.PTree object at 0x1555155ffd90>
 <ptreeopt.tree.PTree object at 0x1555155ff8b0>
 <ptreeopt.tree.PTree object at 0x1555155ffcd0>]",6,0,3,3
600,186,0.56,"[<ptreeopt.tree.PTree object at 0x1555155ffd90>
 <ptreeopt.tree.PTree object at 0x1555155ff8b0>
 <ptreeopt.tree.PTree object at 0x1555155ffcd0>]",6,0,3,3
700,218,0.56,"[<ptreeopt.tree.PTree object at 0x1555155ffd90>
 <ptreeopt.tree.PTree object at 0x1555155ff8b0>
 <ptreeopt.tree.PTree object at 0x1555155ffcd0>]",6,0,3,3
800,254,0.56,"[<ptreeopt.tree.PTree object at 0x1555155ffd90>
 <ptreeopt.tree.PTree object at 0x1555155ff8b0>
 <ptreeopt.tree.PTree object at 0x1555155ffcd0>]",6,0,3,3
900,288,0.56,"[<ptreeopt.tree.PTree object at 0x1555155ffd90>
 <ptreeopt.tree.PTree object at 0x1555155ff8b0>
 <ptreeopt.tree.PTree object at 0x1555155ffcd0>]",6,0,3,3
1000,321,0.52,"[<ptreeopt.tree.PTree object at 0x155515b63a60>
 <ptreeopt.tree.PTree object at 0x155515b63c40>
 <ptreeopt.tree.PTree object at 0x155515b63550>]",6,0,3,3
