nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,15,0.52,"[<ptreeopt.tree.PTree object at 0x155516de2bb0>
 <ptreeopt.tree.PTree object at 0x155516de2d90>
 <ptreeopt.tree.PTree object at 0x1555176b4c10>]",5,0,3,10
200,30,0.52,"[<ptreeopt.tree.PTree object at 0x155516de2bb0>
 <ptreeopt.tree.PTree object at 0x155516de2d90>
 <ptreeopt.tree.PTree object at 0x1555176b4c10>]",5,0,3,10
300,47,0.52,"[<ptreeopt.tree.PTree object at 0x155516de2bb0>
 <ptreeopt.tree.PTree object at 0x155516de2d90>
 <ptreeopt.tree.PTree object at 0x1555176b4c10>]",5,0,3,10
400,63,0.52,"[<ptreeopt.tree.PTree object at 0x155516de2bb0>
 <ptreeopt.tree.PTree object at 0x155516de2d90>
 <ptreeopt.tree.PTree object at 0x1555176b4c10>]",5,0,3,10
500,78,0.52,"[<ptreeopt.tree.PTree object at 0x155516de2bb0>
 <ptreeopt.tree.PTree object at 0x155516de2d90>
 <ptreeopt.tree.PTree object at 0x1555176b4c10>]",5,0,3,10
600,94,0.51,"[<ptreeopt.tree.PTree object at 0x155516c61fa0>
 <ptreeopt.tree.PTree object at 0x155516c61a00>
 <ptreeopt.tree.PTree object at 0x155528136d60>]",5,0,3,10
700,109,0.51,"[<ptreeopt.tree.PTree object at 0x155516c61fa0>
 <ptreeopt.tree.PTree object at 0x155516c61a00>
 <ptreeopt.tree.PTree object at 0x155528136d60>]",5,0,3,10
800,126,0.51,"[<ptreeopt.tree.PTree object at 0x155516c61fa0>
 <ptreeopt.tree.PTree object at 0x155516c61a00>
 <ptreeopt.tree.PTree object at 0x155528136d60>]",5,0,3,10
900,141,0.51,"[<ptreeopt.tree.PTree object at 0x155516c61fa0>
 <ptreeopt.tree.PTree object at 0x155516c61a00>
 <ptreeopt.tree.PTree object at 0x155528136d60>]",5,0,3,10
1000,156,0.51,"[<ptreeopt.tree.PTree object at 0x155516c61fa0>
 <ptreeopt.tree.PTree object at 0x155516c61a00>
 <ptreeopt.tree.PTree object at 0x155528136d60>]",5,0,3,10
1100,172,0.51,"[<ptreeopt.tree.PTree object at 0x155516c61fa0>
 <ptreeopt.tree.PTree object at 0x155516c61a00>
 <ptreeopt.tree.PTree object at 0x155528136d60>]",5,0,3,10
1200,189,0.51,"[<ptreeopt.tree.PTree object at 0x155516c61fa0>
 <ptreeopt.tree.PTree object at 0x155516c61a00>
 <ptreeopt.tree.PTree object at 0x155528136d60>]",5,0,3,10
1300,204,0.51,"[<ptreeopt.tree.PTree object at 0x155516c61fa0>
 <ptreeopt.tree.PTree object at 0x155516c61a00>
 <ptreeopt.tree.PTree object at 0x155528136d60>]",5,0,3,10
1400,221,0.51,"[<ptreeopt.tree.PTree object at 0x155516c61fa0>
 <ptreeopt.tree.PTree object at 0x155516c61a00>
 <ptreeopt.tree.PTree object at 0x155528136d60>]",5,0,3,10
1500,238,0.51,"[<ptreeopt.tree.PTree object at 0x155516c61fa0>
 <ptreeopt.tree.PTree object at 0x155516c61a00>
 <ptreeopt.tree.PTree object at 0x155528136d60>]",5,0,3,10
