nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,27,0.72,"[<ptreeopt.tree.PTree object at 0x155514dbdd90>
 <ptreeopt.tree.PTree object at 0x155514dbd8b0>
 <ptreeopt.tree.PTree object at 0x155514dbdd00>]",9,0,3,3
200,58,0.6,"[<ptreeopt.tree.PTree object at 0x15551573e370>
 <ptreeopt.tree.PTree object at 0x15551573e160>
 <ptreeopt.tree.PTree object at 0x15551573eac0>]",9,0,3,3
300,86,0.6,"[<ptreeopt.tree.PTree object at 0x15551573e370>
 <ptreeopt.tree.PTree object at 0x15551573e160>
 <ptreeopt.tree.PTree object at 0x15551573eac0>]",9,0,3,3
400,111,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
500,135,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
600,161,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
700,188,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
800,212,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
900,235,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
1000,259,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
1100,283,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
1200,308,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
1300,334,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
1400,359,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
1500,387,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
1600,417,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
1700,446,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
1800,475,0.54,"[<ptreeopt.tree.PTree object at 0x1555154aaf70>
 <ptreeopt.tree.PTree object at 0x1555154aadf0>
 <ptreeopt.tree.PTree object at 0x1555154aaee0>]",9,0,3,3
1900,499,0.52,"[<ptreeopt.tree.PTree object at 0x15551547edc0>
 <ptreeopt.tree.PTree object at 0x15551547e730>
 <ptreeopt.tree.PTree object at 0x15551547e8b0>]",9,0,3,3
2000,523,0.52,"[<ptreeopt.tree.PTree object at 0x15551547edc0>
 <ptreeopt.tree.PTree object at 0x15551547e730>
 <ptreeopt.tree.PTree object at 0x15551547e8b0>]",9,0,3,3
2100,546,0.51,"[<ptreeopt.tree.PTree object at 0x155514cd2df0>
 <ptreeopt.tree.PTree object at 0x155514cd2f40>
 <ptreeopt.tree.PTree object at 0x155514cd24f0>]",9,0,3,3
