nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,13,0.68,"[<ptreeopt.tree.PTree object at 0x155514d97160>
 <ptreeopt.tree.PTree object at 0x155514d89fd0>
 <ptreeopt.tree.PTree object at 0x155514d89b80>]",8,0,3,10
200,26,0.54,"[<ptreeopt.tree.PTree object at 0x155514dc7310>
 <ptreeopt.tree.PTree object at 0x155514dc71f0>
 <ptreeopt.tree.PTree object at 0x155514dc7d00>]",8,0,3,10
300,39,0.54,"[<ptreeopt.tree.PTree object at 0x155514dc7310>
 <ptreeopt.tree.PTree object at 0x155514dc71f0>
 <ptreeopt.tree.PTree object at 0x155514dc7d00>]",8,0,3,10
400,54,0.54,"[<ptreeopt.tree.PTree object at 0x155514dc7310>
 <ptreeopt.tree.PTree object at 0x155514dc71f0>
 <ptreeopt.tree.PTree object at 0x155514dc7d00>]",8,0,3,10
500,68,0.54,"[<ptreeopt.tree.PTree object at 0x155514dc7310>
 <ptreeopt.tree.PTree object at 0x155514dc71f0>
 <ptreeopt.tree.PTree object at 0x155514dc7d00>]",8,0,3,10
600,81,0.54,"[<ptreeopt.tree.PTree object at 0x155514dc7310>
 <ptreeopt.tree.PTree object at 0x155514dc71f0>
 <ptreeopt.tree.PTree object at 0x155514dc7d00>]",8,0,3,10
700,94,0.54,"[<ptreeopt.tree.PTree object at 0x155514dc7310>
 <ptreeopt.tree.PTree object at 0x155514dc71f0>
 <ptreeopt.tree.PTree object at 0x155514dc7d00>]",8,0,3,10
800,108,0.54,"[<ptreeopt.tree.PTree object at 0x155514dc7310>
 <ptreeopt.tree.PTree object at 0x155514dc71f0>
 <ptreeopt.tree.PTree object at 0x155514dc7d00>]",8,0,3,10
900,120,0.51,"[<ptreeopt.tree.PTree object at 0x155516964b50>
 <ptreeopt.tree.PTree object at 0x1555169645e0>
 <ptreeopt.tree.PTree object at 0x155516964be0>]",8,0,3,10
1000,133,0.51,"[<ptreeopt.tree.PTree object at 0x155516964b50>
 <ptreeopt.tree.PTree object at 0x1555169645e0>
 <ptreeopt.tree.PTree object at 0x155516964be0>]",8,0,3,10
