nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,19,0.68,"[<ptreeopt.tree.PTree object at 0x155515669310>
 <ptreeopt.tree.PTree object at 0x1555156691c0>
 <ptreeopt.tree.PTree object at 0x155515669280>]",5,0,3,10
200,38,0.68,"[<ptreeopt.tree.PTree object at 0x155515669310>
 <ptreeopt.tree.PTree object at 0x1555156691c0>
 <ptreeopt.tree.PTree object at 0x155515669280>]",5,0,3,10
300,56,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
400,75,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
500,95,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
600,113,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
700,132,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
800,151,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
900,170,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
1000,188,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
1100,207,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
1200,224,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
1300,243,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
1400,262,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
1500,279,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
1600,297,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
1700,315,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
1800,334,0.54,"[<ptreeopt.tree.PTree object at 0x15551567dee0>
 <ptreeopt.tree.PTree object at 0x15551567d970>
 <ptreeopt.tree.PTree object at 0x15551567d550>]",5,0,3,10
1900,352,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
2000,369,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
2100,387,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
2200,406,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
2300,424,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
2400,442,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
2500,460,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
2600,477,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
2700,496,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
2800,515,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
2900,533,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
3000,551,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
3100,571,0.53,"[<ptreeopt.tree.PTree object at 0x155516775760>
 <ptreeopt.tree.PTree object at 0x1555167759d0>
 <ptreeopt.tree.PTree object at 0x155516775f40>]",5,0,3,10
