nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,15,0.67,"[<ptreeopt.tree.PTree object at 0x155516cb3c10>
 <ptreeopt.tree.PTree object at 0x155516cb3b80>
 <ptreeopt.tree.PTree object at 0x155516cb3ac0>]",7,0,3,10
200,32,0.67,"[<ptreeopt.tree.PTree object at 0x155516cb3c10>
 <ptreeopt.tree.PTree object at 0x155516cb3b80>
 <ptreeopt.tree.PTree object at 0x155516cb3ac0>]",7,0,3,10
300,49,0.67,"[<ptreeopt.tree.PTree object at 0x155516cb3c10>
 <ptreeopt.tree.PTree object at 0x155516cb3b80>
 <ptreeopt.tree.PTree object at 0x155516cb3ac0>]",7,0,3,10
400,66,0.59,"[<ptreeopt.tree.PTree object at 0x155514e08250>
 <ptreeopt.tree.PTree object at 0x155514e08af0>
 <ptreeopt.tree.PTree object at 0x155514e086a0>]",7,0,3,10
500,83,0.59,"[<ptreeopt.tree.PTree object at 0x155514e08250>
 <ptreeopt.tree.PTree object at 0x155514e08af0>
 <ptreeopt.tree.PTree object at 0x155514e086a0>]",7,0,3,10
600,100,0.59,"[<ptreeopt.tree.PTree object at 0x155514e08250>
 <ptreeopt.tree.PTree object at 0x155514e08af0>
 <ptreeopt.tree.PTree object at 0x155514e086a0>]",7,0,3,10
700,118,0.59,"[<ptreeopt.tree.PTree object at 0x155514e08250>
 <ptreeopt.tree.PTree object at 0x155514e08af0>
 <ptreeopt.tree.PTree object at 0x155514e086a0>]",7,0,3,10
800,135,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
900,151,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
1000,166,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
1100,181,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
1200,197,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
1300,213,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
1400,229,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
1500,243,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
1600,259,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
1700,273,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
1800,289,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
1900,305,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
2000,320,0.53,"[<ptreeopt.tree.PTree object at 0x15551625b4f0>
 <ptreeopt.tree.PTree object at 0x15551625bfa0>
 <ptreeopt.tree.PTree object at 0x15551625b250>]",7,0,3,10
2100,335,0.52,"[<ptreeopt.tree.PTree object at 0x155520dd41c0>
 <ptreeopt.tree.PTree object at 0x155520dd4c40>
 <ptreeopt.tree.PTree object at 0x155520dd4e80>]",7,0,3,10
2200,350,0.52,"[<ptreeopt.tree.PTree object at 0x155520dd41c0>
 <ptreeopt.tree.PTree object at 0x155520dd4c40>
 <ptreeopt.tree.PTree object at 0x155520dd4e80>]",7,0,3,10
2300,366,0.52,"[<ptreeopt.tree.PTree object at 0x155520dd41c0>
 <ptreeopt.tree.PTree object at 0x155520dd4c40>
 <ptreeopt.tree.PTree object at 0x155520dd4e80>]",7,0,3,10
2400,381,0.52,"[<ptreeopt.tree.PTree object at 0x155520dd41c0>
 <ptreeopt.tree.PTree object at 0x155520dd4c40>
 <ptreeopt.tree.PTree object at 0x155520dd4e80>]",7,0,3,10
