nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,35,0.72,"[<ptreeopt.tree.PTree object at 0x155514db7d90>
 <ptreeopt.tree.PTree object at 0x155514db78e0>
 <ptreeopt.tree.PTree object at 0x155514db7670>]",2,0,3,3
200,70,0.72,"[<ptreeopt.tree.PTree object at 0x155514db7d90>
 <ptreeopt.tree.PTree object at 0x155514db78e0>
 <ptreeopt.tree.PTree object at 0x155514db7670>]",2,0,3,3
300,104,0.69,"[<ptreeopt.tree.PTree object at 0x155515289f10>
 <ptreeopt.tree.PTree object at 0x155515289e80>
 <ptreeopt.tree.PTree object at 0x155515289a90>]",2,0,3,3
400,138,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
500,172,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
600,206,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
700,240,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
800,274,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
900,309,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
1000,342,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
1100,379,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
1200,413,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
1300,447,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
1400,479,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
1500,511,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
1600,548,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
1700,582,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
1800,615,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
1900,646,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
2000,680,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
2100,714,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
2200,745,0.55,"[<ptreeopt.tree.PTree object at 0x1555154a2dc0>
 <ptreeopt.tree.PTree object at 0x1555154a24f0>
 <ptreeopt.tree.PTree object at 0x1555154a21f0>]",2,0,3,3
2300,778,0.53,"[<ptreeopt.tree.PTree object at 0x155514d674f0>
 <ptreeopt.tree.PTree object at 0x155514d67220>
 <ptreeopt.tree.PTree object at 0x155514d673d0>]",2,0,3,3
2400,810,0.53,"[<ptreeopt.tree.PTree object at 0x155514d674f0>
 <ptreeopt.tree.PTree object at 0x155514d67220>
 <ptreeopt.tree.PTree object at 0x155514d673d0>]",2,0,3,3
2500,845,0.53,"[<ptreeopt.tree.PTree object at 0x155514d674f0>
 <ptreeopt.tree.PTree object at 0x155514d67220>
 <ptreeopt.tree.PTree object at 0x155514d673d0>]",2,0,3,3
2600,879,0.53,"[<ptreeopt.tree.PTree object at 0x155514d674f0>
 <ptreeopt.tree.PTree object at 0x155514d67220>
 <ptreeopt.tree.PTree object at 0x155514d673d0>]",2,0,3,3
