nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,48,0.26,"[<ptreeopt.tree.PTree object at 0x155516aacfa0>
 <ptreeopt.tree.PTree object at 0x155516aaca90>
 <ptreeopt.tree.PTree object at 0x155516aacc40>
 <ptreeopt.tree.PTree object at 0x155516aac340>
 <ptreeopt.tree.PTree object at 0x155516aac850>
 <ptreeopt.tree.PTree object at 0x155516aac580>
 <ptreeopt.tree.PTree object at 0x155516aac0a0>
 <ptreeopt.tree.PTree object at 0x155516964670>
 <ptreeopt.tree.PTree object at 0x155516964820>
 <ptreeopt.tree.PTree object at 0x155516bff700>]",1,0,10,3
200,97,0.22,"[<ptreeopt.tree.PTree object at 0x15551784aa30>
 <ptreeopt.tree.PTree object at 0x1555201b5370>
 <ptreeopt.tree.PTree object at 0x15552042e670>
 <ptreeopt.tree.PTree object at 0x1555177f6fa0>
 <ptreeopt.tree.PTree object at 0x1555177f6550>
 <ptreeopt.tree.PTree object at 0x1555177f6a30>
 <ptreeopt.tree.PTree object at 0x155528127940>
 <ptreeopt.tree.PTree object at 0x1555177dc580>
 <ptreeopt.tree.PTree object at 0x1555177dc190>
 <ptreeopt.tree.PTree object at 0x1555177dcdf0>]",1,0,10,3
300,145,0.02,"[<ptreeopt.tree.PTree object at 0x1555162f65b0>
 <ptreeopt.tree.PTree object at 0x1555162f6f10>
 <ptreeopt.tree.PTree object at 0x1555162f6160>
 <ptreeopt.tree.PTree object at 0x1555162f62b0>
 <ptreeopt.tree.PTree object at 0x1555162f6070>
 <ptreeopt.tree.PTree object at 0x155516c2d5b0>
 <ptreeopt.tree.PTree object at 0x155516c2d670>
 <ptreeopt.tree.PTree object at 0x15551783f8e0>
 <ptreeopt.tree.PTree object at 0x155516c2daf0>
 <ptreeopt.tree.PTree object at 0x155516c2d0a0>]",1,0,10,3
400,192,0.02,"[<ptreeopt.tree.PTree object at 0x1555162f65b0>
 <ptreeopt.tree.PTree object at 0x1555162f6f10>
 <ptreeopt.tree.PTree object at 0x1555162f6160>
 <ptreeopt.tree.PTree object at 0x1555162f62b0>
 <ptreeopt.tree.PTree object at 0x1555162f6070>
 <ptreeopt.tree.PTree object at 0x155516c2d5b0>
 <ptreeopt.tree.PTree object at 0x155516c2d670>
 <ptreeopt.tree.PTree object at 0x15551783f8e0>
 <ptreeopt.tree.PTree object at 0x155516c2daf0>
 <ptreeopt.tree.PTree object at 0x155516c2d0a0>]",1,0,10,3
500,239,0.01,"[<ptreeopt.tree.PTree object at 0x155517060460>
 <ptreeopt.tree.PTree object at 0x1555170607c0>
 <ptreeopt.tree.PTree object at 0x155517060dc0>
 <ptreeopt.tree.PTree object at 0x155517060d00>
 <ptreeopt.tree.PTree object at 0x1555170609d0>
 <ptreeopt.tree.PTree object at 0x1555170601f0>
 <ptreeopt.tree.PTree object at 0x155517060bb0>
 <ptreeopt.tree.PTree object at 0x15552817b9a0>
 <ptreeopt.tree.PTree object at 0x15552817b730>
 <ptreeopt.tree.PTree object at 0x155516f0f730>]",1,0,10,3
600,287,0.01,"[<ptreeopt.tree.PTree object at 0x155517060460>
 <ptreeopt.tree.PTree object at 0x1555170607c0>
 <ptreeopt.tree.PTree object at 0x155517060dc0>
 <ptreeopt.tree.PTree object at 0x155517060d00>
 <ptreeopt.tree.PTree object at 0x1555170609d0>
 <ptreeopt.tree.PTree object at 0x1555170601f0>
 <ptreeopt.tree.PTree object at 0x155517060bb0>
 <ptreeopt.tree.PTree object at 0x15552817b9a0>
 <ptreeopt.tree.PTree object at 0x15552817b730>
 <ptreeopt.tree.PTree object at 0x155516f0f730>]",1,0,10,3
700,333,0.01,"[<ptreeopt.tree.PTree object at 0x155517060460>
 <ptreeopt.tree.PTree object at 0x1555170607c0>
 <ptreeopt.tree.PTree object at 0x155517060dc0>
 <ptreeopt.tree.PTree object at 0x155517060d00>
 <ptreeopt.tree.PTree object at 0x1555170609d0>
 <ptreeopt.tree.PTree object at 0x1555170601f0>
 <ptreeopt.tree.PTree object at 0x155517060bb0>
 <ptreeopt.tree.PTree object at 0x15552817b9a0>
 <ptreeopt.tree.PTree object at 0x15552817b730>
 <ptreeopt.tree.PTree object at 0x155516f0f730>]",1,0,10,3
800,381,0.01,"[<ptreeopt.tree.PTree object at 0x155517060460>
 <ptreeopt.tree.PTree object at 0x1555170607c0>
 <ptreeopt.tree.PTree object at 0x155517060dc0>
 <ptreeopt.tree.PTree object at 0x155517060d00>
 <ptreeopt.tree.PTree object at 0x1555170609d0>
 <ptreeopt.tree.PTree object at 0x1555170601f0>
 <ptreeopt.tree.PTree object at 0x155517060bb0>
 <ptreeopt.tree.PTree object at 0x15552817b9a0>
 <ptreeopt.tree.PTree object at 0x15552817b730>
 <ptreeopt.tree.PTree object at 0x155516f0f730>]",1,0,10,3
900,429,0.01,"[<ptreeopt.tree.PTree object at 0x155517060460>
 <ptreeopt.tree.PTree object at 0x1555170607c0>
 <ptreeopt.tree.PTree object at 0x155517060dc0>
 <ptreeopt.tree.PTree object at 0x155517060d00>
 <ptreeopt.tree.PTree object at 0x1555170609d0>
 <ptreeopt.tree.PTree object at 0x1555170601f0>
 <ptreeopt.tree.PTree object at 0x155517060bb0>
 <ptreeopt.tree.PTree object at 0x15552817b9a0>
 <ptreeopt.tree.PTree object at 0x15552817b730>
 <ptreeopt.tree.PTree object at 0x155516f0f730>]",1,0,10,3
1000,479,0.01,"[<ptreeopt.tree.PTree object at 0x155517060460>
 <ptreeopt.tree.PTree object at 0x1555170607c0>
 <ptreeopt.tree.PTree object at 0x155517060dc0>
 <ptreeopt.tree.PTree object at 0x155517060d00>
 <ptreeopt.tree.PTree object at 0x1555170609d0>
 <ptreeopt.tree.PTree object at 0x1555170601f0>
 <ptreeopt.tree.PTree object at 0x155517060bb0>
 <ptreeopt.tree.PTree object at 0x15552817b9a0>
 <ptreeopt.tree.PTree object at 0x15552817b730>
 <ptreeopt.tree.PTree object at 0x155516f0f730>]",1,0,10,3
