nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,11,0.67,"[<ptreeopt.tree.PTree object at 0x155516c64a90>
 <ptreeopt.tree.PTree object at 0x155516c64e20>
 <ptreeopt.tree.PTree object at 0x155516c641f0>]",6,0,3,3
200,21,0.63,"[<ptreeopt.tree.PTree object at 0x15552818f0a0>
 <ptreeopt.tree.PTree object at 0x15552818f340>
 <ptreeopt.tree.PTree object at 0x15552818f3a0>]",6,0,3,3
300,32,0.63,"[<ptreeopt.tree.PTree object at 0x15552818f0a0>
 <ptreeopt.tree.PTree object at 0x15552818f340>
 <ptreeopt.tree.PTree object at 0x15552818f3a0>]",6,0,3,3
400,43,0.59,"[<ptreeopt.tree.PTree object at 0x155515e565e0>
 <ptreeopt.tree.PTree object at 0x155515e56250>
 <ptreeopt.tree.PTree object at 0x155515e56220>]",6,0,3,3
500,54,0.58,"[<ptreeopt.tree.PTree object at 0x155517732ca0>
 <ptreeopt.tree.PTree object at 0x155517732940>
 <ptreeopt.tree.PTree object at 0x155517732370>]",6,0,3,3
600,64,0.58,"[<ptreeopt.tree.PTree object at 0x155517732ca0>
 <ptreeopt.tree.PTree object at 0x155517732940>
 <ptreeopt.tree.PTree object at 0x155517732370>]",6,0,3,3
700,74,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
800,83,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
900,93,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
1000,104,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
1100,114,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
1200,124,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
1300,133,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
1400,143,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
1500,154,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
1600,164,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
1700,174,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
1800,183,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
1900,193,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
2000,204,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
2100,213,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
2200,222,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
2300,232,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
2400,241,0.43,"[<ptreeopt.tree.PTree object at 0x155515e56b20>
 <ptreeopt.tree.PTree object at 0x155515e56f40>
 <ptreeopt.tree.PTree object at 0x155515cf37f0>]",6,0,3,3
