nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,30,0.74,"[<ptreeopt.tree.PTree object at 0x155514ab0f70>
 <ptreeopt.tree.PTree object at 0x155514ab0f40>
 <ptreeopt.tree.PTree object at 0x155514ab0dc0>]",4,0,3,10
200,60,0.74,"[<ptreeopt.tree.PTree object at 0x155514ab0f70>
 <ptreeopt.tree.PTree object at 0x155514ab0f40>
 <ptreeopt.tree.PTree object at 0x155514ab0dc0>]",4,0,3,10
300,87,0.74,"[<ptreeopt.tree.PTree object at 0x155514ab0f70>
 <ptreeopt.tree.PTree object at 0x155514ab0f40>
 <ptreeopt.tree.PTree object at 0x155514ab0dc0>]",4,0,3,10
400,113,0.74,"[<ptreeopt.tree.PTree object at 0x155514ab0f70>
 <ptreeopt.tree.PTree object at 0x155514ab0f40>
 <ptreeopt.tree.PTree object at 0x155514ab0dc0>]",4,0,3,10
500,139,0.74,"[<ptreeopt.tree.PTree object at 0x155514ab0f70>
 <ptreeopt.tree.PTree object at 0x155514ab0f40>
 <ptreeopt.tree.PTree object at 0x155514ab0dc0>]",4,0,3,10
600,168,0.74,"[<ptreeopt.tree.PTree object at 0x155514ab0f70>
 <ptreeopt.tree.PTree object at 0x155514ab0f40>
 <ptreeopt.tree.PTree object at 0x155514ab0dc0>]",4,0,3,10
700,194,0.74,"[<ptreeopt.tree.PTree object at 0x155514ab0f70>
 <ptreeopt.tree.PTree object at 0x155514ab0f40>
 <ptreeopt.tree.PTree object at 0x155514ab0dc0>]",4,0,3,10
800,219,0.74,"[<ptreeopt.tree.PTree object at 0x155514ab0f70>
 <ptreeopt.tree.PTree object at 0x155514ab0f40>
 <ptreeopt.tree.PTree object at 0x155514ab0dc0>]",4,0,3,10
900,247,0.74,"[<ptreeopt.tree.PTree object at 0x155514ab0f70>
 <ptreeopt.tree.PTree object at 0x155514ab0f40>
 <ptreeopt.tree.PTree object at 0x155514ab0dc0>]",4,0,3,10
1000,275,0.74,"[<ptreeopt.tree.PTree object at 0x155514ab0f70>
 <ptreeopt.tree.PTree object at 0x155514ab0f40>
 <ptreeopt.tree.PTree object at 0x155514ab0dc0>]",4,0,3,10
1100,304,0.73,"[<ptreeopt.tree.PTree object at 0x155516acdee0>
 <ptreeopt.tree.PTree object at 0x155516acde20>
 <ptreeopt.tree.PTree object at 0x155516acd520>]",4,0,3,10
1200,332,0.73,"[<ptreeopt.tree.PTree object at 0x155516acdee0>
 <ptreeopt.tree.PTree object at 0x155516acde20>
 <ptreeopt.tree.PTree object at 0x155516acd520>]",4,0,3,10
1300,360,0.73,"[<ptreeopt.tree.PTree object at 0x155516acdee0>
 <ptreeopt.tree.PTree object at 0x155516acde20>
 <ptreeopt.tree.PTree object at 0x155516acd520>]",4,0,3,10
1400,388,0.71,"[<ptreeopt.tree.PTree object at 0x155514db89d0>
 <ptreeopt.tree.PTree object at 0x155514db8c10>
 <ptreeopt.tree.PTree object at 0x155514db8280>]",4,0,3,10
1500,417,0.71,"[<ptreeopt.tree.PTree object at 0x155514db89d0>
 <ptreeopt.tree.PTree object at 0x155514db8c10>
 <ptreeopt.tree.PTree object at 0x155514db8280>]",4,0,3,10
1600,447,0.71,"[<ptreeopt.tree.PTree object at 0x155514db89d0>
 <ptreeopt.tree.PTree object at 0x155514db8c10>
 <ptreeopt.tree.PTree object at 0x155514db8280>]",4,0,3,10
1700,473,0.71,"[<ptreeopt.tree.PTree object at 0x155514db89d0>
 <ptreeopt.tree.PTree object at 0x155514db8c10>
 <ptreeopt.tree.PTree object at 0x155514db8280>]",4,0,3,10
1800,502,0.71,"[<ptreeopt.tree.PTree object at 0x155514db89d0>
 <ptreeopt.tree.PTree object at 0x155514db8c10>
 <ptreeopt.tree.PTree object at 0x155514db8280>]",4,0,3,10
1900,528,0.71,"[<ptreeopt.tree.PTree object at 0x155514db89d0>
 <ptreeopt.tree.PTree object at 0x155514db8c10>
 <ptreeopt.tree.PTree object at 0x155514db8280>]",4,0,3,10
