manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
10.0,100.0,3.0,10.0,0.0,0.21
10.0,100.0,3.0,10.0,1.0,0.22
10.0,100.0,3.0,10.0,2.0,0.48
10.0,100.0,3.0,10.0,3.0,0.51
10.0,100.0,3.0,10.0,4.0,0.11
10.0,100.0,3.0,10.0,5.0,0.23
10.0,100.0,3.0,10.0,6.0,0.34
10.0,100.0,3.0,10.0,7.0,0.07
10.0,100.0,3.0,10.0,8.0,0.15
10.0,100.0,3.0,10.0,9.0,0.05
