manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
10.0,100.0,10.0,10.0,0.0,0.46
10.0,100.0,10.0,10.0,1.0,0.66
10.0,100.0,10.0,10.0,2.0,0.52
10.0,100.0,10.0,10.0,3.0,0.86
10.0,100.0,10.0,10.0,4.0,0.57
10.0,100.0,10.0,10.0,5.0,0.49
10.0,100.0,10.0,10.0,6.0,0.48
10.0,100.0,10.0,10.0,7.0,0.41
10.0,100.0,10.0,10.0,8.0,0.76
10.0,100.0,10.0,10.0,9.0,0.54
