nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,1,0.7,"[<ptreeopt.tree.PTree object at 0x155528400670>
 <ptreeopt.tree.PTree object at 0x1555284081f0>
 <ptreeopt.tree.PTree object at 0x155528408160>
 <ptreeopt.tree.PTree object at 0x155528408d90>
 <ptreeopt.tree.PTree object at 0x1555283b7af0>
 <ptreeopt.tree.PTree object at 0x1555283b7a30>
 <ptreeopt.tree.PTree object at 0x1555283b78b0>
 <ptreeopt.tree.PTree object at 0x1555283b7a00>
 <ptreeopt.tree.PTree object at 0x1555283b76d0>
 <ptreeopt.tree.PTree object at 0x1555283bfbe0>]",4,0,10,10,3
200,3,0.7,"[<ptreeopt.tree.PTree object at 0x155528400670>
 <ptreeopt.tree.PTree object at 0x1555284081f0>
 <ptreeopt.tree.PTree object at 0x155528408160>
 <ptreeopt.tree.PTree object at 0x155528408d90>
 <ptreeopt.tree.PTree object at 0x1555283b7af0>
 <ptreeopt.tree.PTree object at 0x1555283b7a30>
 <ptreeopt.tree.PTree object at 0x1555283b78b0>
 <ptreeopt.tree.PTree object at 0x1555283b7a00>
 <ptreeopt.tree.PTree object at 0x1555283b76d0>
 <ptreeopt.tree.PTree object at 0x1555283bfbe0>]",4,0,10,10,3
300,5,0.7,"[<ptreeopt.tree.PTree object at 0x155528400670>
 <ptreeopt.tree.PTree object at 0x1555284081f0>
 <ptreeopt.tree.PTree object at 0x155528408160>
 <ptreeopt.tree.PTree object at 0x155528408d90>
 <ptreeopt.tree.PTree object at 0x1555283b7af0>
 <ptreeopt.tree.PTree object at 0x1555283b7a30>
 <ptreeopt.tree.PTree object at 0x1555283b78b0>
 <ptreeopt.tree.PTree object at 0x1555283b7a00>
 <ptreeopt.tree.PTree object at 0x1555283b76d0>
 <ptreeopt.tree.PTree object at 0x1555283bfbe0>]",4,0,10,10,3
400,7,0.7,"[<ptreeopt.tree.PTree object at 0x155528400670>
 <ptreeopt.tree.PTree object at 0x1555284081f0>
 <ptreeopt.tree.PTree object at 0x155528408160>
 <ptreeopt.tree.PTree object at 0x155528408d90>
 <ptreeopt.tree.PTree object at 0x1555283b7af0>
 <ptreeopt.tree.PTree object at 0x1555283b7a30>
 <ptreeopt.tree.PTree object at 0x1555283b78b0>
 <ptreeopt.tree.PTree object at 0x1555283b7a00>
 <ptreeopt.tree.PTree object at 0x1555283b76d0>
 <ptreeopt.tree.PTree object at 0x1555283bfbe0>]",4,0,10,10,3
500,8,0.67,"[<ptreeopt.tree.PTree object at 0x1555282c3d30>
 <ptreeopt.tree.PTree object at 0x15552803dfa0>
 <ptreeopt.tree.PTree object at 0x15552803da30>
 <ptreeopt.tree.PTree object at 0x1555284fdaf0>
 <ptreeopt.tree.PTree object at 0x1555283bce50>
 <ptreeopt.tree.PTree object at 0x1555283bcf10>
 <ptreeopt.tree.PTree object at 0x155520fe88e0>
 <ptreeopt.tree.PTree object at 0x155520fe8af0>
 <ptreeopt.tree.PTree object at 0x155520fe8250>
 <ptreeopt.tree.PTree object at 0x155520fe85e0>]",4,0,10,10,3
600,10,0.67,"[<ptreeopt.tree.PTree object at 0x1555282c3d30>
 <ptreeopt.tree.PTree object at 0x15552803dfa0>
 <ptreeopt.tree.PTree object at 0x15552803da30>
 <ptreeopt.tree.PTree object at 0x1555284fdaf0>
 <ptreeopt.tree.PTree object at 0x1555283bce50>
 <ptreeopt.tree.PTree object at 0x1555283bcf10>
 <ptreeopt.tree.PTree object at 0x155520fe88e0>
 <ptreeopt.tree.PTree object at 0x155520fe8af0>
 <ptreeopt.tree.PTree object at 0x155520fe8250>
 <ptreeopt.tree.PTree object at 0x155520fe85e0>]",4,0,10,10,3
700,12,0.67,"[<ptreeopt.tree.PTree object at 0x1555282c3d30>
 <ptreeopt.tree.PTree object at 0x15552803dfa0>
 <ptreeopt.tree.PTree object at 0x15552803da30>
 <ptreeopt.tree.PTree object at 0x1555284fdaf0>
 <ptreeopt.tree.PTree object at 0x1555283bce50>
 <ptreeopt.tree.PTree object at 0x1555283bcf10>
 <ptreeopt.tree.PTree object at 0x155520fe88e0>
 <ptreeopt.tree.PTree object at 0x155520fe8af0>
 <ptreeopt.tree.PTree object at 0x155520fe8250>
 <ptreeopt.tree.PTree object at 0x155520fe85e0>]",4,0,10,10,3
800,14,0.67,"[<ptreeopt.tree.PTree object at 0x1555282c3d30>
 <ptreeopt.tree.PTree object at 0x15552803dfa0>
 <ptreeopt.tree.PTree object at 0x15552803da30>
 <ptreeopt.tree.PTree object at 0x1555284fdaf0>
 <ptreeopt.tree.PTree object at 0x1555283bce50>
 <ptreeopt.tree.PTree object at 0x1555283bcf10>
 <ptreeopt.tree.PTree object at 0x155520fe88e0>
 <ptreeopt.tree.PTree object at 0x155520fe8af0>
 <ptreeopt.tree.PTree object at 0x155520fe8250>
 <ptreeopt.tree.PTree object at 0x155520fe85e0>]",4,0,10,10,3
900,16,0.67,"[<ptreeopt.tree.PTree object at 0x1555282c3d30>
 <ptreeopt.tree.PTree object at 0x15552803dfa0>
 <ptreeopt.tree.PTree object at 0x15552803da30>
 <ptreeopt.tree.PTree object at 0x1555284fdaf0>
 <ptreeopt.tree.PTree object at 0x1555283bce50>
 <ptreeopt.tree.PTree object at 0x1555283bcf10>
 <ptreeopt.tree.PTree object at 0x155520fe88e0>
 <ptreeopt.tree.PTree object at 0x155520fe8af0>
 <ptreeopt.tree.PTree object at 0x155520fe8250>
 <ptreeopt.tree.PTree object at 0x155520fe85e0>]",4,0,10,10,3
1000,18,0.67,"[<ptreeopt.tree.PTree object at 0x1555282c3d30>
 <ptreeopt.tree.PTree object at 0x15552803dfa0>
 <ptreeopt.tree.PTree object at 0x15552803da30>
 <ptreeopt.tree.PTree object at 0x1555284fdaf0>
 <ptreeopt.tree.PTree object at 0x1555283bce50>
 <ptreeopt.tree.PTree object at 0x1555283bcf10>
 <ptreeopt.tree.PTree object at 0x155520fe88e0>
 <ptreeopt.tree.PTree object at 0x155520fe8af0>
 <ptreeopt.tree.PTree object at 0x155520fe8250>
 <ptreeopt.tree.PTree object at 0x155520fe85e0>]",4,0,10,10,3
