nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,0,0.78,"[<ptreeopt.tree.PTree object at 0x1555284e7850>
 <ptreeopt.tree.PTree object at 0x1555284e7ee0>
 <ptreeopt.tree.PTree object at 0x1555284e7fd0>]",0,0,10,3,3
200,1,0.78,"[<ptreeopt.tree.PTree object at 0x1555284e7850>
 <ptreeopt.tree.PTree object at 0x1555284e7ee0>
 <ptreeopt.tree.PTree object at 0x1555284e7fd0>]",0,0,10,3,3
300,1,0.78,"[<ptreeopt.tree.PTree object at 0x1555284e7850>
 <ptreeopt.tree.PTree object at 0x1555284e7ee0>
 <ptreeopt.tree.PTree object at 0x1555284e7fd0>]",0,0,10,3,3
400,2,0.78,"[<ptreeopt.tree.PTree object at 0x1555284e7850>
 <ptreeopt.tree.PTree object at 0x1555284e7ee0>
 <ptreeopt.tree.PTree object at 0x1555284e7fd0>]",0,0,10,3,3
500,2,0.78,"[<ptreeopt.tree.PTree object at 0x1555284e7850>
 <ptreeopt.tree.PTree object at 0x1555284e7ee0>
 <ptreeopt.tree.PTree object at 0x1555284e7fd0>]",0,0,10,3,3
600,3,0.78,"[<ptreeopt.tree.PTree object at 0x1555284e7850>
 <ptreeopt.tree.PTree object at 0x1555284e7ee0>
 <ptreeopt.tree.PTree object at 0x1555284e7fd0>]",0,0,10,3,3
700,3,0.78,"[<ptreeopt.tree.PTree object at 0x1555284e7850>
 <ptreeopt.tree.PTree object at 0x1555284e7ee0>
 <ptreeopt.tree.PTree object at 0x1555284e7fd0>]",0,0,10,3,3
800,3,0.78,"[<ptreeopt.tree.PTree object at 0x1555284e7850>
 <ptreeopt.tree.PTree object at 0x1555284e7ee0>
 <ptreeopt.tree.PTree object at 0x1555284e7fd0>]",0,0,10,3,3
900,4,0.78,"[<ptreeopt.tree.PTree object at 0x1555284e7850>
 <ptreeopt.tree.PTree object at 0x1555284e7ee0>
 <ptreeopt.tree.PTree object at 0x1555284e7fd0>]",0,0,10,3,3
1000,4,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
1100,5,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
1200,5,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
1300,6,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
1400,6,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
1500,7,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
1600,7,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
1700,8,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
1800,8,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
1900,9,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
2000,9,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
2100,10,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
2200,10,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
2300,11,0.69,"[<ptreeopt.tree.PTree object at 0x1555284f6160>
 <ptreeopt.tree.PTree object at 0x1555284f6100>
 <ptreeopt.tree.PTree object at 0x1555284f6cd0>]",0,0,10,3,3
2400,11,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
2500,12,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
2600,12,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
2700,13,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
2800,13,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
2900,14,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
3000,14,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
3100,15,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
3200,15,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
3300,16,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
3400,16,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
3500,17,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
3600,17,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
3700,18,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
3800,18,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
3900,19,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
4000,19,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
4100,19,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
4200,20,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
4300,20,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
4400,21,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
4500,21,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
4600,22,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
4700,22,0.67,"[<ptreeopt.tree.PTree object at 0x155528473310>
 <ptreeopt.tree.PTree object at 0x155528473370>
 <ptreeopt.tree.PTree object at 0x155528473580>]",0,0,10,3,3
