nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,2,0.79,"[<ptreeopt.tree.PTree object at 0x155520b8ddf0>
 <ptreeopt.tree.PTree object at 0x155520b8dac0>
 <ptreeopt.tree.PTree object at 0x155520b8db20>
 <ptreeopt.tree.PTree object at 0x155520b8de80>
 <ptreeopt.tree.PTree object at 0x155520b8d910>
 <ptreeopt.tree.PTree object at 0x155520ca8340>
 <ptreeopt.tree.PTree object at 0x15552875bbb0>
 <ptreeopt.tree.PTree object at 0x15552875b4f0>
 <ptreeopt.tree.PTree object at 0x155520fe9e20>
 <ptreeopt.tree.PTree object at 0x155520fe9b20>]",8,0,10,10,10
200,4,0.79,"[<ptreeopt.tree.PTree object at 0x155520b8ddf0>
 <ptreeopt.tree.PTree object at 0x155520b8dac0>
 <ptreeopt.tree.PTree object at 0x155520b8db20>
 <ptreeopt.tree.PTree object at 0x155520b8de80>
 <ptreeopt.tree.PTree object at 0x155520b8d910>
 <ptreeopt.tree.PTree object at 0x155520ca8340>
 <ptreeopt.tree.PTree object at 0x15552875bbb0>
 <ptreeopt.tree.PTree object at 0x15552875b4f0>
 <ptreeopt.tree.PTree object at 0x155520fe9e20>
 <ptreeopt.tree.PTree object at 0x155520fe9b20>]",8,0,10,10,10
300,6,0.79,"[<ptreeopt.tree.PTree object at 0x155520b8ddf0>
 <ptreeopt.tree.PTree object at 0x155520b8dac0>
 <ptreeopt.tree.PTree object at 0x155520b8db20>
 <ptreeopt.tree.PTree object at 0x155520b8de80>
 <ptreeopt.tree.PTree object at 0x155520b8d910>
 <ptreeopt.tree.PTree object at 0x155520ca8340>
 <ptreeopt.tree.PTree object at 0x15552875bbb0>
 <ptreeopt.tree.PTree object at 0x15552875b4f0>
 <ptreeopt.tree.PTree object at 0x155520fe9e20>
 <ptreeopt.tree.PTree object at 0x155520fe9b20>]",8,0,10,10,10
400,8,0.77,"[<ptreeopt.tree.PTree object at 0x1555285099a0>
 <ptreeopt.tree.PTree object at 0x155520cba7f0>
 <ptreeopt.tree.PTree object at 0x155520b28460>
 <ptreeopt.tree.PTree object at 0x155520b28eb0>
 <ptreeopt.tree.PTree object at 0x155520b28ca0>
 <ptreeopt.tree.PTree object at 0x155520b28d60>
 <ptreeopt.tree.PTree object at 0x155520b28790>
 <ptreeopt.tree.PTree object at 0x155520b28940>
 <ptreeopt.tree.PTree object at 0x155520b28c40>
 <ptreeopt.tree.PTree object at 0x15552820b250>]",8,0,10,10,10
500,10,0.73,"[<ptreeopt.tree.PTree object at 0x155520fe9eb0>
 <ptreeopt.tree.PTree object at 0x155520b22b20>
 <ptreeopt.tree.PTree object at 0x155520b22a60>
 <ptreeopt.tree.PTree object at 0x1555287acfa0>
 <ptreeopt.tree.PTree object at 0x1555287ac340>
 <ptreeopt.tree.PTree object at 0x15552805ea90>
 <ptreeopt.tree.PTree object at 0x155520863c10>
 <ptreeopt.tree.PTree object at 0x1555282e3df0>
 <ptreeopt.tree.PTree object at 0x155528318f10>
 <ptreeopt.tree.PTree object at 0x155520eb83d0>]",8,0,10,10,10
600,12,0.73,"[<ptreeopt.tree.PTree object at 0x155520fe9eb0>
 <ptreeopt.tree.PTree object at 0x155520b22b20>
 <ptreeopt.tree.PTree object at 0x155520b22a60>
 <ptreeopt.tree.PTree object at 0x1555287acfa0>
 <ptreeopt.tree.PTree object at 0x1555287ac340>
 <ptreeopt.tree.PTree object at 0x15552805ea90>
 <ptreeopt.tree.PTree object at 0x155520863c10>
 <ptreeopt.tree.PTree object at 0x1555282e3df0>
 <ptreeopt.tree.PTree object at 0x155528318f10>
 <ptreeopt.tree.PTree object at 0x155520eb83d0>]",8,0,10,10,10
700,15,0.73,"[<ptreeopt.tree.PTree object at 0x155520fe9eb0>
 <ptreeopt.tree.PTree object at 0x155520b22b20>
 <ptreeopt.tree.PTree object at 0x155520b22a60>
 <ptreeopt.tree.PTree object at 0x1555287acfa0>
 <ptreeopt.tree.PTree object at 0x1555287ac340>
 <ptreeopt.tree.PTree object at 0x15552805ea90>
 <ptreeopt.tree.PTree object at 0x155520863c10>
 <ptreeopt.tree.PTree object at 0x1555282e3df0>
 <ptreeopt.tree.PTree object at 0x155528318f10>
 <ptreeopt.tree.PTree object at 0x155520eb83d0>]",8,0,10,10,10
800,17,0.73,"[<ptreeopt.tree.PTree object at 0x155520fe9eb0>
 <ptreeopt.tree.PTree object at 0x155520b22b20>
 <ptreeopt.tree.PTree object at 0x155520b22a60>
 <ptreeopt.tree.PTree object at 0x1555287acfa0>
 <ptreeopt.tree.PTree object at 0x1555287ac340>
 <ptreeopt.tree.PTree object at 0x15552805ea90>
 <ptreeopt.tree.PTree object at 0x155520863c10>
 <ptreeopt.tree.PTree object at 0x1555282e3df0>
 <ptreeopt.tree.PTree object at 0x155528318f10>
 <ptreeopt.tree.PTree object at 0x155520eb83d0>]",8,0,10,10,10
900,19,0.73,"[<ptreeopt.tree.PTree object at 0x155520fe9eb0>
 <ptreeopt.tree.PTree object at 0x155520b22b20>
 <ptreeopt.tree.PTree object at 0x155520b22a60>
 <ptreeopt.tree.PTree object at 0x1555287acfa0>
 <ptreeopt.tree.PTree object at 0x1555287ac340>
 <ptreeopt.tree.PTree object at 0x15552805ea90>
 <ptreeopt.tree.PTree object at 0x155520863c10>
 <ptreeopt.tree.PTree object at 0x1555282e3df0>
 <ptreeopt.tree.PTree object at 0x155528318f10>
 <ptreeopt.tree.PTree object at 0x155520eb83d0>]",8,0,10,10,10
1000,21,0.73,"[<ptreeopt.tree.PTree object at 0x155520fe9eb0>
 <ptreeopt.tree.PTree object at 0x155520b22b20>
 <ptreeopt.tree.PTree object at 0x155520b22a60>
 <ptreeopt.tree.PTree object at 0x1555287acfa0>
 <ptreeopt.tree.PTree object at 0x1555287ac340>
 <ptreeopt.tree.PTree object at 0x15552805ea90>
 <ptreeopt.tree.PTree object at 0x155520863c10>
 <ptreeopt.tree.PTree object at 0x1555282e3df0>
 <ptreeopt.tree.PTree object at 0x155528318f10>
 <ptreeopt.tree.PTree object at 0x155520eb83d0>]",8,0,10,10,10
1100,23,0.73,"[<ptreeopt.tree.PTree object at 0x155520fe9eb0>
 <ptreeopt.tree.PTree object at 0x155520b22b20>
 <ptreeopt.tree.PTree object at 0x155520b22a60>
 <ptreeopt.tree.PTree object at 0x1555287acfa0>
 <ptreeopt.tree.PTree object at 0x1555287ac340>
 <ptreeopt.tree.PTree object at 0x15552805ea90>
 <ptreeopt.tree.PTree object at 0x155520863c10>
 <ptreeopt.tree.PTree object at 0x1555282e3df0>
 <ptreeopt.tree.PTree object at 0x155528318f10>
 <ptreeopt.tree.PTree object at 0x155520eb83d0>]",8,0,10,10,10
1200,25,0.73,"[<ptreeopt.tree.PTree object at 0x155520fe9eb0>
 <ptreeopt.tree.PTree object at 0x155520b22b20>
 <ptreeopt.tree.PTree object at 0x155520b22a60>
 <ptreeopt.tree.PTree object at 0x1555287acfa0>
 <ptreeopt.tree.PTree object at 0x1555287ac340>
 <ptreeopt.tree.PTree object at 0x15552805ea90>
 <ptreeopt.tree.PTree object at 0x155520863c10>
 <ptreeopt.tree.PTree object at 0x1555282e3df0>
 <ptreeopt.tree.PTree object at 0x155528318f10>
 <ptreeopt.tree.PTree object at 0x155520eb83d0>]",8,0,10,10,10
