nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,0,0.76,"[<ptreeopt.tree.PTree object at 0x1555282e7a60>
 <ptreeopt.tree.PTree object at 0x1555282e7790>
 <ptreeopt.tree.PTree object at 0x1555282e73a0>]",8,0,10,3,3
200,1,0.76,"[<ptreeopt.tree.PTree object at 0x1555282e7a60>
 <ptreeopt.tree.PTree object at 0x1555282e7790>
 <ptreeopt.tree.PTree object at 0x1555282e73a0>]",8,0,10,3,3
300,1,0.76,"[<ptreeopt.tree.PTree object at 0x1555282e7a60>
 <ptreeopt.tree.PTree object at 0x1555282e7790>
 <ptreeopt.tree.PTree object at 0x1555282e73a0>]",8,0,10,3,3
400,1,0.76,"[<ptreeopt.tree.PTree object at 0x1555282e7a60>
 <ptreeopt.tree.PTree object at 0x1555282e7790>
 <ptreeopt.tree.PTree object at 0x1555282e73a0>]",8,0,10,3,3
500,2,0.76,"[<ptreeopt.tree.PTree object at 0x1555282e7a60>
 <ptreeopt.tree.PTree object at 0x1555282e7790>
 <ptreeopt.tree.PTree object at 0x1555282e73a0>]",8,0,10,3,3
600,2,0.76,"[<ptreeopt.tree.PTree object at 0x1555282e7a60>
 <ptreeopt.tree.PTree object at 0x1555282e7790>
 <ptreeopt.tree.PTree object at 0x1555282e73a0>]",8,0,10,3,3
700,3,0.74,"[<ptreeopt.tree.PTree object at 0x155528221e50>
 <ptreeopt.tree.PTree object at 0x155528221490>
 <ptreeopt.tree.PTree object at 0x155528221580>]",8,0,10,3,3
800,3,0.74,"[<ptreeopt.tree.PTree object at 0x155528221e50>
 <ptreeopt.tree.PTree object at 0x155528221490>
 <ptreeopt.tree.PTree object at 0x155528221580>]",8,0,10,3,3
900,4,0.74,"[<ptreeopt.tree.PTree object at 0x155528221e50>
 <ptreeopt.tree.PTree object at 0x155528221490>
 <ptreeopt.tree.PTree object at 0x155528221580>]",8,0,10,3,3
1000,4,0.74,"[<ptreeopt.tree.PTree object at 0x155528221e50>
 <ptreeopt.tree.PTree object at 0x155528221490>
 <ptreeopt.tree.PTree object at 0x155528221580>]",8,0,10,3,3
1100,5,0.74,"[<ptreeopt.tree.PTree object at 0x155528221e50>
 <ptreeopt.tree.PTree object at 0x155528221490>
 <ptreeopt.tree.PTree object at 0x155528221580>]",8,0,10,3,3
1200,5,0.74,"[<ptreeopt.tree.PTree object at 0x155528221e50>
 <ptreeopt.tree.PTree object at 0x155528221490>
 <ptreeopt.tree.PTree object at 0x155528221580>]",8,0,10,3,3
1300,6,0.74,"[<ptreeopt.tree.PTree object at 0x155528221e50>
 <ptreeopt.tree.PTree object at 0x155528221490>
 <ptreeopt.tree.PTree object at 0x155528221580>]",8,0,10,3,3
