nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,0,0.8,"[<ptreeopt.tree.PTree object at 0x155528315fa0>
 <ptreeopt.tree.PTree object at 0x155528315df0>
 <ptreeopt.tree.PTree object at 0x1555283157f0>]",9,0,10,3,3
200,1,0.8,"[<ptreeopt.tree.PTree object at 0x155528315fa0>
 <ptreeopt.tree.PTree object at 0x155528315df0>
 <ptreeopt.tree.PTree object at 0x1555283157f0>]",9,0,10,3,3
300,1,0.77,"[<ptreeopt.tree.PTree object at 0x1555282a88b0>
 <ptreeopt.tree.PTree object at 0x1555282a8f40>
 <ptreeopt.tree.PTree object at 0x1555282a8100>]",9,0,10,3,3
400,2,0.77,"[<ptreeopt.tree.PTree object at 0x1555282a88b0>
 <ptreeopt.tree.PTree object at 0x1555282a8f40>
 <ptreeopt.tree.PTree object at 0x1555282a8100>]",9,0,10,3,3
500,2,0.77,"[<ptreeopt.tree.PTree object at 0x1555282a88b0>
 <ptreeopt.tree.PTree object at 0x1555282a8f40>
 <ptreeopt.tree.PTree object at 0x1555282a8100>]",9,0,10,3,3
600,3,0.77,"[<ptreeopt.tree.PTree object at 0x1555282a88b0>
 <ptreeopt.tree.PTree object at 0x1555282a8f40>
 <ptreeopt.tree.PTree object at 0x1555282a8100>]",9,0,10,3,3
700,3,0.77,"[<ptreeopt.tree.PTree object at 0x1555282a88b0>
 <ptreeopt.tree.PTree object at 0x1555282a8f40>
 <ptreeopt.tree.PTree object at 0x1555282a8100>]",9,0,10,3,3
800,4,0.77,"[<ptreeopt.tree.PTree object at 0x1555282a88b0>
 <ptreeopt.tree.PTree object at 0x1555282a8f40>
 <ptreeopt.tree.PTree object at 0x1555282a8100>]",9,0,10,3,3
900,4,0.77,"[<ptreeopt.tree.PTree object at 0x1555282a88b0>
 <ptreeopt.tree.PTree object at 0x1555282a8f40>
 <ptreeopt.tree.PTree object at 0x1555282a8100>]",9,0,10,3,3
1000,5,0.77,"[<ptreeopt.tree.PTree object at 0x1555282a88b0>
 <ptreeopt.tree.PTree object at 0x1555282a8f40>
 <ptreeopt.tree.PTree object at 0x1555282a8100>]",9,0,10,3,3
1100,5,0.76,"[<ptreeopt.tree.PTree object at 0x1555282b03a0>
 <ptreeopt.tree.PTree object at 0x1555282b0190>
 <ptreeopt.tree.PTree object at 0x1555282b0910>]",9,0,10,3,3
1200,6,0.71,"[<ptreeopt.tree.PTree object at 0x1555282bc580>
 <ptreeopt.tree.PTree object at 0x1555282bcc70>
 <ptreeopt.tree.PTree object at 0x155528512940>]",9,0,10,3,3
1300,6,0.71,"[<ptreeopt.tree.PTree object at 0x1555282bc580>
 <ptreeopt.tree.PTree object at 0x1555282bcc70>
 <ptreeopt.tree.PTree object at 0x155528512940>]",9,0,10,3,3
1400,7,0.71,"[<ptreeopt.tree.PTree object at 0x1555282bc580>
 <ptreeopt.tree.PTree object at 0x1555282bcc70>
 <ptreeopt.tree.PTree object at 0x155528512940>]",9,0,10,3,3
1500,7,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
1600,8,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
1700,8,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
1800,9,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
1900,9,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
2000,10,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
2100,10,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
2200,11,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
2300,11,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
2400,12,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
2500,12,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
2600,13,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
2700,13,0.69,"[<ptreeopt.tree.PTree object at 0x1555283b8370>
 <ptreeopt.tree.PTree object at 0x1555283b8fd0>
 <ptreeopt.tree.PTree object at 0x1555284d7070>]",9,0,10,3,3
2800,14,0.68,"[<ptreeopt.tree.PTree object at 0x155528473c70>
 <ptreeopt.tree.PTree object at 0x1555282ca550>
 <ptreeopt.tree.PTree object at 0x155528309490>]",9,0,10,3,3
2900,14,0.68,"[<ptreeopt.tree.PTree object at 0x155528473c70>
 <ptreeopt.tree.PTree object at 0x1555282ca550>
 <ptreeopt.tree.PTree object at 0x155528309490>]",9,0,10,3,3
3000,15,0.68,"[<ptreeopt.tree.PTree object at 0x155528473c70>
 <ptreeopt.tree.PTree object at 0x1555282ca550>
 <ptreeopt.tree.PTree object at 0x155528309490>]",9,0,10,3,3
