nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,3,0.8,"[<ptreeopt.tree.PTree object at 0x155528279880>
 <ptreeopt.tree.PTree object at 0x155528279100>
 <ptreeopt.tree.PTree object at 0x155528279970>
 <ptreeopt.tree.PTree object at 0x155528279c40>
 <ptreeopt.tree.PTree object at 0x155528279820>
 <ptreeopt.tree.PTree object at 0x1555282796a0>
 <ptreeopt.tree.PTree object at 0x1555282791f0>
 <ptreeopt.tree.PTree object at 0x155520f28370>
 <ptreeopt.tree.PTree object at 0x15552819fcd0>
 <ptreeopt.tree.PTree object at 0x15552819f520>]",5,0,10,10,3
200,6,0.8,"[<ptreeopt.tree.PTree object at 0x155528279880>
 <ptreeopt.tree.PTree object at 0x155528279100>
 <ptreeopt.tree.PTree object at 0x155528279970>
 <ptreeopt.tree.PTree object at 0x155528279c40>
 <ptreeopt.tree.PTree object at 0x155528279820>
 <ptreeopt.tree.PTree object at 0x1555282796a0>
 <ptreeopt.tree.PTree object at 0x1555282791f0>
 <ptreeopt.tree.PTree object at 0x155520f28370>
 <ptreeopt.tree.PTree object at 0x15552819fcd0>
 <ptreeopt.tree.PTree object at 0x15552819f520>]",5,0,10,10,3
300,9,0.8,"[<ptreeopt.tree.PTree object at 0x155528279880>
 <ptreeopt.tree.PTree object at 0x155528279100>
 <ptreeopt.tree.PTree object at 0x155528279970>
 <ptreeopt.tree.PTree object at 0x155528279c40>
 <ptreeopt.tree.PTree object at 0x155528279820>
 <ptreeopt.tree.PTree object at 0x1555282796a0>
 <ptreeopt.tree.PTree object at 0x1555282791f0>
 <ptreeopt.tree.PTree object at 0x155520f28370>
 <ptreeopt.tree.PTree object at 0x15552819fcd0>
 <ptreeopt.tree.PTree object at 0x15552819f520>]",5,0,10,10,3
400,13,0.8,"[<ptreeopt.tree.PTree object at 0x155528279880>
 <ptreeopt.tree.PTree object at 0x155528279100>
 <ptreeopt.tree.PTree object at 0x155528279970>
 <ptreeopt.tree.PTree object at 0x155528279c40>
 <ptreeopt.tree.PTree object at 0x155528279820>
 <ptreeopt.tree.PTree object at 0x1555282796a0>
 <ptreeopt.tree.PTree object at 0x1555282791f0>
 <ptreeopt.tree.PTree object at 0x155520f28370>
 <ptreeopt.tree.PTree object at 0x15552819fcd0>
 <ptreeopt.tree.PTree object at 0x15552819f520>]",5,0,10,10,3
500,16,0.8,"[<ptreeopt.tree.PTree object at 0x155528279880>
 <ptreeopt.tree.PTree object at 0x155528279100>
 <ptreeopt.tree.PTree object at 0x155528279970>
 <ptreeopt.tree.PTree object at 0x155528279c40>
 <ptreeopt.tree.PTree object at 0x155528279820>
 <ptreeopt.tree.PTree object at 0x1555282796a0>
 <ptreeopt.tree.PTree object at 0x1555282791f0>
 <ptreeopt.tree.PTree object at 0x155520f28370>
 <ptreeopt.tree.PTree object at 0x15552819fcd0>
 <ptreeopt.tree.PTree object at 0x15552819f520>]",5,0,10,10,3
600,19,0.8,"[<ptreeopt.tree.PTree object at 0x155528279880>
 <ptreeopt.tree.PTree object at 0x155528279100>
 <ptreeopt.tree.PTree object at 0x155528279970>
 <ptreeopt.tree.PTree object at 0x155528279c40>
 <ptreeopt.tree.PTree object at 0x155528279820>
 <ptreeopt.tree.PTree object at 0x1555282796a0>
 <ptreeopt.tree.PTree object at 0x1555282791f0>
 <ptreeopt.tree.PTree object at 0x155520f28370>
 <ptreeopt.tree.PTree object at 0x15552819fcd0>
 <ptreeopt.tree.PTree object at 0x15552819f520>]",5,0,10,10,3
700,22,0.79,"[<ptreeopt.tree.PTree object at 0x1555283aa400>
 <ptreeopt.tree.PTree object at 0x1555283aa880>
 <ptreeopt.tree.PTree object at 0x1555283aa040>
 <ptreeopt.tree.PTree object at 0x1555283aa670>
 <ptreeopt.tree.PTree object at 0x15552816beb0>
 <ptreeopt.tree.PTree object at 0x1555283aa790>
 <ptreeopt.tree.PTree object at 0x1555283aad00>
 <ptreeopt.tree.PTree object at 0x1555283aa8e0>
 <ptreeopt.tree.PTree object at 0x1555282971c0>
 <ptreeopt.tree.PTree object at 0x155528418070>]",5,0,10,10,3
800,26,0.79,"[<ptreeopt.tree.PTree object at 0x1555283aa400>
 <ptreeopt.tree.PTree object at 0x1555283aa880>
 <ptreeopt.tree.PTree object at 0x1555283aa040>
 <ptreeopt.tree.PTree object at 0x1555283aa670>
 <ptreeopt.tree.PTree object at 0x15552816beb0>
 <ptreeopt.tree.PTree object at 0x1555283aa790>
 <ptreeopt.tree.PTree object at 0x1555283aad00>
 <ptreeopt.tree.PTree object at 0x1555283aa8e0>
 <ptreeopt.tree.PTree object at 0x1555282971c0>
 <ptreeopt.tree.PTree object at 0x155528418070>]",5,0,10,10,3
900,29,0.79,"[<ptreeopt.tree.PTree object at 0x1555283aa400>
 <ptreeopt.tree.PTree object at 0x1555283aa880>
 <ptreeopt.tree.PTree object at 0x1555283aa040>
 <ptreeopt.tree.PTree object at 0x1555283aa670>
 <ptreeopt.tree.PTree object at 0x15552816beb0>
 <ptreeopt.tree.PTree object at 0x1555283aa790>
 <ptreeopt.tree.PTree object at 0x1555283aad00>
 <ptreeopt.tree.PTree object at 0x1555283aa8e0>
 <ptreeopt.tree.PTree object at 0x1555282971c0>
 <ptreeopt.tree.PTree object at 0x155528418070>]",5,0,10,10,3
1000,32,0.73,"[<ptreeopt.tree.PTree object at 0x1555281c2a90>
 <ptreeopt.tree.PTree object at 0x1555281c28e0>
 <ptreeopt.tree.PTree object at 0x1555281c2100>
 <ptreeopt.tree.PTree object at 0x1555281c2760>
 <ptreeopt.tree.PTree object at 0x1555281c2e20>
 <ptreeopt.tree.PTree object at 0x1555281c2640>
 <ptreeopt.tree.PTree object at 0x155520e07f70>
 <ptreeopt.tree.PTree object at 0x155520e07be0>
 <ptreeopt.tree.PTree object at 0x155520e07ca0>
 <ptreeopt.tree.PTree object at 0x155520e07c10>]",5,0,10,10,3
1100,36,0.73,"[<ptreeopt.tree.PTree object at 0x1555281c2a90>
 <ptreeopt.tree.PTree object at 0x1555281c28e0>
 <ptreeopt.tree.PTree object at 0x1555281c2100>
 <ptreeopt.tree.PTree object at 0x1555281c2760>
 <ptreeopt.tree.PTree object at 0x1555281c2e20>
 <ptreeopt.tree.PTree object at 0x1555281c2640>
 <ptreeopt.tree.PTree object at 0x155520e07f70>
 <ptreeopt.tree.PTree object at 0x155520e07be0>
 <ptreeopt.tree.PTree object at 0x155520e07ca0>
 <ptreeopt.tree.PTree object at 0x155520e07c10>]",5,0,10,10,3
1200,39,0.73,"[<ptreeopt.tree.PTree object at 0x1555281c2a90>
 <ptreeopt.tree.PTree object at 0x1555281c28e0>
 <ptreeopt.tree.PTree object at 0x1555281c2100>
 <ptreeopt.tree.PTree object at 0x1555281c2760>
 <ptreeopt.tree.PTree object at 0x1555281c2e20>
 <ptreeopt.tree.PTree object at 0x1555281c2640>
 <ptreeopt.tree.PTree object at 0x155520e07f70>
 <ptreeopt.tree.PTree object at 0x155520e07be0>
 <ptreeopt.tree.PTree object at 0x155520e07ca0>
 <ptreeopt.tree.PTree object at 0x155520e07c10>]",5,0,10,10,3
1300,42,0.73,"[<ptreeopt.tree.PTree object at 0x1555281c2a90>
 <ptreeopt.tree.PTree object at 0x1555281c28e0>
 <ptreeopt.tree.PTree object at 0x1555281c2100>
 <ptreeopt.tree.PTree object at 0x1555281c2760>
 <ptreeopt.tree.PTree object at 0x1555281c2e20>
 <ptreeopt.tree.PTree object at 0x1555281c2640>
 <ptreeopt.tree.PTree object at 0x155520e07f70>
 <ptreeopt.tree.PTree object at 0x155520e07be0>
 <ptreeopt.tree.PTree object at 0x155520e07ca0>
 <ptreeopt.tree.PTree object at 0x155520e07c10>]",5,0,10,10,3
1400,45,0.73,"[<ptreeopt.tree.PTree object at 0x1555281c2a90>
 <ptreeopt.tree.PTree object at 0x1555281c28e0>
 <ptreeopt.tree.PTree object at 0x1555281c2100>
 <ptreeopt.tree.PTree object at 0x1555281c2760>
 <ptreeopt.tree.PTree object at 0x1555281c2e20>
 <ptreeopt.tree.PTree object at 0x1555281c2640>
 <ptreeopt.tree.PTree object at 0x155520e07f70>
 <ptreeopt.tree.PTree object at 0x155520e07be0>
 <ptreeopt.tree.PTree object at 0x155520e07ca0>
 <ptreeopt.tree.PTree object at 0x155520e07c10>]",5,0,10,10,3
