nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,3,0.9,"[<ptreeopt.tree.PTree object at 0x155528232e50>
 <ptreeopt.tree.PTree object at 0x1555282326a0>
 <ptreeopt.tree.PTree object at 0x155528232910>]",3,0,30,3,10
200,8,0.9,"[<ptreeopt.tree.PTree object at 0x155528232e50>
 <ptreeopt.tree.PTree object at 0x1555282326a0>
 <ptreeopt.tree.PTree object at 0x155528232910>]",3,0,30,3,10
300,13,0.9,"[<ptreeopt.tree.PTree object at 0x155528232e50>
 <ptreeopt.tree.PTree object at 0x1555282326a0>
 <ptreeopt.tree.PTree object at 0x155528232910>]",3,0,30,3,10
400,17,0.9,"[<ptreeopt.tree.PTree object at 0x155528232e50>
 <ptreeopt.tree.PTree object at 0x1555282326a0>
 <ptreeopt.tree.PTree object at 0x155528232910>]",3,0,30,3,10
500,22,0.89,"[<ptreeopt.tree.PTree object at 0x15552815e6d0>
 <ptreeopt.tree.PTree object at 0x15552815e790>
 <ptreeopt.tree.PTree object at 0x15552815e250>]",3,0,30,3,10
600,26,0.89,"[<ptreeopt.tree.PTree object at 0x15552815e6d0>
 <ptreeopt.tree.PTree object at 0x15552815e790>
 <ptreeopt.tree.PTree object at 0x15552815e250>]",3,0,30,3,10
700,31,0.89,"[<ptreeopt.tree.PTree object at 0x15552815e6d0>
 <ptreeopt.tree.PTree object at 0x15552815e790>
 <ptreeopt.tree.PTree object at 0x15552815e250>]",3,0,30,3,10
800,36,0.89,"[<ptreeopt.tree.PTree object at 0x15552815e6d0>
 <ptreeopt.tree.PTree object at 0x15552815e790>
 <ptreeopt.tree.PTree object at 0x15552815e250>]",3,0,30,3,10
900,41,0.89,"[<ptreeopt.tree.PTree object at 0x15552815e6d0>
 <ptreeopt.tree.PTree object at 0x15552815e790>
 <ptreeopt.tree.PTree object at 0x15552815e250>]",3,0,30,3,10
1000,45,0.89,"[<ptreeopt.tree.PTree object at 0x15552815e6d0>
 <ptreeopt.tree.PTree object at 0x15552815e790>
 <ptreeopt.tree.PTree object at 0x15552815e250>]",3,0,30,3,10
1100,50,0.89,"[<ptreeopt.tree.PTree object at 0x15552815e6d0>
 <ptreeopt.tree.PTree object at 0x15552815e790>
 <ptreeopt.tree.PTree object at 0x15552815e250>]",3,0,30,3,10
1200,54,0.89,"[<ptreeopt.tree.PTree object at 0x15552815e6d0>
 <ptreeopt.tree.PTree object at 0x15552815e790>
 <ptreeopt.tree.PTree object at 0x15552815e250>]",3,0,30,3,10
1300,59,0.89,"[<ptreeopt.tree.PTree object at 0x15552815e6d0>
 <ptreeopt.tree.PTree object at 0x15552815e790>
 <ptreeopt.tree.PTree object at 0x15552815e250>]",3,0,30,3,10
1400,63,0.88,"[<ptreeopt.tree.PTree object at 0x15552824cd00>
 <ptreeopt.tree.PTree object at 0x15552824c190>
 <ptreeopt.tree.PTree object at 0x15552824c640>]",3,0,30,3,10
1500,67,0.88,"[<ptreeopt.tree.PTree object at 0x15552824cd00>
 <ptreeopt.tree.PTree object at 0x15552824c190>
 <ptreeopt.tree.PTree object at 0x15552824c640>]",3,0,30,3,10
1600,72,0.88,"[<ptreeopt.tree.PTree object at 0x15552824cd00>
 <ptreeopt.tree.PTree object at 0x15552824c190>
 <ptreeopt.tree.PTree object at 0x15552824c640>]",3,0,30,3,10
1700,77,0.88,"[<ptreeopt.tree.PTree object at 0x15552824cd00>
 <ptreeopt.tree.PTree object at 0x15552824c190>
 <ptreeopt.tree.PTree object at 0x15552824c640>]",3,0,30,3,10
1800,81,0.88,"[<ptreeopt.tree.PTree object at 0x15552824cd00>
 <ptreeopt.tree.PTree object at 0x15552824c190>
 <ptreeopt.tree.PTree object at 0x15552824c640>]",3,0,30,3,10
1900,85,0.88,"[<ptreeopt.tree.PTree object at 0x15552824cd00>
 <ptreeopt.tree.PTree object at 0x15552824c190>
 <ptreeopt.tree.PTree object at 0x15552824c640>]",3,0,30,3,10
2000,90,0.88,"[<ptreeopt.tree.PTree object at 0x15552824cd00>
 <ptreeopt.tree.PTree object at 0x15552824c190>
 <ptreeopt.tree.PTree object at 0x15552824c640>]",3,0,30,3,10
2100,93,0.86,"[<ptreeopt.tree.PTree object at 0x15552877b940>
 <ptreeopt.tree.PTree object at 0x15552877b6a0>
 <ptreeopt.tree.PTree object at 0x15552877bf10>]",3,0,30,3,10
2200,98,0.86,"[<ptreeopt.tree.PTree object at 0x15552877b940>
 <ptreeopt.tree.PTree object at 0x15552877b6a0>
 <ptreeopt.tree.PTree object at 0x15552877bf10>]",3,0,30,3,10
2300,102,0.86,"[<ptreeopt.tree.PTree object at 0x15552877b940>
 <ptreeopt.tree.PTree object at 0x15552877b6a0>
 <ptreeopt.tree.PTree object at 0x15552877bf10>]",3,0,30,3,10
2400,108,0.86,"[<ptreeopt.tree.PTree object at 0x15552877b940>
 <ptreeopt.tree.PTree object at 0x15552877b6a0>
 <ptreeopt.tree.PTree object at 0x15552877bf10>]",3,0,30,3,10
2500,112,0.86,"[<ptreeopt.tree.PTree object at 0x15552877b940>
 <ptreeopt.tree.PTree object at 0x15552877b6a0>
 <ptreeopt.tree.PTree object at 0x15552877bf10>]",3,0,30,3,10
2600,118,0.86,"[<ptreeopt.tree.PTree object at 0x15552877b940>
 <ptreeopt.tree.PTree object at 0x15552877b6a0>
 <ptreeopt.tree.PTree object at 0x15552877bf10>]",3,0,30,3,10
2700,123,0.86,"[<ptreeopt.tree.PTree object at 0x15552877b940>
 <ptreeopt.tree.PTree object at 0x15552877b6a0>
 <ptreeopt.tree.PTree object at 0x15552877bf10>]",3,0,30,3,10
