nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,0,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
200,1,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
300,2,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
400,3,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
500,3,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
600,4,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
700,5,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
800,6,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
900,7,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
1000,7,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
1100,8,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
1200,9,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
1300,10,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
1400,10,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
1500,11,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
1600,12,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
1700,13,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
1800,14,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
1900,14,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
2000,15,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
2100,16,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
2200,17,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
2300,18,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
2400,18,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
2500,19,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
2600,20,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
2700,21,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
2800,22,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
2900,22,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
3000,23,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
3100,24,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
3200,25,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
3300,25,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
3400,26,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
3500,27,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
3600,28,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
3700,28,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
3800,29,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
3900,30,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
4000,31,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
4100,31,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
4200,32,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
4300,33,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
4400,34,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
4500,35,0.39,"[<ptreeopt.tree.PTree object at 0x1555284fc910>
 <ptreeopt.tree.PTree object at 0x1555284fc850>
 <ptreeopt.tree.PTree object at 0x1555284fcf70>]",2,0,10,3,3
