nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,3,0.69,"[<ptreeopt.tree.PTree object at 0x1555283ea820>
 <ptreeopt.tree.PTree object at 0x1555283eacd0>
 <ptreeopt.tree.PTree object at 0x1555283ea160>
 <ptreeopt.tree.PTree object at 0x1555282e1be0>
 <ptreeopt.tree.PTree object at 0x155520cc9340>
 <ptreeopt.tree.PTree object at 0x155520cc92b0>
 <ptreeopt.tree.PTree object at 0x155520cc9f70>
 <ptreeopt.tree.PTree object at 0x1555283b12b0>
 <ptreeopt.tree.PTree object at 0x1555283b1130>
 <ptreeopt.tree.PTree object at 0x1555283b1970>]",9,0,10,10,10
200,7,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
300,10,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
400,14,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
500,17,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
600,21,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
700,24,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
800,28,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
900,31,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
1000,35,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
1100,38,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
1200,41,0.6,"[<ptreeopt.tree.PTree object at 0x1555207c1dc0>
 <ptreeopt.tree.PTree object at 0x1555207c1e50>
 <ptreeopt.tree.PTree object at 0x1555207c1e20>
 <ptreeopt.tree.PTree object at 0x1555207c1eb0>
 <ptreeopt.tree.PTree object at 0x1555207c1a30>
 <ptreeopt.tree.PTree object at 0x1555207d1730>
 <ptreeopt.tree.PTree object at 0x1555207d1610>
 <ptreeopt.tree.PTree object at 0x1555207d1670>
 <ptreeopt.tree.PTree object at 0x1555207d1ee0>
 <ptreeopt.tree.PTree object at 0x155520765df0>]",9,0,10,10,10
1300,45,0.58,"[<ptreeopt.tree.PTree object at 0x15552084a910>
 <ptreeopt.tree.PTree object at 0x15552084a9d0>
 <ptreeopt.tree.PTree object at 0x15552084a7f0>
 <ptreeopt.tree.PTree object at 0x15552084aa90>
 <ptreeopt.tree.PTree object at 0x15552084a550>
 <ptreeopt.tree.PTree object at 0x15552084a580>
 <ptreeopt.tree.PTree object at 0x15552084a7c0>
 <ptreeopt.tree.PTree object at 0x155520c28df0>
 <ptreeopt.tree.PTree object at 0x15552084a8e0>
 <ptreeopt.tree.PTree object at 0x155520c1a700>]",9,0,10,10,10
1400,48,0.58,"[<ptreeopt.tree.PTree object at 0x15552084a910>
 <ptreeopt.tree.PTree object at 0x15552084a9d0>
 <ptreeopt.tree.PTree object at 0x15552084a7f0>
 <ptreeopt.tree.PTree object at 0x15552084aa90>
 <ptreeopt.tree.PTree object at 0x15552084a550>
 <ptreeopt.tree.PTree object at 0x15552084a580>
 <ptreeopt.tree.PTree object at 0x15552084a7c0>
 <ptreeopt.tree.PTree object at 0x155520c28df0>
 <ptreeopt.tree.PTree object at 0x15552084a8e0>
 <ptreeopt.tree.PTree object at 0x155520c1a700>]",9,0,10,10,10
1500,52,0.58,"[<ptreeopt.tree.PTree object at 0x15552084a910>
 <ptreeopt.tree.PTree object at 0x15552084a9d0>
 <ptreeopt.tree.PTree object at 0x15552084a7f0>
 <ptreeopt.tree.PTree object at 0x15552084aa90>
 <ptreeopt.tree.PTree object at 0x15552084a550>
 <ptreeopt.tree.PTree object at 0x15552084a580>
 <ptreeopt.tree.PTree object at 0x15552084a7c0>
 <ptreeopt.tree.PTree object at 0x155520c28df0>
 <ptreeopt.tree.PTree object at 0x15552084a8e0>
 <ptreeopt.tree.PTree object at 0x155520c1a700>]",9,0,10,10,10
1600,55,0.58,"[<ptreeopt.tree.PTree object at 0x15552084a910>
 <ptreeopt.tree.PTree object at 0x15552084a9d0>
 <ptreeopt.tree.PTree object at 0x15552084a7f0>
 <ptreeopt.tree.PTree object at 0x15552084aa90>
 <ptreeopt.tree.PTree object at 0x15552084a550>
 <ptreeopt.tree.PTree object at 0x15552084a580>
 <ptreeopt.tree.PTree object at 0x15552084a7c0>
 <ptreeopt.tree.PTree object at 0x155520c28df0>
 <ptreeopt.tree.PTree object at 0x15552084a8e0>
 <ptreeopt.tree.PTree object at 0x155520c1a700>]",9,0,10,10,10
1700,59,0.58,"[<ptreeopt.tree.PTree object at 0x15552084a910>
 <ptreeopt.tree.PTree object at 0x15552084a9d0>
 <ptreeopt.tree.PTree object at 0x15552084a7f0>
 <ptreeopt.tree.PTree object at 0x15552084aa90>
 <ptreeopt.tree.PTree object at 0x15552084a550>
 <ptreeopt.tree.PTree object at 0x15552084a580>
 <ptreeopt.tree.PTree object at 0x15552084a7c0>
 <ptreeopt.tree.PTree object at 0x155520c28df0>
 <ptreeopt.tree.PTree object at 0x15552084a8e0>
 <ptreeopt.tree.PTree object at 0x155520c1a700>]",9,0,10,10,10
1800,62,0.58,"[<ptreeopt.tree.PTree object at 0x15552084a910>
 <ptreeopt.tree.PTree object at 0x15552084a9d0>
 <ptreeopt.tree.PTree object at 0x15552084a7f0>
 <ptreeopt.tree.PTree object at 0x15552084aa90>
 <ptreeopt.tree.PTree object at 0x15552084a550>
 <ptreeopt.tree.PTree object at 0x15552084a580>
 <ptreeopt.tree.PTree object at 0x15552084a7c0>
 <ptreeopt.tree.PTree object at 0x155520c28df0>
 <ptreeopt.tree.PTree object at 0x15552084a8e0>
 <ptreeopt.tree.PTree object at 0x155520c1a700>]",9,0,10,10,10
1900,65,0.58,"[<ptreeopt.tree.PTree object at 0x15552084a910>
 <ptreeopt.tree.PTree object at 0x15552084a9d0>
 <ptreeopt.tree.PTree object at 0x15552084a7f0>
 <ptreeopt.tree.PTree object at 0x15552084aa90>
 <ptreeopt.tree.PTree object at 0x15552084a550>
 <ptreeopt.tree.PTree object at 0x15552084a580>
 <ptreeopt.tree.PTree object at 0x15552084a7c0>
 <ptreeopt.tree.PTree object at 0x155520c28df0>
 <ptreeopt.tree.PTree object at 0x15552084a8e0>
 <ptreeopt.tree.PTree object at 0x155520c1a700>]",9,0,10,10,10
2000,69,0.58,"[<ptreeopt.tree.PTree object at 0x15552084a910>
 <ptreeopt.tree.PTree object at 0x15552084a9d0>
 <ptreeopt.tree.PTree object at 0x15552084a7f0>
 <ptreeopt.tree.PTree object at 0x15552084aa90>
 <ptreeopt.tree.PTree object at 0x15552084a550>
 <ptreeopt.tree.PTree object at 0x15552084a580>
 <ptreeopt.tree.PTree object at 0x15552084a7c0>
 <ptreeopt.tree.PTree object at 0x155520c28df0>
 <ptreeopt.tree.PTree object at 0x15552084a8e0>
 <ptreeopt.tree.PTree object at 0x155520c1a700>]",9,0,10,10,10
2100,72,0.58,"[<ptreeopt.tree.PTree object at 0x15552084a910>
 <ptreeopt.tree.PTree object at 0x15552084a9d0>
 <ptreeopt.tree.PTree object at 0x15552084a7f0>
 <ptreeopt.tree.PTree object at 0x15552084aa90>
 <ptreeopt.tree.PTree object at 0x15552084a550>
 <ptreeopt.tree.PTree object at 0x15552084a580>
 <ptreeopt.tree.PTree object at 0x15552084a7c0>
 <ptreeopt.tree.PTree object at 0x155520c28df0>
 <ptreeopt.tree.PTree object at 0x15552084a8e0>
 <ptreeopt.tree.PTree object at 0x155520c1a700>]",9,0,10,10,10
2200,76,0.58,"[<ptreeopt.tree.PTree object at 0x15552084a910>
 <ptreeopt.tree.PTree object at 0x15552084a9d0>
 <ptreeopt.tree.PTree object at 0x15552084a7f0>
 <ptreeopt.tree.PTree object at 0x15552084aa90>
 <ptreeopt.tree.PTree object at 0x15552084a550>
 <ptreeopt.tree.PTree object at 0x15552084a580>
 <ptreeopt.tree.PTree object at 0x15552084a7c0>
 <ptreeopt.tree.PTree object at 0x155520c28df0>
 <ptreeopt.tree.PTree object at 0x15552084a8e0>
 <ptreeopt.tree.PTree object at 0x155520c1a700>]",9,0,10,10,10
