nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,1,0.68,"[<ptreeopt.tree.PTree object at 0x1555283261c0>
 <ptreeopt.tree.PTree object at 0x155528326a90>
 <ptreeopt.tree.PTree object at 0x155528326df0>]",5,0,10,3,10
200,2,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
300,3,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
400,4,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
500,5,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
600,6,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
700,7,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
800,7,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
900,8,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
1000,9,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
1100,10,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
1200,11,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
1300,12,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
1400,13,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
1500,14,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
1600,15,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
1700,16,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
1800,17,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
1900,18,0.59,"[<ptreeopt.tree.PTree object at 0x1555281f7f70>
 <ptreeopt.tree.PTree object at 0x1555281f7d60>
 <ptreeopt.tree.PTree object at 0x1555281f75e0>]",5,0,10,3,10
2000,20,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
2100,20,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
2200,21,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
2300,22,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
2400,23,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
2500,24,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
2600,25,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
2700,26,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
2800,27,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
2900,28,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
3000,29,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
3100,30,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
3200,31,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
3300,32,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
3400,33,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
3500,34,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
3600,35,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
3700,36,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
3800,36,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
3900,37,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
4000,38,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
4100,39,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
4200,40,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
4300,41,0.55,"[<ptreeopt.tree.PTree object at 0x1555284259d0>
 <ptreeopt.tree.PTree object at 0x155528425fd0>
 <ptreeopt.tree.PTree object at 0x155528425dc0>]",5,0,10,3,10
