nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,1,0.82,"[<ptreeopt.tree.PTree object at 0x1555287c1370>
 <ptreeopt.tree.PTree object at 0x1555287c1430>
 <ptreeopt.tree.PTree object at 0x1555287c1580>]",8,0,10,3,3
200,2,0.81,"[<ptreeopt.tree.PTree object at 0x155528281430>
 <ptreeopt.tree.PTree object at 0x155528281550>
 <ptreeopt.tree.PTree object at 0x1555282810d0>]",8,0,10,3,3
300,2,0.81,"[<ptreeopt.tree.PTree object at 0x155528281430>
 <ptreeopt.tree.PTree object at 0x155528281550>
 <ptreeopt.tree.PTree object at 0x1555282810d0>]",8,0,10,3,3
400,3,0.81,"[<ptreeopt.tree.PTree object at 0x155528281430>
 <ptreeopt.tree.PTree object at 0x155528281550>
 <ptreeopt.tree.PTree object at 0x1555282810d0>]",8,0,10,3,3
500,4,0.81,"[<ptreeopt.tree.PTree object at 0x155528281430>
 <ptreeopt.tree.PTree object at 0x155528281550>
 <ptreeopt.tree.PTree object at 0x1555282810d0>]",8,0,10,3,3
600,5,0.81,"[<ptreeopt.tree.PTree object at 0x155528281430>
 <ptreeopt.tree.PTree object at 0x155528281550>
 <ptreeopt.tree.PTree object at 0x1555282810d0>]",8,0,10,3,3
700,6,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
800,7,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
900,7,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
1000,8,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
1100,9,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
1200,10,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
1300,11,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
1400,12,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
1500,12,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
1600,13,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
1700,14,0.75,"[<ptreeopt.tree.PTree object at 0x1555284b39d0>
 <ptreeopt.tree.PTree object at 0x1555284b3580>
 <ptreeopt.tree.PTree object at 0x15552854adf0>]",8,0,10,3,3
1800,15,0.73,"[<ptreeopt.tree.PTree object at 0x1555282cdd00>
 <ptreeopt.tree.PTree object at 0x1555282cdee0>
 <ptreeopt.tree.PTree object at 0x1555282cddf0>]",8,0,10,3,3
1900,16,0.73,"[<ptreeopt.tree.PTree object at 0x1555282cdd00>
 <ptreeopt.tree.PTree object at 0x1555282cdee0>
 <ptreeopt.tree.PTree object at 0x1555282cddf0>]",8,0,10,3,3
2000,17,0.73,"[<ptreeopt.tree.PTree object at 0x1555282cdd00>
 <ptreeopt.tree.PTree object at 0x1555282cdee0>
 <ptreeopt.tree.PTree object at 0x1555282cddf0>]",8,0,10,3,3
