nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,10,0.8,"[<ptreeopt.tree.PTree object at 0x1555281918e0>
 <ptreeopt.tree.PTree object at 0x155528191430>
 <ptreeopt.tree.PTree object at 0x155528191370>
 <ptreeopt.tree.PTree object at 0x155528191d30>
 <ptreeopt.tree.PTree object at 0x155528191040>
 <ptreeopt.tree.PTree object at 0x155528191b20>
 <ptreeopt.tree.PTree object at 0x155528191460>
 <ptreeopt.tree.PTree object at 0x155528191910>
 <ptreeopt.tree.PTree object at 0x1555281917f0>
 <ptreeopt.tree.PTree object at 0x1555281919a0>]",1,0,30,10,3
200,20,0.76,"[<ptreeopt.tree.PTree object at 0x155528123ca0>
 <ptreeopt.tree.PTree object at 0x1555281239a0>
 <ptreeopt.tree.PTree object at 0x155528123c10>
 <ptreeopt.tree.PTree object at 0x155528123250>
 <ptreeopt.tree.PTree object at 0x155528123bb0>
 <ptreeopt.tree.PTree object at 0x155528409eb0>
 <ptreeopt.tree.PTree object at 0x155528409550>
 <ptreeopt.tree.PTree object at 0x1555280ad700>
 <ptreeopt.tree.PTree object at 0x155520e8f250>
 <ptreeopt.tree.PTree object at 0x155520e8f4c0>]",1,0,30,10,3
300,30,0.76,"[<ptreeopt.tree.PTree object at 0x155528123ca0>
 <ptreeopt.tree.PTree object at 0x1555281239a0>
 <ptreeopt.tree.PTree object at 0x155528123c10>
 <ptreeopt.tree.PTree object at 0x155528123250>
 <ptreeopt.tree.PTree object at 0x155528123bb0>
 <ptreeopt.tree.PTree object at 0x155528409eb0>
 <ptreeopt.tree.PTree object at 0x155528409550>
 <ptreeopt.tree.PTree object at 0x1555280ad700>
 <ptreeopt.tree.PTree object at 0x155520e8f250>
 <ptreeopt.tree.PTree object at 0x155520e8f4c0>]",1,0,30,10,3
400,41,0.76,"[<ptreeopt.tree.PTree object at 0x155528123ca0>
 <ptreeopt.tree.PTree object at 0x1555281239a0>
 <ptreeopt.tree.PTree object at 0x155528123c10>
 <ptreeopt.tree.PTree object at 0x155528123250>
 <ptreeopt.tree.PTree object at 0x155528123bb0>
 <ptreeopt.tree.PTree object at 0x155528409eb0>
 <ptreeopt.tree.PTree object at 0x155528409550>
 <ptreeopt.tree.PTree object at 0x1555280ad700>
 <ptreeopt.tree.PTree object at 0x155520e8f250>
 <ptreeopt.tree.PTree object at 0x155520e8f4c0>]",1,0,30,10,3
500,51,0.76,"[<ptreeopt.tree.PTree object at 0x155528123ca0>
 <ptreeopt.tree.PTree object at 0x1555281239a0>
 <ptreeopt.tree.PTree object at 0x155528123c10>
 <ptreeopt.tree.PTree object at 0x155528123250>
 <ptreeopt.tree.PTree object at 0x155528123bb0>
 <ptreeopt.tree.PTree object at 0x155528409eb0>
 <ptreeopt.tree.PTree object at 0x155528409550>
 <ptreeopt.tree.PTree object at 0x1555280ad700>
 <ptreeopt.tree.PTree object at 0x155520e8f250>
 <ptreeopt.tree.PTree object at 0x155520e8f4c0>]",1,0,30,10,3
600,61,0.76,"[<ptreeopt.tree.PTree object at 0x155528123ca0>
 <ptreeopt.tree.PTree object at 0x1555281239a0>
 <ptreeopt.tree.PTree object at 0x155528123c10>
 <ptreeopt.tree.PTree object at 0x155528123250>
 <ptreeopt.tree.PTree object at 0x155528123bb0>
 <ptreeopt.tree.PTree object at 0x155528409eb0>
 <ptreeopt.tree.PTree object at 0x155528409550>
 <ptreeopt.tree.PTree object at 0x1555280ad700>
 <ptreeopt.tree.PTree object at 0x155520e8f250>
 <ptreeopt.tree.PTree object at 0x155520e8f4c0>]",1,0,30,10,3
700,71,0.76,"[<ptreeopt.tree.PTree object at 0x155528123ca0>
 <ptreeopt.tree.PTree object at 0x1555281239a0>
 <ptreeopt.tree.PTree object at 0x155528123c10>
 <ptreeopt.tree.PTree object at 0x155528123250>
 <ptreeopt.tree.PTree object at 0x155528123bb0>
 <ptreeopt.tree.PTree object at 0x155528409eb0>
 <ptreeopt.tree.PTree object at 0x155528409550>
 <ptreeopt.tree.PTree object at 0x1555280ad700>
 <ptreeopt.tree.PTree object at 0x155520e8f250>
 <ptreeopt.tree.PTree object at 0x155520e8f4c0>]",1,0,30,10,3
800,82,0.72,"[<ptreeopt.tree.PTree object at 0x1555280449a0>
 <ptreeopt.tree.PTree object at 0x155528044a60>
 <ptreeopt.tree.PTree object at 0x155528044280>
 <ptreeopt.tree.PTree object at 0x1555280444c0>
 <ptreeopt.tree.PTree object at 0x155528044b20>
 <ptreeopt.tree.PTree object at 0x155528044af0>
 <ptreeopt.tree.PTree object at 0x1555280446d0>
 <ptreeopt.tree.PTree object at 0x1555280db220>
 <ptreeopt.tree.PTree object at 0x1555280dbdf0>
 <ptreeopt.tree.PTree object at 0x1555280dbac0>]",1,0,30,10,3
900,92,0.72,"[<ptreeopt.tree.PTree object at 0x1555280449a0>
 <ptreeopt.tree.PTree object at 0x155528044a60>
 <ptreeopt.tree.PTree object at 0x155528044280>
 <ptreeopt.tree.PTree object at 0x1555280444c0>
 <ptreeopt.tree.PTree object at 0x155528044b20>
 <ptreeopt.tree.PTree object at 0x155528044af0>
 <ptreeopt.tree.PTree object at 0x1555280446d0>
 <ptreeopt.tree.PTree object at 0x1555280db220>
 <ptreeopt.tree.PTree object at 0x1555280dbdf0>
 <ptreeopt.tree.PTree object at 0x1555280dbac0>]",1,0,30,10,3
1000,103,0.72,"[<ptreeopt.tree.PTree object at 0x1555280449a0>
 <ptreeopt.tree.PTree object at 0x155528044a60>
 <ptreeopt.tree.PTree object at 0x155528044280>
 <ptreeopt.tree.PTree object at 0x1555280444c0>
 <ptreeopt.tree.PTree object at 0x155528044b20>
 <ptreeopt.tree.PTree object at 0x155528044af0>
 <ptreeopt.tree.PTree object at 0x1555280446d0>
 <ptreeopt.tree.PTree object at 0x1555280db220>
 <ptreeopt.tree.PTree object at 0x1555280dbdf0>
 <ptreeopt.tree.PTree object at 0x1555280dbac0>]",1,0,30,10,3
