nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,4,0.83,"[<ptreeopt.tree.PTree object at 0x155528671730>
 <ptreeopt.tree.PTree object at 0x155528671520>
 <ptreeopt.tree.PTree object at 0x1555286718e0>]",7,0,30,3,10
200,9,0.82,"[<ptreeopt.tree.PTree object at 0x1555280e4f70>
 <ptreeopt.tree.PTree object at 0x155528761b50>
 <ptreeopt.tree.PTree object at 0x155528761250>]",7,0,30,3,10
300,14,0.81,"[<ptreeopt.tree.PTree object at 0x155520f12250>
 <ptreeopt.tree.PTree object at 0x155520f125e0>
 <ptreeopt.tree.PTree object at 0x155520f12490>]",7,0,30,3,10
400,18,0.81,"[<ptreeopt.tree.PTree object at 0x155520f12250>
 <ptreeopt.tree.PTree object at 0x155520f125e0>
 <ptreeopt.tree.PTree object at 0x155520f12490>]",7,0,30,3,10
500,23,0.81,"[<ptreeopt.tree.PTree object at 0x155520f12250>
 <ptreeopt.tree.PTree object at 0x155520f125e0>
 <ptreeopt.tree.PTree object at 0x155520f12490>]",7,0,30,3,10
600,28,0.81,"[<ptreeopt.tree.PTree object at 0x155520f12250>
 <ptreeopt.tree.PTree object at 0x155520f125e0>
 <ptreeopt.tree.PTree object at 0x155520f12490>]",7,0,30,3,10
700,32,0.81,"[<ptreeopt.tree.PTree object at 0x155520f12250>
 <ptreeopt.tree.PTree object at 0x155520f125e0>
 <ptreeopt.tree.PTree object at 0x155520f12490>]",7,0,30,3,10
800,36,0.81,"[<ptreeopt.tree.PTree object at 0x155520f12250>
 <ptreeopt.tree.PTree object at 0x155520f125e0>
 <ptreeopt.tree.PTree object at 0x155520f12490>]",7,0,30,3,10
900,40,0.81,"[<ptreeopt.tree.PTree object at 0x155520f12250>
 <ptreeopt.tree.PTree object at 0x155520f125e0>
 <ptreeopt.tree.PTree object at 0x155520f12490>]",7,0,30,3,10
1000,45,0.81,"[<ptreeopt.tree.PTree object at 0x155520f12250>
 <ptreeopt.tree.PTree object at 0x155520f125e0>
 <ptreeopt.tree.PTree object at 0x155520f12490>]",7,0,30,3,10
1100,49,0.8,"[<ptreeopt.tree.PTree object at 0x15552837e8e0>
 <ptreeopt.tree.PTree object at 0x15552837e520>
 <ptreeopt.tree.PTree object at 0x15552837ed60>]",7,0,30,3,10
1200,54,0.8,"[<ptreeopt.tree.PTree object at 0x15552837e8e0>
 <ptreeopt.tree.PTree object at 0x15552837e520>
 <ptreeopt.tree.PTree object at 0x15552837ed60>]",7,0,30,3,10
1300,58,0.8,"[<ptreeopt.tree.PTree object at 0x15552837e8e0>
 <ptreeopt.tree.PTree object at 0x15552837e520>
 <ptreeopt.tree.PTree object at 0x15552837ed60>]",7,0,30,3,10
1400,63,0.8,"[<ptreeopt.tree.PTree object at 0x15552837e8e0>
 <ptreeopt.tree.PTree object at 0x15552837e520>
 <ptreeopt.tree.PTree object at 0x15552837ed60>]",7,0,30,3,10
1500,67,0.8,"[<ptreeopt.tree.PTree object at 0x15552837e8e0>
 <ptreeopt.tree.PTree object at 0x15552837e520>
 <ptreeopt.tree.PTree object at 0x15552837ed60>]",7,0,30,3,10
1600,72,0.8,"[<ptreeopt.tree.PTree object at 0x15552837e8e0>
 <ptreeopt.tree.PTree object at 0x15552837e520>
 <ptreeopt.tree.PTree object at 0x15552837ed60>]",7,0,30,3,10
1700,77,0.8,"[<ptreeopt.tree.PTree object at 0x15552837e8e0>
 <ptreeopt.tree.PTree object at 0x15552837e520>
 <ptreeopt.tree.PTree object at 0x15552837ed60>]",7,0,30,3,10
1800,81,0.8,"[<ptreeopt.tree.PTree object at 0x15552837e8e0>
 <ptreeopt.tree.PTree object at 0x15552837e520>
 <ptreeopt.tree.PTree object at 0x15552837ed60>]",7,0,30,3,10
1900,85,0.8,"[<ptreeopt.tree.PTree object at 0x15552837e8e0>
 <ptreeopt.tree.PTree object at 0x15552837e520>
 <ptreeopt.tree.PTree object at 0x15552837ed60>]",7,0,30,3,10
2000,90,0.8,"[<ptreeopt.tree.PTree object at 0x15552837e8e0>
 <ptreeopt.tree.PTree object at 0x15552837e520>
 <ptreeopt.tree.PTree object at 0x15552837ed60>]",7,0,30,3,10
