nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,0,0.78,"[<ptreeopt.tree.PTree object at 0x1555282e9ac0>
 <ptreeopt.tree.PTree object at 0x1555282e9a00>
 <ptreeopt.tree.PTree object at 0x1555282e9a90>]",5,0,10,3,3
200,1,0.78,"[<ptreeopt.tree.PTree object at 0x1555282e9ac0>
 <ptreeopt.tree.PTree object at 0x1555282e9a00>
 <ptreeopt.tree.PTree object at 0x1555282e9a90>]",5,0,10,3,3
300,2,0.65,"[<ptreeopt.tree.PTree object at 0x155528454310>
 <ptreeopt.tree.PTree object at 0x15552828ac70>
 <ptreeopt.tree.PTree object at 0x15552828a8b0>]",5,0,10,3,3
400,3,0.65,"[<ptreeopt.tree.PTree object at 0x155528454310>
 <ptreeopt.tree.PTree object at 0x15552828ac70>
 <ptreeopt.tree.PTree object at 0x15552828a8b0>]",5,0,10,3,3
500,4,0.65,"[<ptreeopt.tree.PTree object at 0x155528454310>
 <ptreeopt.tree.PTree object at 0x15552828ac70>
 <ptreeopt.tree.PTree object at 0x15552828a8b0>]",5,0,10,3,3
600,5,0.65,"[<ptreeopt.tree.PTree object at 0x155528454310>
 <ptreeopt.tree.PTree object at 0x15552828ac70>
 <ptreeopt.tree.PTree object at 0x15552828a8b0>]",5,0,10,3,3
700,5,0.65,"[<ptreeopt.tree.PTree object at 0x155528454310>
 <ptreeopt.tree.PTree object at 0x15552828ac70>
 <ptreeopt.tree.PTree object at 0x15552828a8b0>]",5,0,10,3,3
800,6,0.65,"[<ptreeopt.tree.PTree object at 0x155528454310>
 <ptreeopt.tree.PTree object at 0x15552828ac70>
 <ptreeopt.tree.PTree object at 0x15552828a8b0>]",5,0,10,3,3
900,7,0.65,"[<ptreeopt.tree.PTree object at 0x155528454310>
 <ptreeopt.tree.PTree object at 0x15552828ac70>
 <ptreeopt.tree.PTree object at 0x15552828a8b0>]",5,0,10,3,3
1000,8,0.65,"[<ptreeopt.tree.PTree object at 0x155528454310>
 <ptreeopt.tree.PTree object at 0x15552828ac70>
 <ptreeopt.tree.PTree object at 0x15552828a8b0>]",5,0,10,3,3
1100,9,0.65,"[<ptreeopt.tree.PTree object at 0x155528454310>
 <ptreeopt.tree.PTree object at 0x15552828ac70>
 <ptreeopt.tree.PTree object at 0x15552828a8b0>]",5,0,10,3,3
