nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,3,0.89,"[<ptreeopt.tree.PTree object at 0x1555280e7760>
 <ptreeopt.tree.PTree object at 0x1555280e7ac0>
 <ptreeopt.tree.PTree object at 0x1555280e71c0>]",8,0,30,3,10
200,7,0.89,"[<ptreeopt.tree.PTree object at 0x1555280e7760>
 <ptreeopt.tree.PTree object at 0x1555280e7ac0>
 <ptreeopt.tree.PTree object at 0x1555280e71c0>]",8,0,30,3,10
300,13,0.89,"[<ptreeopt.tree.PTree object at 0x1555280e7760>
 <ptreeopt.tree.PTree object at 0x1555280e7ac0>
 <ptreeopt.tree.PTree object at 0x1555280e71c0>]",8,0,30,3,10
400,18,0.88,"[<ptreeopt.tree.PTree object at 0x1555283136d0>
 <ptreeopt.tree.PTree object at 0x155528313460>
 <ptreeopt.tree.PTree object at 0x155528313d60>]",8,0,30,3,10
500,22,0.88,"[<ptreeopt.tree.PTree object at 0x1555283136d0>
 <ptreeopt.tree.PTree object at 0x155528313460>
 <ptreeopt.tree.PTree object at 0x155528313d60>]",8,0,30,3,10
600,26,0.88,"[<ptreeopt.tree.PTree object at 0x1555283136d0>
 <ptreeopt.tree.PTree object at 0x155528313460>
 <ptreeopt.tree.PTree object at 0x155528313d60>]",8,0,30,3,10
700,29,0.88,"[<ptreeopt.tree.PTree object at 0x1555283136d0>
 <ptreeopt.tree.PTree object at 0x155528313460>
 <ptreeopt.tree.PTree object at 0x155528313d60>]",8,0,30,3,10
800,33,0.87,"[<ptreeopt.tree.PTree object at 0x15552838b070>
 <ptreeopt.tree.PTree object at 0x15552838bc40>
 <ptreeopt.tree.PTree object at 0x15552838b370>]",8,0,30,3,10
900,37,0.87,"[<ptreeopt.tree.PTree object at 0x15552838b070>
 <ptreeopt.tree.PTree object at 0x15552838bc40>
 <ptreeopt.tree.PTree object at 0x15552838b370>]",8,0,30,3,10
1000,41,0.87,"[<ptreeopt.tree.PTree object at 0x15552838b070>
 <ptreeopt.tree.PTree object at 0x15552838bc40>
 <ptreeopt.tree.PTree object at 0x15552838b370>]",8,0,30,3,10
1100,45,0.86,"[<ptreeopt.tree.PTree object at 0x155528689a60>
 <ptreeopt.tree.PTree object at 0x1555286891f0>
 <ptreeopt.tree.PTree object at 0x155528689610>]",8,0,30,3,10
1200,49,0.86,"[<ptreeopt.tree.PTree object at 0x155528689a60>
 <ptreeopt.tree.PTree object at 0x1555286891f0>
 <ptreeopt.tree.PTree object at 0x155528689610>]",8,0,30,3,10
1300,54,0.86,"[<ptreeopt.tree.PTree object at 0x155528689a60>
 <ptreeopt.tree.PTree object at 0x1555286891f0>
 <ptreeopt.tree.PTree object at 0x155528689610>]",8,0,30,3,10
1400,58,0.86,"[<ptreeopt.tree.PTree object at 0x155528689a60>
 <ptreeopt.tree.PTree object at 0x1555286891f0>
 <ptreeopt.tree.PTree object at 0x155528689610>]",8,0,30,3,10
1500,63,0.86,"[<ptreeopt.tree.PTree object at 0x155528689a60>
 <ptreeopt.tree.PTree object at 0x1555286891f0>
 <ptreeopt.tree.PTree object at 0x155528689610>]",8,0,30,3,10
