nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,4,0.86,"[<ptreeopt.tree.PTree object at 0x155520fec340>
 <ptreeopt.tree.PTree object at 0x155520fecf10>
 <ptreeopt.tree.PTree object at 0x155520fec130>]",9,0,30,3,10
200,9,0.84,"[<ptreeopt.tree.PTree object at 0x155520f126d0>
 <ptreeopt.tree.PTree object at 0x155520f12160>
 <ptreeopt.tree.PTree object at 0x155520f12a60>]",9,0,30,3,10
300,13,0.84,"[<ptreeopt.tree.PTree object at 0x155520f126d0>
 <ptreeopt.tree.PTree object at 0x155520f12160>
 <ptreeopt.tree.PTree object at 0x155520f12a60>]",9,0,30,3,10
400,18,0.84,"[<ptreeopt.tree.PTree object at 0x155520f126d0>
 <ptreeopt.tree.PTree object at 0x155520f12160>
 <ptreeopt.tree.PTree object at 0x155520f12a60>]",9,0,30,3,10
500,22,0.84,"[<ptreeopt.tree.PTree object at 0x155520f126d0>
 <ptreeopt.tree.PTree object at 0x155520f12160>
 <ptreeopt.tree.PTree object at 0x155520f12a60>]",9,0,30,3,10
600,27,0.84,"[<ptreeopt.tree.PTree object at 0x155520f126d0>
 <ptreeopt.tree.PTree object at 0x155520f12160>
 <ptreeopt.tree.PTree object at 0x155520f12a60>]",9,0,30,3,10
700,31,0.84,"[<ptreeopt.tree.PTree object at 0x155520f126d0>
 <ptreeopt.tree.PTree object at 0x155520f12160>
 <ptreeopt.tree.PTree object at 0x155520f12a60>]",9,0,30,3,10
800,36,0.84,"[<ptreeopt.tree.PTree object at 0x155520f126d0>
 <ptreeopt.tree.PTree object at 0x155520f12160>
 <ptreeopt.tree.PTree object at 0x155520f12a60>]",9,0,30,3,10
900,40,0.84,"[<ptreeopt.tree.PTree object at 0x155520f126d0>
 <ptreeopt.tree.PTree object at 0x155520f12160>
 <ptreeopt.tree.PTree object at 0x155520f12a60>]",9,0,30,3,10
1000,45,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
1100,49,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
1200,54,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
1300,59,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
1400,64,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
1500,68,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
1600,73,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
1700,78,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
1800,82,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
1900,87,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
2000,91,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
2100,96,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
2200,100,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
2300,105,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
2400,109,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
2500,114,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
2600,119,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
2700,124,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
2800,128,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
2900,133,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
3000,137,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
3100,142,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
3200,147,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
3300,151,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
3400,156,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
3500,160,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
3600,165,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
3700,170,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
3800,174,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
3900,179,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
4000,184,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
4100,188,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
4200,193,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
4300,198,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
4400,203,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
4500,207,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
4600,212,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
4700,216,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
4800,221,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
4900,225,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
5000,230,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
5100,235,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
5200,239,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
5300,244,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
5400,248,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
5500,253,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
5600,258,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
5700,262,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
5800,267,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
5900,272,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
6000,276,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
6100,281,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
6200,286,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
6300,290,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
6400,295,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
6500,300,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
6600,304,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
6700,309,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
6800,313,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
6900,318,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
7000,322,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
7100,327,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
7200,332,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
7300,336,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
7400,341,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
7500,345,0.83,"[<ptreeopt.tree.PTree object at 0x155528360490>
 <ptreeopt.tree.PTree object at 0x1555283609d0>
 <ptreeopt.tree.PTree object at 0x155528360fa0>]",9,0,30,3,10
