nfe,time,best_f,best_P,instance,seed,manhattan_diam,num_units,num_sensors
100,1,0.81,"[<ptreeopt.tree.PTree object at 0x1555282e6970>
 <ptreeopt.tree.PTree object at 0x1555282e62e0>
 <ptreeopt.tree.PTree object at 0x1555282e6370>]",6,0,10,3,10
200,2,0.81,"[<ptreeopt.tree.PTree object at 0x1555282e6970>
 <ptreeopt.tree.PTree object at 0x1555282e62e0>
 <ptreeopt.tree.PTree object at 0x1555282e6370>]",6,0,10,3,10
300,3,0.75,"[<ptreeopt.tree.PTree object at 0x15552829e5b0>
 <ptreeopt.tree.PTree object at 0x1555283d5820>
 <ptreeopt.tree.PTree object at 0x15552811bb80>]",6,0,10,3,10
400,4,0.73,"[<ptreeopt.tree.PTree object at 0x15552820a130>
 <ptreeopt.tree.PTree object at 0x15552820a490>
 <ptreeopt.tree.PTree object at 0x15552820a460>]",6,0,10,3,10
500,5,0.73,"[<ptreeopt.tree.PTree object at 0x15552820a130>
 <ptreeopt.tree.PTree object at 0x15552820a490>
 <ptreeopt.tree.PTree object at 0x15552820a460>]",6,0,10,3,10
600,6,0.72,"[<ptreeopt.tree.PTree object at 0x1555283c9190>
 <ptreeopt.tree.PTree object at 0x1555283c9d00>
 <ptreeopt.tree.PTree object at 0x1555283c9790>]",6,0,10,3,10
700,7,0.72,"[<ptreeopt.tree.PTree object at 0x1555283c9190>
 <ptreeopt.tree.PTree object at 0x1555283c9d00>
 <ptreeopt.tree.PTree object at 0x1555283c9790>]",6,0,10,3,10
800,8,0.72,"[<ptreeopt.tree.PTree object at 0x1555283c9190>
 <ptreeopt.tree.PTree object at 0x1555283c9d00>
 <ptreeopt.tree.PTree object at 0x1555283c9790>]",6,0,10,3,10
900,9,0.72,"[<ptreeopt.tree.PTree object at 0x1555283c9190>
 <ptreeopt.tree.PTree object at 0x1555283c9d00>
 <ptreeopt.tree.PTree object at 0x1555283c9790>]",6,0,10,3,10
1000,10,0.72,"[<ptreeopt.tree.PTree object at 0x1555283c9190>
 <ptreeopt.tree.PTree object at 0x1555283c9d00>
 <ptreeopt.tree.PTree object at 0x1555283c9790>]",6,0,10,3,10
1100,11,0.72,"[<ptreeopt.tree.PTree object at 0x1555283c9190>
 <ptreeopt.tree.PTree object at 0x1555283c9d00>
 <ptreeopt.tree.PTree object at 0x1555283c9790>]",6,0,10,3,10
1200,12,0.72,"[<ptreeopt.tree.PTree object at 0x1555283c9190>
 <ptreeopt.tree.PTree object at 0x1555283c9d00>
 <ptreeopt.tree.PTree object at 0x1555283c9790>]",6,0,10,3,10
1300,13,0.72,"[<ptreeopt.tree.PTree object at 0x1555283c9190>
 <ptreeopt.tree.PTree object at 0x1555283c9d00>
 <ptreeopt.tree.PTree object at 0x1555283c9790>]",6,0,10,3,10
