n_realizations,num_units,num_sensors,instance,pct_intercepted
100.0,10.0,3.0,0.0,0.92
100.0,10.0,3.0,1.0,0.95
100.0,10.0,3.0,2.0,0.96
100.0,10.0,3.0,3.0,0.94
100.0,10.0,3.0,4.0,0.87
100.0,10.0,3.0,5.0,0.87
