n_realizations,num_units,num_sensors,instance,pct_intercepted
100.0,10.0,3.0,0.0,0.89
100.0,10.0,3.0,1.0,0.93
100.0,10.0,3.0,2.0,0.86
100.0,10.0,3.0,3.0,0.96
100.0,10.0,3.0,4.0,0.85
100.0,10.0,3.0,5.0,0.99
100.0,10.0,3.0,6.0,0.92
100.0,10.0,3.0,7.0,1.0
