n_realizations,num_units,num_sensors,instance,pct_intercepted
100.0,3.0,10.0,0.0,0.5
100.0,3.0,10.0,1.0,0.55
100.0,3.0,10.0,2.0,0.44
100.0,3.0,10.0,3.0,0.63
100.0,3.0,10.0,4.0,0.47
100.0,3.0,10.0,5.0,0.52
100.0,3.0,10.0,6.0,0.45
100.0,3.0,10.0,7.0,0.62
100.0,3.0,10.0,8.0,0.7
100.0,3.0,10.0,9.0,0.55
