n_realizations,num_units,num_sensors,instance,pct_intercepted
100.0,10.0,3.0,0.0,0.89
100.0,10.0,3.0,1.0,0.93
100.0,10.0,3.0,2.0,0.86
100.0,10.0,3.0,3.0,0.96
100.0,10.0,3.0,4.0,0.85
