n_realizations,num_units,num_sensors,instance,pct_intercepted
100.0,10.0,10.0,0.0,0.75
100.0,10.0,10.0,1.0,0.91
100.0,10.0,10.0,2.0,0.93
100.0,10.0,10.0,3.0,1.0
