n_realizations,num_units,num_sensors,instance,pct_intercepted
100.0,3.0,3.0,0.0,0.56
100.0,3.0,3.0,1.0,0.53
100.0,3.0,3.0,2.0,0.58
100.0,3.0,3.0,3.0,0.8
100.0,3.0,3.0,4.0,0.5
100.0,3.0,3.0,5.0,0.56
100.0,3.0,3.0,6.0,0.59
