n_realizations,num_units,num_sensors,instance,pct_intercepted
100.0,3.0,3.0,0.0,0.5
100.0,3.0,3.0,1.0,0.5
100.0,3.0,3.0,2.0,0.59
100.0,3.0,3.0,3.0,0.76
100.0,3.0,3.0,4.0,0.46
100.0,3.0,3.0,5.0,0.5
