n_realizations,num_units,num_sensors,instance,pct_intercepted
100.0,3.0,10.0,0.0,0.68
100.0,3.0,10.0,1.0,0.6
100.0,3.0,10.0,2.0,0.73
100.0,3.0,10.0,3.0,0.18
100.0,3.0,10.0,4.0,0.55
100.0,3.0,10.0,5.0,0.44
100.0,3.0,10.0,6.0,0.67
100.0,3.0,10.0,7.0,0.61
