n_realizations,num_units,num_sensors,instance,pct_intercepted
100.0,10.0,10.0,0.0,0.81
100.0,10.0,10.0,1.0,0.89
100.0,10.0,10.0,2.0,0.69
100.0,10.0,10.0,3.0,0.78
100.0,10.0,10.0,4.0,0.61
100.0,10.0,10.0,5.0,0.81
100.0,10.0,10.0,6.0,0.88
100.0,10.0,10.0,7.0,0.88
100.0,10.0,10.0,8.0,0.68
100.0,10.0,10.0,9.0,0.85
