n_realizations,num_units,num_sensors,instance,pct_intercepted
100.0,10.0,3.0,0.0,1.0
100.0,10.0,3.0,1.0,0.99
100.0,10.0,3.0,2.0,0.99
100.0,10.0,3.0,3.0,1.0
