manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
10.0,100.0,3.0,10.0,0.0,0.53
10.0,100.0,3.0,10.0,1.0,0.72
10.0,100.0,3.0,10.0,2.0,0.58
10.0,100.0,3.0,10.0,3.0,0.44
10.0,100.0,3.0,10.0,4.0,0.31
