manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
30.0,100.0,3.0,3.0,0.0,0.26
30.0,100.0,3.0,3.0,1.0,0.21
30.0,100.0,3.0,3.0,2.0,0.28
30.0,100.0,3.0,3.0,3.0,0.17
30.0,100.0,3.0,3.0,4.0,0.18
30.0,100.0,3.0,3.0,5.0,0.19
30.0,100.0,3.0,3.0,6.0,0.37
30.0,100.0,3.0,3.0,7.0,0.11
30.0,100.0,3.0,3.0,8.0,0.27
30.0,100.0,3.0,3.0,9.0,0.34
