manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
10.0,100.0,10.0,10.0,0.0,0.59
10.0,100.0,10.0,10.0,1.0,0.64
10.0,100.0,10.0,10.0,2.0,0.55
10.0,100.0,10.0,10.0,3.0,0.93
10.0,100.0,10.0,10.0,4.0,0.59
10.0,100.0,10.0,10.0,5.0,0.47
10.0,100.0,10.0,10.0,6.0,0.44
10.0,100.0,10.0,10.0,7.0,0.45
10.0,100.0,10.0,10.0,8.0,0.75
10.0,100.0,10.0,10.0,9.0,0.69
