manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
30.0,100.0,10.0,3.0,0.0,0.61
30.0,100.0,10.0,3.0,1.0,0.47
30.0,100.0,10.0,3.0,2.0,0.93
30.0,100.0,10.0,3.0,3.0,0.47
30.0,100.0,10.0,3.0,4.0,0.33
30.0,100.0,10.0,3.0,5.0,0.67
30.0,100.0,10.0,3.0,6.0,0.62
