manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
10.0,100.0,10.0,10.0,0.0,0.85
10.0,100.0,10.0,10.0,1.0,0.91
10.0,100.0,10.0,10.0,2.0,0.94
10.0,100.0,10.0,10.0,3.0,0.75
