manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
10.0,100.0,3.0,10.0,0.0,0.54
10.0,100.0,3.0,10.0,1.0,0.71
10.0,100.0,3.0,10.0,2.0,0.58
10.0,100.0,3.0,10.0,3.0,0.44
10.0,100.0,3.0,10.0,4.0,0.33
10.0,100.0,3.0,10.0,5.0,0.79
10.0,100.0,3.0,10.0,6.0,0.39
10.0,100.0,3.0,10.0,7.0,0.54
10.0,100.0,3.0,10.0,8.0,0.6
10.0,100.0,3.0,10.0,9.0,0.61
