manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
10.0,100.0,10.0,3.0,0.0,0.93
10.0,100.0,10.0,3.0,1.0,0.87
10.0,100.0,10.0,3.0,2.0,0.89
10.0,100.0,10.0,3.0,3.0,0.91
10.0,100.0,10.0,3.0,4.0,0.85
10.0,100.0,10.0,3.0,5.0,0.84
10.0,100.0,10.0,3.0,6.0,0.89
10.0,100.0,10.0,3.0,7.0,0.73
10.0,100.0,10.0,3.0,8.0,0.93
10.0,100.0,10.0,3.0,9.0,0.84
