manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
10.0,100.0,10.0,3.0,0.0,0.71
10.0,100.0,10.0,3.0,1.0,0.46
10.0,100.0,10.0,3.0,2.0,0.54
10.0,100.0,10.0,3.0,3.0,0.59
10.0,100.0,10.0,3.0,4.0,0.83
10.0,100.0,10.0,3.0,5.0,0.31
10.0,100.0,10.0,3.0,6.0,0.48
10.0,100.0,10.0,3.0,7.0,0.53
10.0,100.0,10.0,3.0,8.0,0.67
10.0,100.0,10.0,3.0,9.0,0.67
