manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
10.0,100.0,3.0,3.0,0.0,0.71
10.0,100.0,3.0,3.0,1.0,0.84
10.0,100.0,3.0,3.0,2.0,0.77
10.0,100.0,3.0,3.0,3.0,0.74
10.0,100.0,3.0,3.0,4.0,0.49
10.0,100.0,3.0,3.0,5.0,0.5
10.0,100.0,3.0,3.0,6.0,0.54
10.0,100.0,3.0,3.0,7.0,0.55
10.0,100.0,3.0,3.0,8.0,0.7
10.0,100.0,3.0,3.0,9.0,0.58
