manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
30.0,100.0,3.0,3.0,0.0,0.06
30.0,100.0,3.0,3.0,1.0,0.04
30.0,100.0,3.0,3.0,2.0,0.0
30.0,100.0,3.0,3.0,3.0,0.0
30.0,100.0,3.0,3.0,4.0,0.0
30.0,100.0,3.0,3.0,5.0,0.02
30.0,100.0,3.0,3.0,6.0,0.01
30.0,100.0,3.0,3.0,7.0,0.09
30.0,100.0,3.0,3.0,8.0,0.03
30.0,100.0,3.0,3.0,9.0,0.08
