manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
10.0,100.0,3.0,3.0,0.0,0.35
10.0,100.0,3.0,3.0,1.0,0.51
10.0,100.0,3.0,3.0,2.0,0.63
10.0,100.0,3.0,3.0,3.0,0.42
10.0,100.0,3.0,3.0,4.0,0.29
10.0,100.0,3.0,3.0,5.0,0.73
10.0,100.0,3.0,3.0,6.0,0.42
10.0,100.0,3.0,3.0,7.0,0.54
10.0,100.0,3.0,3.0,8.0,0.64
10.0,100.0,3.0,3.0,9.0,0.54
