manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
30.0,100.0,10.0,10.0,0.0,0.73
30.0,100.0,10.0,10.0,1.0,0.44
30.0,100.0,10.0,10.0,2.0,0.92
30.0,100.0,10.0,10.0,3.0,0.61
30.0,100.0,10.0,10.0,4.0,0.4
30.0,100.0,10.0,10.0,5.0,0.76
30.0,100.0,10.0,10.0,6.0,0.66
